time_sec	time_nanosec	joint_position_0	joint_position_1	joint_position_2	joint_position_3
1614785841	938457396	0.66664	0.675375	0.696403	0.622634
1614785841	948453889	0.66664	0.675375	0.696403	0.622634
1614785841	958432806	0.66664	0.675375	0.696403	0.622634
1614785841	968470240	0.66664	0.675375	0.696403	0.622634
1614785841	978469754	0.66664	0.675375	0.696403	0.622634
1614785841	988467616	0.66662	0.675375	0.696403	0.622634
1614785841	998455742	0.66662	0.675375	0.696403	0.622634
1614785842	8454683	0.66662	0.675375	0.696403	0.622634
1614785842	18454568	0.66662	0.675375	0.696403	0.622634
1614785842	28477462	0.66662	0.675375	0.696403	0.622634
1614785842	38488890	0.66662	0.675375	0.696403	0.622634
1614785842	48468156	0.66662	0.675375	0.696403	0.622634
1614785842	58484182	0.66662	0.675375	0.696403	0.622634
1614785842	68485805	0.66662	0.675375	0.696403	0.622634
1614785842	78455286	0.66662	0.675375	0.696403	0.622634
1614785842	88452058	0.66662	0.675375	0.696403	0.622634
1614785842	98473313	0.66662	0.675375	0.696403	0.622634
1614785842	108457411	0.66662	0.675375	0.696403	0.622634
1614785842	118466192	0.66662	0.675375	0.696403	0.622634
1614785842	128492925	0.66662	0.675375	0.696403	0.622634
1614785842	138465188	0.66662	0.675375	0.696403	0.622634
1614785842	148461343	0.66662	0.675375	0.696403	0.622634
1614785842	158487187	0.66662	0.675375	0.696403	0.622634
1614785842	168454149	0.66662	0.675375	0.696403	0.622634
1614785842	178457170	0.66662	0.675375	0.696403	0.622634
1614785842	188462457	0.66662	0.675375	0.696403	0.622634
1614785842	198451986	0.66662	0.675375	0.696403	0.622634
1614785842	208471811	0.66662	0.675375	0.696403	0.622634
1614785842	218473885	0.66662	0.675375	0.696403	0.622634
1614785842	228463424	0.66662	0.675375	0.696403	0.622634
1614785842	238450981	0.66662	0.675375	0.696403	0.622634
1614785842	248495107	0.66662	0.675375	0.696403	0.622634
1614785842	258462968	0.66662	0.675375	0.696403	0.622634
1614785842	268454400	0.66662	0.675375	0.696403	0.622634
1614785842	278520088	0.66662	0.675375	0.696403	0.622634
1614785842	288462157	0.66662	0.675375	0.696403	0.622634
1614785842	298456111	0.66662	0.675375	0.696403	0.622634
1614785842	308461852	0.66662	0.675375	0.696403	0.622634
1614785842	318455503	0.66662	0.675375	0.696403	0.622634
1614785842	328486104	0.66662	0.675375	0.696403	0.622634
1614785842	338500094	0.66662	0.675375	0.696403	0.622634
1614785842	348457153	0.66662	0.675375	0.696403	0.622634
1614785842	358478258	0.66662	0.675375	0.696403	0.622634
