time_sec	time_nanosec	joint_velocity_0	joint_velocity_1	joint_velocity_2	joint_velocity_3
1608204870	143337023	0	0	0	0
1608204870	153329400	0	0	0	0
1608204870	163227263	0	0	0	0
1608204870	173219645	0	0	0	0
1608204870	183282691	0	0	0	0
1608204870	193182657	0	0	0	0
1608204870	203198982	0	0	0	0
1608204870	213320718	0	0	0	0
1608204870	223409172	0	0	0	0
1608204870	233300896	0	0	0	0
1608204870	243436778	0	0	0	0
1608204870	253445477	0	0	0	0
1608204870	263452221	0	0	0	0
1608204870	273546208	0	0	0	0
1608204870	283537212	0	0	0	0
1608204870	293593298	0	0	0	0
1608204870	303483045	0	0	0	0
1608204870	313522187	0	0	0	0
1608204870	323529931	0	0	0	0
1608204870	333412886	0	0	0	0
1608204870	343611435	0	0	0	0
1608204870	353508576	0	0	0	0
1608204870	363523312	0	0	0	0
1608204870	373523003	0	0	0	0
1608204870	383489189	0	0	0	0
1608204870	393530975	0	0	0	0
1608204870	403540202	0	0	0	0
1608204870	413517961	0	0	0	0
1608204870	423375567	0	0	0	0
1608204870	433450376	0	0	0	0
1608204870	443568206	0	0	0	0
1608204870	453487780	0	0	0	0
1608204870	463493561	0	0	0	0
1608204870	473623707	0	0	0	0
1608204870	483491202	0	0	0	0
1608204870	493480272	0	0	0	0
1608204870	503484992	0	0	0	0
1608204870	513487502	0	0	0	0
1608204870	523280803	0	0	0	0
1608204870	533523370	0	0	0	0
1608204870	543626043	0	0	0	0
1608204870	553500589	0	0	0	0
1608204870	563557484	0	0	0	0
1608204870	573550960	0	0	0	0
1608204870	583475355	0	0	0	0
1608204870	593557417	0	0	0	0
1608204870	603526018	0	0	0	0
1608204870	613526665	0	0	0	0
1608204870	623365331	0	0	0	0
1608204870	633571993	0	0	0	0
1608204870	643572284	0	0	0	0
1608204870	653539298	0	0	0	0
1608204870	663633697	0	0	0	0
1608204870	673657341	0	0	0	0
1608204870	683458490	0	0	0	0
1608204870	693555462	0	0	0	0
1608204870	703528296	0	0	0	0
1608204870	713505417	0	0	0	0
1608204870	723545992	0	0	0	0
1608204870	733455031	0	0	0	0
1608204870	743552422	0	0	0	0
1608204870	753609124	0	0	0	0
1608204870	763519659	0	0	0	0
1608204870	773497654	0	0	0	0
1608204870	783518336	0	0	0	0
1608204870	793544368	0	0	0	0
1608204870	803578315	0	0	0	0
1608204870	813440799	0	0	0	0
1608204870	823515041	0	0	0	0
1608204870	833493688	0	0	0	0
1608204870	843607385	0	0	0	0
1608204870	853482774	0	0	0	0
1608204870	863540943	0	0	0	0
1608204870	873460882	0	0	0	0
1608204870	883520094	0	0	0	0
1608204870	893532680	0	0	0	0
1608204870	903481298	0	0	0	0
1608204870	913542366	0	0	0	0
1608204870	923540232	0	0	0	0
1608204870	933478425	0	0	0	0
1608204870	943510748	0	0	0	0
1608204870	953527931	0	0	0	0
1608204870	963530125	0	0	0	0
1608204870	973636636	0	0	0	0
1608204870	983577863	0	0	0	0
1608204870	993605698	0	0	0	0
1608204871	3513032	0	0	0	0
1608204871	13421155	0	0	0	0
1608204871	23558407	0	0	0	0
1608204871	33412239	0	0	0	0
1608204871	43605473	0	0	0	0
1608204871	53432799	0	0	0	0
1608204871	63595853	0	0	0	0
1608204871	73522511	0	0	0	0
1608204871	83469652	0	0	0	0
1608204871	93515217	0	0	0	0
1608204871	103493390	0	0	0	0
1608204871	113465095	0	0	0	0
1608204871	123377311	0	0	0	0
1608204871	133549187	0	0	0	0
1608204871	143568082	0	0	0	0
1608204871	153507368	0	0	0	0
1608204871	163539419	0	0	0	0
1608204871	173587339	0	0	0	0
1608204871	183474316	0	0	0	0
1608204871	193606783	0	0	0	0
1608204871	203587510	0	0	0	0
1608204871	213452866	0	0	0	0
1608204871	223490275	0	0	0	0
1608204871	233555418	0	0	0	0
1608204871	243536097	0	0	0	0
1608204871	253467533	0	0	0	0
1608204871	263479060	0	0	0	0
1608204871	273534940	0	0	0	0
1608204871	283448062	0	0	0	0
1608204871	293411618	0	0	0	0
1608204871	303457094	0	0	0	0
1608204871	313546287	0	0	0	0
1608204871	323487179	0	0	0	0
