time_sec	time_nanosec	ref_pose_0	ref_pose_1	ref_pose_2	ref_pose_3
1612181774	62883211	0.822135	0.832742	0.823165	0.794428
1612181774	72919035	0.822135	0.832742	0.823165	0.794428
1612181774	82906808	0.822135	0.832742	0.823165	0.794428
1612181774	92790059	0.822135	0.832742	0.823165	0.794428
1612181774	102855968	0.822135	0.832742	0.823165	0.794428
1612181774	112788449	0.822135	0.832742	0.823165	0.794428
1612181774	122891849	0.822135	0.832742	0.823165	0.794428
1612181774	132751842	0.822135	0.832742	0.823165	0.794428
1612181774	142912766	0.822135	0.832742	0.823165	0.794428
1612181774	152860939	0.822135	0.832742	0.823165	0.794428
1612181774	162772656	0.822135	0.832742	0.823165	0.794428
1612181774	172947454	0.822135	0.832742	0.823165	0.794428
1612181774	182837076	0.822135	0.832742	0.823165	0.794428
1612181774	192849113	0.822135	0.832742	0.823165	0.794428
1612181774	202897125	0.822135	0.832742	0.823165	0.794428
1612181774	212799828	0.822135	0.832742	0.823165	0.794428
1612181774	222846145	0.822135	0.832742	0.823165	0.794428
1612181774	232846503	0.822135	0.832742	0.823165	0.794428
1612181774	242911451	0.822135	0.832742	0.823165	0.794428
1612181774	252973214	0.822135	0.832742	0.823165	0.794428
1612181774	262813505	0.822135	0.832742	0.823165	0.794428
1612181774	272836230	0.822135	0.832742	0.823165	0.794428
1612181774	282762028	0.822135	0.832742	0.823165	0.794428
1612181774	292848169	0.822135	0.832742	0.823165	0.794428
1612181774	302826404	0.822135	0.832742	0.823165	0.794428
1612181774	312821281	0.822135	0.832742	0.823165	0.794428
1612181774	322979432	0.822135	0.832742	0.823165	0.794428
1612181774	332761911	0.822135	0.832742	0.823165	0.794428
1612181774	342952195	0.822135	0.832742	0.823165	0.794428
1612181774	352873686	0.822135	0.832742	0.823165	0.794428
1612181774	362816212	0.822135	0.832742	0.823165	0.794428
1612181774	372907053	0.822135	0.832742	0.823165	0.794428
1612181774	382843367	0.822135	0.832742	0.823165	0.794428
1612181774	392833990	0.822135	0.832742	0.823165	0.794428
1612181774	402898791	0.822135	0.832742	0.823165	0.794428
1612181774	412803658	0.822135	0.832742	0.823165	0.794428
1612181774	422869327	0.822135	0.832742	0.823165	0.794428
