time_sec	time_nanosec	x_mocap_0	x_mocap_1	x_mocap_2	x_mocap_3	error	latency
1612181774	63327753	-0.0455045	0.769758	0.122257	-0.0368161	8.07696e-07	1.561
1612181774	73301489	-0.0455445	0.769723	0.122206	-0.0367657	9.17092e-07	0.9856
1612181774	83004724	-0.045521	0.769753	0.122262	-0.0367379	7.98059e-07	1.237
1612181774	93038905	-0.0455687	0.769707	0.122191	-0.0367705	9.80311e-07	1.2203
1612181774	103137369	-0.0454956	0.769759	0.122288	-0.0368295	7.7693e-07	1.2697
1612181774	113042196	-0.0455303	0.769748	0.122232	-0.0368099	8.6846e-07	1.2367
1612181774	123117407	-0.0455714	0.769722	0.122206	-0.0368036	9.67533e-07	1.4027
1612181774	132957277	-0.0455513	0.769726	0.122225	-0.0367989	9.17405e-07	1.5877
1612181774	143037336	-0.0455322	0.769742	0.122244	-0.0368157	8.68221e-07	1.3592
1612181774	153136663	-0.0454742	0.769766	0.122268	-0.0368423	7.68917e-07	1.3566
1612181774	163001978	-0.0455471	0.769719	0.122197	-0.0368697	9.81083e-07	1.523
1612181774	173087891	-0.0454567	0.769787	0.122351	-0.0369016	7.01276e-07	1.5252
1612181774	183070101	-0.0454938	0.769766	0.122291	-0.0368427	7.72909e-07	1.4127
1612181774	193090436	-0.0455712	0.769717	0.122173	-0.0368088	1.00751e-06	1.2273
1612181774	203039254	-0.0455317	0.769739	0.12222	-0.0368797	9.26422e-07	1.2274
1612181774	213135417	-0.0454537	0.76979	0.122334	-0.0368164	6.60723e-07	1.3669
1612181774	223144247	-0.0455749	0.76972	0.122197	-0.0367673	9.68357e-07	1.5248
1612181774	233030077	-0.0454109	0.769802	0.122376	-0.0367853	5.64336e-07	1.4353
1612181774	243360196	-0.0454988	0.76976	0.122281	-0.0367942	7.70084e-07	1.8615
1612181774	253198729	-0.0454701	0.769771	0.122304	-0.0367948	7.08275e-07	1.484
1612181774	263034072	-0.0455327	0.769722	0.122217	-0.0367346	8.81587e-07	1.3738
1612181774	273060650	-0.0454579	0.769786	0.122324	-0.0367576	6.51951e-07	1.5814
1612181774	283226694	-0.0454792	0.769771	0.122292	-0.0368159	7.37008e-07	1.1678
1612181774	293287097	-0.0455018	0.769755	0.12227	-0.0368163	7.96392e-07	0.9981
1612181774	303066079	-0.0455016	0.769752	0.122283	-0.0367351	7.57145e-07	1.48
