time_sec	time_nanosec	control_action_0	control_action_1	control_action_2	control_action_3
1612889875	770952179	12.6188	20.2756	-35.6972	140.208
1612889875	780470658	13.1063	20.6344	-35.2375	145.042
1612889875	790223449	12.761	20.3639	-35.5599	142.763
1612889875	800592642	12.5037	20.1674	-35.7984	140.105
1612889875	810031077	13.0837	20.5972	-35.252	145.279
1612889875	820050024	12.4309	20.1027	-35.8632	139.948
1612889875	830465027	13.0658	20.5733	-35.2645	145.331
1612889875	840685094	12.411	20.0771	-35.8774	139.98
1612889875	850084767	12.8493	20.4016	-35.4643	143.425
1612889875	860023629	12.4494	20.0939	-35.8362	140.238
1612889875	870352262	13.0285	20.5225	-35.29	145.409
1612889875	880365310	12.3752	20.0269	-35.9011	140.076
1612889875	890294831	13.0098	20.4966	-35.3021	145.458
1612889875	900008640	12.3549	19.9997	-35.9145	140.106
1612889875	910323138	12.9884	20.4684	-35.3164	145.474
1612889875	920077602	12.3326	19.9707	-35.9294	140.11
1612889875	930026707	12.9656	20.4389	-35.3317	145.468
1612889875	940113214	12.3094	19.9408	-35.945	140.098
1612889875	950063522	12.9422	20.4087	-35.3472	145.452
1612889875	960030709	12.2861	19.9105	-35.9603	140.08
1612889875	970036421	12.9191	20.3784	-35.3623	145.435
1612889875	980214129	12.2633	19.8804	-35.9749	140.064
1612889875	990039655	12.8968	20.3487	-35.3762	145.422
1612889876	35093	12.2416	19.8511	-35.9882	140.056
1612889876	10290912	12.8757	20.3199	-35.3887	145.419
1612889876	20089232	12.2212	19.8228	-35.9998	140.059
1612889876	30200592	12.856	20.2922	-35.3996	145.429
1612889876	40243716	12.2022	19.7958	-36.0098	140.076
1612889876	49976503	12.8377	20.2659	-35.4087	145.452
1612889876	60037143	12.1846	19.7702	-36.0182	140.105
1612889876	70042434	12.8207	20.2409	-35.4163	145.487
1612889876	79991528	12.1681	19.7459	-36.0249	140.145
1612889876	90072845	12.8048	20.2173	-35.4223	145.532
1612889876	100030570	12.1527	19.7228	-36.0304	140.194
1612889876	110065050	12.593	20.0489	-35.6139	143.653
1612889876	120039071	12.1991	19.7461	-35.9768	140.505
1612889876	130025363	12.7823	20.1783	-35.4247	145.71
1612889876	139996641	12.1338	19.6872	-36.0288	140.413
1612889876	149929724	12.7734	20.1618	-35.4228	145.834
1612889876	160005701	12.1235	19.6701	-36.0281	140.52
1612889876	170063103	12.762	20.1444	-35.4228	145.925
1612889876	180030318	12.1111	19.6522	-36.0289	140.595
1612889876	190287466	12.7487	20.126	-35.4245	145.984
1612889876	200082735	12.097	19.6335	-36.0313	140.639
1612889876	210023658	12.7339	20.1069	-35.4274	146.014
1612889876	220240107	12.0816	19.6142	-36.0347	140.657
1612889876	230031076	12.7182	20.0875	-35.4313	146.021
1612889876	239982537	12.0657	19.5948	-36.0388	140.654
1612889876	249991256	12.7022	20.0682	-35.4354	146.011
1612889876	260309474	12.0498	19.5756	-36.043	140.637
1612889876	270435022	12.6866	20.0493	-35.4395	145.989
1612889876	280185892	12.0346	19.5571	-36.0467	140.613
1612889876	290097262	12.6718	20.0313	-35.4429	145.962
1612889876	300014209	12.0204	19.5396	-36.0497	140.586
1612889876	310025925	12.6583	20.0145	-35.4453	145.936
1612889876	320017350	12.0077	19.5235	-36.0515	140.56
1612889876	330254910	12.6464	19.9991	-35.4465	145.912
1612889876	340100005	11.9966	19.509	-36.052	140.539
1612889876	350184341	12.6361	19.9854	-35.4463	145.895
1612889876	360106480	12.1881	19.6476	-35.8641	142.449
1612889876	370005093	12.565	19.9267	-35.5026	145.628
1612889876	380015976	11.9722	19.4801	-36.0552	140.447
1612889876	390025789	12.6103	19.956	-35.451	145.769
1612889876	400047695	11.9608	19.4667	-36.0566	140.376
1612889876	410023442	12.6011	19.9444	-35.4504	145.717
1612889876	419995785	11.9535	19.4568	-36.0543	140.339
1612889876	430053942	12.5956	19.9361	-35.4465	145.696
1612889876	440191470	11.9496	19.45	-36.049	140.333
1612889876	450250886	12.5931	19.9308	-35.4399	145.702
1612889876	460209408	11.9484	19.4459	-36.0412	140.349
1612889876	470046285	12.593	19.928	-35.4311	145.726
1612889876	480262426	11.9491	19.4442	-36.0316	140.38
1612889876	489993780	12.5944	19.9272	-35.4209	145.762
1612889876	500029620	11.9511	19.4444	-36.0208	140.418
1612889876	510343176	12.5969	19.9281	-35.4097	145.802
1612889876	519990970	11.9538	19.4459	-36.0095	140.457
1612889876	530029064	12.5997	19.9302	-35.3982	145.838
1612889876	540296980	11.9568	19.4484	-35.9979	140.49
1612889876	550218855	12.6027	19.9331	-35.3867	145.867
1612889876	560024499	11.9597	19.4516	-35.9866	140.513
1612889876	570052878	12.6055	19.9365	-35.3756	145.883
1612889876	580056962	11.9624	19.4553	-35.9757	140.524
1612889876	590003192	12.6081	19.9404	-35.365	145.887
1612889876	600058205	11.9649	19.4593	-35.9653	140.521
1612889876	610145584	12.6106	19.9446	-35.3548	145.878
1612889876	620208268	11.9674	19.4637	-35.9553	140.505
1612889876	630036064	12.6131	19.9492	-35.345	145.856
1612889876	640025518	11.9699	19.4685	-35.9457	140.478
1612889876	650073748	12.6157	19.9543	-35.3355	145.824
1612889876	660005510	11.9727	19.4739	-35.9363	140.442
1612889876	670082214	12.6187	19.9599	-35.3261	145.785
1612889876	680292404	11.9759	19.4798	-35.9269	140.4
1612889876	690081505	12.6222	19.9661	-35.3166	145.741
1612889876	700009777	11.9798	19.4864	-35.9174	140.354
1612889876	709974937	12.6265	19.9732	-35.307	145.694
1612889876	720019123	11.9845	19.4939	-35.9076	140.306
1612889876	729979093	12.6315	19.9811	-35.2971	145.646
1612889876	740110356	11.9899	19.5022	-35.8975	140.259
1612889876	750105007	12.6374	19.9898	-35.2868	145.6
1612889876	760055326	11.9963	19.5114	-35.887	140.214
1612889876	770051189	12.6442	19.9996	-35.2761	145.556
1612889876	779982635	12.0035	19.5216	-35.8761	140.171
1612889876	790036161	12.6518	20.0102	-35.265	145.515
1612889876	800020812	12.0115	19.5327	-35.8648	140.132
1612889876	810024415	12.6602	20.0217	-35.2536	145.476
1612889876	819996372	12.0202	19.5446	-35.8533	140.095
1612889876	829996252	12.6692	20.034	-35.2419	145.441
1612889876	839992946	12.0295	19.5572	-35.8415	140.06
1612889876	850058591	12.6788	20.047	-35.23	145.407
1612889876	860367646	12.0393	19.5705	-35.8296	140.027
1612889876	870000887	12.6888	20.0606	-35.2181	145.375
1612889876	880329593	12.0495	19.5844	-35.8177	139.995
1612889876	890446067	12.6991	20.0747	-35.2062	145.343
1612889876	900365877	12.06	19.5987	-35.8058	139.964
1612889876	910297221	12.7097	20.0892	-35.1945	145.312
1612889876	920262426	12.0706	19.6134	-35.7941	139.933
1612889876	930328879	12.7203	20.104	-35.1829	145.281
1612889876	940179462	12.0813	19.6283	-35.7827	139.901
1612889876	950066228	12.7311	20.119	-35.1716	145.249
1612889876	960085090	12.0921	19.6434	-35.7715	139.869
1612889876	970088469	12.7419	20.1342	-35.1606	145.216
1612889876	980099046	12.1029	19.6586	-35.7607	139.836
1612889876	990112091	12.7527	20.1495	-35.1499	145.183
1612889877	57791	12.1136	19.6739	-35.7502	139.803
1612889877	10279612	12.7634	20.1647	-35.1396	145.15
1612889877	20217215	12.1244	19.6892	-35.7401	139.769
1612889877	30015640	12.7741	20.18	-35.1297	145.116
1612889877	40161997	12.135	19.7044	-35.7304	139.736
1612889877	50429294	12.7847	20.1952	-35.1202	145.082
1612889877	60316264	12.1456	19.7196	-35.7211	139.702
1612889877	69971179	12.7952	20.2103	-35.1111	145.049
1612889877	79985331	12.1561	19.7346	-35.7122	139.67
1612889877	90029395	12.8057	20.2252	-35.1025	145.017
1612889877	100035167	12.1664	19.7494	-35.7038	139.638
1612889877	109978063	12.816	20.2399	-35.0942	144.986
1612889877	120256809	12.3745	19.9109	-35.5098	141.534
1612889877	130262478	12.7648	20.2091	-35.1441	144.7
1612889877	140030443	12.1798	19.7736	-35.6946	139.508
1612889877	150024139	12.8262	20.2615	-35.0884	144.818
1612889877	160098886	12.1846	19.7836	-35.6924	139.411
1612889877	170262638	12.8325	20.2724	-35.0851	144.739
