time_sec	time_nanosec	joint_position_0	joint_position_1	joint_position_2	joint_position_3
1612889875	708967680	0.695241	0.691329	0.693748	0.654176
1612889875	718949982	0.695249	0.691336	0.693755	0.654183
1612889875	728950200	0.695236	0.691326	0.693743	0.654171
1612889875	738952480	0.695249	0.691336	0.693756	0.654183
1612889875	748956596	0.695236	0.691327	0.693744	0.654171
1612889875	758937867	0.69525	0.691337	0.693756	0.654183
1612889875	769053927	0.69525	0.691337	0.693756	0.654183
1612889875	779039998	0.695237	0.691327	0.693744	0.654171
1612889875	788959960	0.695242	0.691332	0.693749	0.654175
1612889875	798955290	0.69525	0.691338	0.693756	0.654182
1612889875	808951390	0.695238	0.691329	0.693745	0.65417
1612889875	818959714	0.695251	0.691339	0.693757	0.654182
1612889875	828956549	0.695238	0.69133	0.693745	0.65417
1612889875	838979660	0.695252	0.69134	0.693757	0.654182
1612889875	848955463	0.695244	0.691334	0.69375	0.654175
1612889875	858955790	0.695252	0.691341	0.693758	0.654182
1612889875	868971225	0.69524	0.691331	0.693746	0.65417
1612889875	878957385	0.695253	0.691341	0.693758	0.654181
1612889875	888965523	0.69524	0.691332	0.693746	0.65417
1612889875	898949318	0.695254	0.691342	0.693759	0.654181
1612889875	908962841	0.695241	0.691333	0.693747	0.65417
1612889875	918955943	0.695254	0.691343	0.693759	0.654181
1612889875	928950355	0.695242	0.691334	0.693747	0.65417
1612889875	938958716	0.695255	0.691344	0.69376	0.654181
1612889875	948951919	0.695243	0.691335	0.693748	0.65417
1612889875	958954827	0.695256	0.691346	0.69376	0.654181
1612889875	968958597	0.695244	0.691336	0.693749	0.65417
1612889875	978957545	0.695257	0.691347	0.693761	0.654181
1612889875	988974370	0.695244	0.691338	0.693749	0.65417
1612889875	998953005	0.695258	0.691348	0.693762	0.654181
1612889876	8955768	0.695245	0.691339	0.69375	0.65417
1612889876	19012684	0.695258	0.691349	0.693762	0.654181
1612889876	28958790	0.695246	0.69134	0.69375	0.65417
1612889876	38982710	0.695259	0.69135	0.693762	0.654181
1612889876	48952174	0.695247	0.691341	0.69375	0.65417
1612889876	58950840	0.69526	0.691351	0.693763	0.654181
1612889876	68949846	0.695247	0.691341	0.693751	0.65417
1612889876	78950676	0.69526	0.691352	0.693763	0.654181
1612889876	88987379	0.695248	0.691342	0.693751	0.65417
1612889876	98956708	0.695261	0.691352	0.693763	0.654181
1612889876	108947851	0.695253	0.691347	0.693756	0.654174
1612889876	118983017	0.695261	0.691353	0.693763	0.654181
1612889876	128954827	0.695249	0.691344	0.693751	0.654169
