time_sec	time_nanosec	ref_pose_mod_0	ref_pose_mod_1	ref_pose_mod_2	ref_pose_mod_3
1615805916	115919110	0.66678	0.675395	0.696183	0.622636
1615805916	126345105	0.66678	0.675395	0.696183	0.622636
1615805916	135671080	0.66678	0.675395	0.696183	0.622636
1615805916	145929410	0.66678	0.675395	0.696183	0.622636
1615805916	155866156	0.66678	0.675395	0.696183	0.622636
1615805916	165245409	0.66678	0.675395	0.696183	0.622636
1615805916	175750764	0.66678	0.675395	0.696183	0.622636
1615805916	185819004	0.66678	0.675395	0.696183	0.622636
1615805916	195727670	0.66678	0.675395	0.696183	0.622636
1615805916	205787753	0.66678	0.675395	0.696183	0.622636
1615805916	215837301	0.66678	0.675395	0.696183	0.622636
1615805916	225880838	0.66678	0.675395	0.696183	0.622636
1615805916	236184686	0.66678	0.675395	0.696183	0.622636
1615805916	246378190	0.66678	0.675395	0.696183	0.622636
1615805916	257179361	0.66678	0.675395	0.696183	0.622636
1615805916	268072465	0.66678	0.675395	0.696183	0.622636
1615805916	277532676	0.66678	0.675395	0.696183	0.622636
1615805916	287534755	0.66678	0.675395	0.696183	0.622636
1615805916	297738107	0.66678	0.675395	0.696183	0.622636
1615805916	307655012	0.66678	0.675395	0.696183	0.622636
1615805916	317620804	0.66678	0.675395	0.696183	0.622636
1615805916	327778643	0.66678	0.675395	0.696183	0.622636
1615805916	339045902	0.66678	0.675395	0.696183	0.622636
1615805916	349154238	0.66678	0.675395	0.696183	0.622636
1615805916	359174360	0.66678	0.675395	0.696183	0.622636
1615805916	369578172	0.66678	0.675395	0.696183	0.622636
1615805916	379304589	0.66678	0.675395	0.696183	0.622636
1615805916	389055582	0.66678	0.675395	0.696183	0.622636
1615805916	399391318	0.66678	0.675395	0.696183	0.622636
1615805916	408859938	0.66678	0.675395	0.696183	0.622636
1615805916	419001361	0.66678	0.675395	0.696183	0.622636
1615805916	428956549	0.66678	0.675395	0.696183	0.622636
1615805916	439232556	0.66678	0.675395	0.696183	0.622636
1615805916	448847038	0.66678	0.675395	0.696183	0.622636
1615805916	458855501	0.66678	0.675395	0.696183	0.622636
1615805916	469714758	0.66678	0.675395	0.696183	0.622636
1615805916	479856256	0.66678	0.675395	0.696183	0.622636
1615805916	489259970	0.66678	0.675395	0.696183	0.622636
1615805916	499458511	0.66678	0.675395	0.696183	0.622636
1615805916	508911802	0.66678	0.675395	0.696183	0.622636
1615805916	519098238	0.66678	0.675395	0.696183	0.622636
1615805916	528718550	0.66678	0.675395	0.696183	0.622636
1615805916	538942754	0.66678	0.675395	0.696183	0.622636
1615805916	549925567	0.66678	0.675395	0.696183	0.622636
1615805916	559007754	0.66678	0.675395	0.696183	0.622636
1615805916	569129445	0.66678	0.675395	0.696183	0.622636
1615805916	579253578	0.66678	0.675395	0.696183	0.622636
1615805916	588997546	0.66678	0.675395	0.696183	0.622636
1615805916	599214710	0.66678	0.675395	0.696183	0.622636
1615805916	609011873	0.66678	0.675395	0.696183	0.622636
1615805916	619137292	0.66678	0.675395	0.696183	0.622636
1615805916	629171771	0.66678	0.675395	0.696183	0.622636
1615805916	639273375	0.66678	0.675395	0.696183	0.622636
1615805916	649480306	0.66678	0.675395	0.696183	0.622636
1615805916	658751438	0.66678	0.675395	0.696183	0.622636
1615805916	667790586	0.66678	0.675395	0.696183	0.622636
1615805916	677737908	0.66678	0.675395	0.696183	0.622636
1615805916	687592192	0.66678	0.675395	0.696183	0.622636
1615805916	697710235	0.66678	0.675395	0.696183	0.622636
1615805916	707596986	0.66678	0.675395	0.696183	0.622636
1615805916	717836534	0.66678	0.675395	0.696183	0.622636
1615805916	727935787	0.66678	0.675395	0.696183	0.622636
1615805916	739594156	0.66678	0.675395	0.696183	0.622636
1615805916	747553289	0.66678	0.675395	0.696183	0.622636
1615805916	757581208	0.66678	0.675395	0.696183	0.622636
1615805916	767821845	0.66678	0.675395	0.696183	0.622636
1615805916	779060606	0.66678	0.675395	0.696183	0.622636
1615805916	788841376	0.66678	0.675395	0.696183	0.622636
1615805916	799448245	0.66678	0.675395	0.696183	0.622636
1615805916	808804975	0.66678	0.675395	0.696183	0.622636
1615805916	818812843	0.66678	0.675395	0.696183	0.622636
1615805916	828891696	0.66678	0.675395	0.696183	0.622636
1615805916	839336145	0.66678	0.675395	0.696183	0.622636
1615805916	848994341	0.66678	0.675395	0.696183	0.622636
1615805916	857810162	0.66678	0.675395	0.696183	0.622636
1615805916	867784725	0.66678	0.675395	0.696183	0.622636
1615805916	877744118	0.66678	0.675395	0.696183	0.622636
1615805916	887842466	0.66678	0.675395	0.696183	0.622636
1615805916	898174695	0.66678	0.675395	0.696183	0.622636
1615805916	907728849	0.66678	0.675395	0.696183	0.622636
1615805916	917718580	0.66678	0.675395	0.696183	0.622636
1615805916	927569093	0.66678	0.675395	0.696183	0.622636
1615805916	937801532	0.66678	0.675395	0.696183	0.622636
1615805916	948057100	0.66678	0.675395	0.696183	0.622636
1615805916	957479262	0.66678	0.675395	0.696183	0.622636
1615805916	967670987	0.66678	0.675395	0.696183	0.622636
1615805916	977799822	0.66678	0.675395	0.696183	0.622636
1615805916	987686814	0.66678	0.675395	0.696183	0.622636
1615805916	997646769	0.66678	0.675395	0.696183	0.622636
1615805917	7613345	0.66678	0.675395	0.696183	0.622636
1615805917	18088022	0.66678	0.675395	0.696183	0.622636
1615805917	27801644	0.66678	0.675395	0.696183	0.622636
1615805917	37789202	0.66678	0.675395	0.696183	0.622636
1615805917	47954483	0.66678	0.675395	0.696183	0.622636
1615805917	57543212	0.66678	0.675395	0.696183	0.622636
1615805917	67695736	0.66678	0.675395	0.696183	0.622636
1615805917	77970920	0.66678	0.675395	0.696183	0.622636
1615805917	87768899	0.66678	0.675395	0.696183	0.622636
1615805917	97633295	0.66678	0.675395	0.696183	0.622636
1615805917	107826788	0.66678	0.675395	0.696183	0.622636
1615805917	117779664	0.66678	0.675395	0.696183	0.622636
1615805917	127666907	0.66678	0.675395	0.696183	0.622636
1615805917	137742497	0.66678	0.675395	0.696183	0.622636
1615805917	147560982	0.66678	0.675395	0.696183	0.622636
1615805917	157816693	0.66678	0.675395	0.696183	0.622636
1615805917	167731199	0.66678	0.675395	0.696183	0.622636
1615805917	177791945	0.66678	0.675395	0.696183	0.622636
1615805917	187614844	0.66678	0.675395	0.696183	0.622636
1615805917	198437725	0.66678	0.675395	0.696183	0.622636
1615805917	207579383	0.66678	0.675395	0.696183	0.622636
1615805917	217667947	0.66678	0.675395	0.696183	0.622636
1615805917	227681634	0.66678	0.675395	0.696183	0.622636
1615805917	239199770	0.66678	0.675395	0.696183	0.622636
1615805917	248923587	0.66678	0.675395	0.696183	0.622636
1615805917	259652110	0.66678	0.675395	0.696183	0.622636
1615805917	269243843	0.66678	0.675395	0.696183	0.622636
1615805917	279131657	0.66678	0.675395	0.696183	0.622636
1615805917	289741240	0.66678	0.675395	0.696183	0.622636
1615805917	299385973	0.66678	0.675395	0.696183	0.622636
1615805917	309063257	0.66678	0.675395	0.696183	0.622636
1615805917	319149261	0.66678	0.675395	0.696183	0.622636
1615805917	329000790	0.66678	0.675395	0.696183	0.622636
1615805917	339046811	0.66678	0.675395	0.696183	0.622636
1615805917	349052515	0.66678	0.675395	0.696183	0.622636
1615805917	359123773	0.66678	0.675395	0.696183	0.622636
1615805917	367824104	0.66678	0.675395	0.696183	0.622636
1615805917	377621277	0.66678	0.675395	0.696183	0.622636
1615805917	387828496	0.66678	0.675395	0.696183	0.622636
1615805917	398000684	0.66678	0.675395	0.696183	0.622636
1615805917	407747171	0.66678	0.675395	0.696183	0.622636
1615805917	417828074	0.66678	0.675395	0.696183	0.622636
1615805917	427747025	0.66678	0.675395	0.696183	0.622636
1615805917	437616327	0.66678	0.675395	0.696183	0.622636
1615805917	448029440	0.66678	0.675395	0.696183	0.622636
1615805917	457804888	0.66678	0.675395	0.696183	0.622636
1615805917	467585244	0.66678	0.675395	0.696183	0.622636
1615805917	477734290	0.66678	0.675395	0.696183	0.622636
1615805917	487870696	0.66678	0.675395	0.696183	0.622636
1615805917	497655177	0.66678	0.675395	0.696183	0.622636
1615805917	507732631	0.66678	0.675395	0.696183	0.622636
1615805917	517827913	0.66678	0.675395	0.696183	0.622636
1615805917	527678442	0.66678	0.675395	0.696183	0.622636
1615805917	538126991	0.66678	0.675395	0.696183	0.622636
1615805917	547597496	0.66678	0.675395	0.696183	0.622636
1615805917	557614677	0.66678	0.675395	0.696183	0.622636
1615805917	568277613	0.66678	0.675395	0.696183	0.622636
1615805917	577749212	0.66678	0.675395	0.696183	0.622636
1615805917	587810437	0.66678	0.675395	0.696183	0.622636
1615805917	598569704	0.66678	0.675395	0.696183	0.622636
1615805917	607466726	0.66678	0.675395	0.696183	0.622636
1615805917	617758985	0.66678	0.675395	0.696183	0.622636
1615805917	627632661	0.66678	0.675395	0.696183	0.622636
1615805917	637591263	0.66678	0.675395	0.696183	0.622636
1615805917	648036221	0.66678	0.675395	0.696183	0.622636
1615805917	657693728	0.66678	0.675395	0.696183	0.622636
1615805917	667700828	0.66678	0.675395	0.696183	0.622636
1615805917	677549117	0.66678	0.675395	0.696183	0.622636
1615805917	687607228	0.66678	0.675395	0.696183	0.622636
1615805917	698122907	0.66678	0.675395	0.696183	0.622636
1615805917	707632487	0.66678	0.675395	0.696183	0.622636
1615805917	717480104	0.66678	0.675395	0.696183	0.622636
1615805917	727691118	0.66678	0.675395	0.696183	0.622636
1615805917	738584832	0.66678	0.675395	0.696183	0.622636
1615805917	747559728	0.66678	0.675395	0.696183	0.622636
1615805917	757583505	0.66678	0.675395	0.696183	0.622636
1615805917	767744951	0.66678	0.675395	0.696183	0.622636
1615805917	777553491	0.66678	0.675395	0.696183	0.622636
1615805917	787691572	0.66678	0.675395	0.696183	0.622636
1615805917	797803286	0.66678	0.675395	0.696183	0.622636
1615805917	807661945	0.66678	0.675395	0.696183	0.622636
1615805917	817797105	0.66678	0.675395	0.696183	0.622636
1615805917	827607902	0.66678	0.675395	0.696183	0.622636
1615805917	837873752	0.66678	0.675395	0.696183	0.622636
1615805917	847989445	0.66678	0.675395	0.696183	0.622636
1615805917	857677371	0.66678	0.675395	0.696183	0.622636
1615805917	867598346	0.66678	0.675395	0.696183	0.622636
1615805917	878042348	0.66678	0.675395	0.696183	0.622636
1615805917	887685747	0.66678	0.675395	0.696183	0.622636
1615805917	897690296	0.66678	0.675395	0.696183	0.622636
1615805917	907806550	0.66678	0.675395	0.696183	0.622636
1615805917	917815716	0.66678	0.675395	0.696183	0.622636
1615805917	927603535	0.66678	0.675395	0.696183	0.622636
1615805917	937792051	0.66678	0.675395	0.696183	0.622636
1615805917	948130556	0.66678	0.675395	0.696183	0.622636
1615805917	957510225	0.66678	0.675395	0.696183	0.622636
1615805917	968098000	0.66678	0.675395	0.696183	0.622636
1615805917	977800965	0.66678	0.675395	0.696183	0.622636
1615805917	987661876	0.66678	0.675395	0.696183	0.622636
1615805917	997998233	0.66678	0.675395	0.696183	0.622636
1615805918	7887748	0.66678	0.675395	0.696183	0.622636
1615805918	17836141	0.66678	0.675395	0.696183	0.622636
1615805918	27532221	0.66678	0.675395	0.696183	0.622636
1615805918	37822013	0.66678	0.675395	0.696183	0.622636
1615805918	48085299	0.66678	0.675395	0.696183	0.622636
1615805918	58115578	0.66678	0.675395	0.696183	0.622636
1615805918	67748681	0.66678	0.675395	0.696183	0.622636
1615805918	77748438	0.66678	0.675395	0.696183	0.622636
1615805918	87834899	0.66678	0.675395	0.696183	0.622636
1615805918	98131102	0.66678	0.675395	0.696183	0.622636
1615805918	107675204	0.66678	0.675395	0.696183	0.622636
1615805918	117660577	0.66678	0.675395	0.696183	0.622636
1615805918	127785324	0.66678	0.675395	0.696183	0.622636
1615805918	137827744	0.66678	0.675395	0.696183	0.622636
1615805918	147658837	0.66678	0.675395	0.696183	0.622636
1615805918	157628364	0.66678	0.675395	0.696183	0.622636
1615805918	167628835	0.66678	0.675395	0.696183	0.622636
1615805918	177490813	0.66678	0.675395	0.696183	0.622636
1615805918	187739139	0.66678	0.675395	0.696183	0.622636
1615805918	197984579	0.66678	0.675395	0.696183	0.622636
1615805918	207475030	0.66678	0.675395	0.696183	0.622636
1615805918	217773382	0.66678	0.675395	0.696183	0.622636
1615805918	227706835	0.66678	0.675395	0.696183	0.622636
1615805918	237861800	0.66678	0.675395	0.696183	0.622636
1615805918	247726283	0.66678	0.675395	0.696183	0.622636
1615805918	257679127	0.66678	0.675395	0.696183	0.622636
1615805918	267773669	0.66678	0.675395	0.696183	0.622636
1615805918	277682752	0.66678	0.675395	0.696183	0.622636
1615805918	287702593	0.66678	0.675395	0.696183	0.622636
1615805918	298063800	0.66678	0.675395	0.696183	0.622636
1615805918	307536246	0.66678	0.675395	0.696183	0.622636
1615805918	317753846	0.66678	0.675395	0.696183	0.622636
1615805918	328902781	0.66678	0.675395	0.696183	0.622636
1615805918	338844755	0.66678	0.675395	0.696183	0.622636
1615805918	350123740	0.66678	0.675395	0.696183	0.622636
1615805918	358937000	0.66678	0.675395	0.696183	0.622636
1615805918	368867381	0.66678	0.675395	0.696183	0.622636
1615805918	377761392	0.66678	0.675395	0.696183	0.622636
1615805918	387247183	0.666974	0.675567	0.696361	0.622833
1615805918	397152064	0.667169	0.675739	0.696539	0.623029
