time_sec	time_nanosec	ang_ots_0	ang_ots_1	ang_ots_2	ang_ots_3	ang_ots_4	ang_ots_5
1615805916	155661601	66.9594	69.5401	62.2457	43.5005	50.7949	7.29439
1615805916	165076876	66.9594	69.5401	62.2457	43.5005	50.7949	7.29439
1615805916	175574827	66.9604	69.5405	62.2456	43.4991	50.794	7.29491
1615805916	185659497	66.9603	69.5388	62.2444	43.5009	50.7953	7.29446
1615805916	195554693	66.9582	69.5402	62.2454	43.5017	50.7965	7.29479
1615805916	205588552	66.9559	69.544	62.2487	43.5001	50.7954	7.29529
1615805916	215650228	66.9625	69.5411	62.2463	43.4964	50.7912	7.29486
1615805916	225713571	66.9587	69.5425	62.2472	43.4988	50.7941	7.2953
1615805916	235958461	66.959	69.5426	62.2474	43.4984	50.7937	7.29523
1615805916	246084225	66.9582	69.541	62.2462	43.5007	50.7955	7.2948
1615805916	256807456	66.9609	69.5401	62.2456	43.4989	50.7935	7.29452
1615805916	267633582	66.9616	69.5407	62.2461	43.4977	50.7923	7.2946
1615805916	277105646	66.9602	69.5397	62.2454	43.5002	50.7945	7.29432
1615805916	287181036	66.9625	69.5391	62.2453	43.4984	50.7922	7.29378
1615805916	297329423	66.9602	69.5414	62.247	43.4984	50.7928	7.2944
1615805916	307306162	66.9633	69.5397	62.2459	43.4969	50.7908	7.29388
1615805916	317260453	66.9604	69.5416	62.2473	43.498	50.7923	7.29423
1615805916	327385553	66.9617	69.5407	62.2466	43.4976	50.7917	7.29409
1615805916	338482658	66.9615	69.5404	62.2462	43.4981	50.7922	7.29413
1615805916	348596734	66.9607	69.5429	62.2483	43.4964	50.7911	7.29469
1615805916	358598154	66.9592	69.5417	62.2475	43.499	50.7932	7.29421
1615805916	368959802	66.9583	69.5421	62.2477	43.4996	50.794	7.29439
1615805916	378732358	66.9615	69.5419	62.2474	43.4966	50.7911	7.29448
1615805916	388499115	66.9602	69.5425	62.248	43.4973	50.7918	7.29453
1615805916	398781357	66.9606	69.5408	62.2466	43.4986	50.7928	7.2942
1615805916	408358094	66.9624	69.5419	62.2476	43.4957	50.7899	7.29425
1615805916	418452682	66.9602	69.5433	62.2487	43.4965	50.7911	7.29464
1615805916	428480081	66.9626	69.5423	62.2481	43.4951	50.7894	7.29423
1615805916	438712025	66.9626	69.5417	62.2476	43.4956	50.7897	7.29413
1615805916	448317069	66.9652	69.542	62.2476	43.4928	50.7873	7.29442
1615805916	458334252	66.963	69.5431	62.2484	43.494	50.7887	7.29472
1615805916	469170408	66.9643	69.5412	62.2471	43.4945	50.7886	7.29408
1615805916	479147421	66.9628	69.5428	62.2485	43.4944	50.7888	7.29436
1615805916	488590576	66.9628	69.5417	62.2476	43.4955	50.7896	7.29412
1615805916	498711426	66.9658	69.5408	62.247	43.4934	50.7871	7.29378
1615805916	508281396	66.9612	69.5415	62.2472	43.4973	50.7915	7.29425
1615805916	518585556	66.9595	69.5442	62.2495	43.4963	50.791	7.29472
1615805916	528215565	66.9618	69.542	62.2477	43.4962	50.7905	7.29424
1615805916	538443771	66.9611	69.5425	62.2483	43.4964	50.7906	7.2942
1615805916	549297785	66.9596	69.5445	62.2498	43.4958	50.7906	7.29477
1615805916	558489789	66.9592	69.5447	62.2493	43.4962	50.7915	7.29531
1615805916	568590428	66.9619	69.5435	62.2485	43.4946	50.7896	7.29495
1615805916	578665511	66.9613	69.5422	62.2478	43.4964	50.7909	7.29446
1615805916	588456900	66.9587	69.5465	62.2514	43.4948	50.79	7.29517
1615805916	598659432	66.9589	69.5442	62.2495	43.4969	50.7915	7.29467
1615805916	608473257	66.9618	69.5411	62.2473	43.497	50.7909	7.29386
1615805916	618607818	66.962	69.543	62.2486	43.495	50.7894	7.29447
1615805916	628515308	66.9613	69.5423	62.2479	43.4963	50.7907	7.29441
1615805916	638720226	66.96	69.544	62.2493	43.496	50.7907	7.29468
1615805916	648748652	66.9625	69.5448	62.2499	43.4928	50.7876	7.29482
1615805916	658262575	66.9594	69.5446	62.2497	43.496	50.7909	7.29496
1615805916	667369338	66.9609	69.5425	62.2482	43.4966	50.7909	7.29428
1615805916	677374857	66.9582	69.5468	62.2514	43.495	50.7904	7.2954
1615805916	687184434	66.961	69.5452	62.2501	43.4938	50.7889	7.29509
1615805916	697177899	66.9608	69.5444	62.2492	43.4948	50.79	7.29521
1615805916	707189496	66.9601	69.5443	62.2496	43.4956	50.7902	7.29468
1615805916	717454553	66.9587	69.5458	62.2509	43.4955	50.7905	7.29494
1615805916	727475735	66.959	69.5451	62.2501	43.4959	50.7908	7.29498
1615805916	739179337	66.9613	69.5459	62.2505	43.4928	50.7882	7.29538
1615805916	747192512	66.9581	69.5449	62.2496	43.497	50.7922	7.29526
1615805916	757155026	66.9576	69.5481	62.2523	43.4943	50.7901	7.2958
1615805916	767366461	66.9585	69.5456	62.2503	43.496	50.7913	7.29531
1615805916	778424304	66.9591	69.5453	62.2502	43.4956	50.7907	7.29505
1615805916	788311060	66.9599	69.5456	62.2505	43.4945	50.7896	7.29513
1615805916	798804740	66.9578	69.5453	62.2505	43.4968	50.7916	7.29481
