time_sec	time_nanosec	jac_det
1615805916	935615041	0.0543112
1615805916	945500265	0.0543131
1615805916	955371053	0.0543075
1615805916	965481960	0.0543116
1615805916	975510513	0.0543126
1615805916	985591980	0.0543103
1615805916	995460759	0.0543122
1615805917	5381694	0.0543101
1615805917	15845639	0.0543087
1615805917	25569146	0.054306
1615805917	35559450	0.0543134
1615805917	45569755	0.0543077
1615805917	55371198	0.0543148
1615805917	65503855	0.0543127
1615805917	75523708	0.0543124
1615805917	85480137	0.054312
1615805917	95546696	0.054314
1615805917	105605706	0.0543139
1615805917	115514959	0.05431
1615805917	125468436	0.0543098
1615805917	135515180	0.0543113
1615805917	145489107	0.0543118
1615805917	155379588	0.0543084
1615805917	165674014	0.0543087
1615805917	175521624	0.0543107
1615805917	185455801	0.0543144
1615805917	195627127	0.0543083
1615805917	205445053	0.0543091
1615805917	215587755	0.0543092
1615805917	225551716	0.0543174
1615805917	236060032	0.0543075
1615805917	245872110	0.0543091
1615805917	256019839	0.0543104
1615805917	266073779	0.0543112
1615805917	275909501	0.0543115
1615805917	286522976	0.0543151
1615805917	296000094	0.0543108
1615805917	306026975	0.054311
1615805917	315903075	0.0543098
1615805917	328588077	0.0543142
1615805917	336025174	0.0543079
1615805917	345872282	0.0543098
1615805917	355911898	0.0543113
1615805917	365653899	0.0543098
1615805917	375500574	0.0543107
1615805917	385570176	0.0543101
1615805917	395628286	0.05431
1615805917	405564352	0.0543123
1615805917	415615732	0.0543129
1615805917	425562513	0.054312
1615805917	435503508	0.0543115
1615805917	445722127	0.0543108
1615805917	455579539	0.0543106
1615805917	465443706	0.054312
1615805917	475553231	0.0543089
1615805917	485674165	0.0543148
1615805917	495473144	0.054318
1615805917	505614395	0.0543109
1615805917	515637200	0.0543107
1615805917	527367264	0.0543125
1615805917	537716448	0.0543094
1615805917	545316962	0.0543115
1615805917	555493317	0.0543094
1615805917	565602989	0.0543092
1615805917	575557957	0.0543185
1615805917	585712821	0.0543119
1615805917	596182707	0.0543109
1615805917	605387211	0.0543119
1615805917	615632887	0.0543119
1615805917	625434551	0.0543082
1615805917	635512263	0.0543103
1615805917	645586398	0.0543065
1615805917	655485480	0.0543059
1615805917	665524125	0.0543108
1615805917	675438641	0.0543104
1615805917	685457960	0.0543088
1615805917	695774460	0.0543092
1615805917	705564794	0.0543129
1615805917	715461222	0.054311
1615805917	725525763	0.054305
1615805917	735857814	0.0543127
1615805917	745495603	0.0543144
1615805917	755443216	0.0543091
1615805917	765614185	0.0543125
1615805917	775410912	0.0543145
1615805917	785623360	0.0543075
1615805917	795449326	0.0543088
1615805917	805497433	0.0543116
1615805917	815554428	0.054309
1615805917	825475495	0.0543107
1615805917	835627609	0.0543162
1615805917	845610318	0.0543083
1615805917	857368422	0.054309
1615805917	865548518	0.0543052
1615805917	875582404	0.0543057
1615805917	885527536	0.0543099
1615805917	895579616	0.0543109
1615805917	905532777	0.0543107
1615805917	917429720	0.0543088
1615805917	925552166	0.0543108
1615805917	935553084	0.0543098
1615805917	945570436	0.0543128
1615805917	955425945	0.0543107
1615805917	965573841	0.0543087
1615805917	975617582	0.0543091
1615805917	985587001	0.0543127
1615805917	995760787	0.0543087
1615805918	5678540	0.0543088
1615805918	15636461	0.0543078
1615805918	25475491	0.054307
1615805918	35613403	0.0543036
1615805918	45600760	0.0543053
1615805918	55626968	0.0543031
1615805918	65535851	0.054309
1615805918	75473105	0.0543081
1615805918	85479340	0.0543097
1615805918	95548802	0.0543028
1615805918	105496051	0.0543092
1615805918	115498905	0.0543097
1615805918	125590481	0.0543057
1615805918	135554538	0.0543068
1615805918	145482468	0.054304
1615805918	155514077	0.0543069
1615805918	165539537	0.0543081
1615805918	175278081	0.0543113
1615805918	185575290	0.0543039
1615805918	195583493	0.0543057
1615805918	205463277	0.0543061
1615805918	215536138	0.0543097
1615805918	225562792	0.0543078
1615805918	235679924	0.0543064
1615805918	245532200	0.0543037
1615805918	255479467	0.0543051
1615805918	265712434	0.0543073
1615805918	275525589	0.0543052
1615805918	285447859	0.0543038
1615805918	295539636	0.0543053
1615805918	305475841	0.0543088
1615805918	315602974	0.0543061
1615805918	325797514	0.0543067
1615805918	335816304	0.0543034
1615805918	346007744	0.0543048
1615805918	355914607	0.0542989
1615805918	365796051	0.0543028
1615805918	375579181	0.0543097
1615805918	385552573	0.0543081
1615805918	395490524	0.0543082
1615805918	405512055	0.0543032
1615805918	415596399	0.0543135
1615805918	425483684	0.0543429
1615805918	437076914	0.0543759
1615805918	445438209	0.0544022
1615805918	455564559	0.0544258
1615805918	465469667	0.0544387
1615805918	475469166	0.0544419
1615805918	485545592	0.054435
1615805918	495685676	0.0544293
1615805918	505413086	0.0544209
1615805918	515504247	0.0543992
1615805918	525431210	0.054368
1615805918	535564856	0.0543421
1615805918	545593253	0.0543053
1615805918	555864090	0.0542343
1615805918	565711899	0.0541947
1615805918	575604389	0.0541602
1615805918	585568328	0.0541235
1615805918	595652554	0.0540901
1615805918	605659028	0.0540373
1615805918	615580425	0.0540168
1615805918	625515285	0.0539914
1615805918	635603503	0.0539693
1615805918	645509707	0.0539605
1615805918	655625548	0.0539305
1615805918	665688380	0.0539249
1615805918	675676598	0.0539086
1615805918	685662515	0.0538983
1615805918	695585447	0.0538848
1615805918	705463837	0.053862
1615805918	715654260	0.053856
1615805918	725442026	0.0538425
1615805918	735665981	0.0538218
1615805918	746138793	0.0538082
1615805918	755918308	0.0537818
1615805918	766098370	0.0537683
1615805918	776225074	0.0537441
1615805918	785768296	0.0537163
1615805918	795734006	0.0536925
1615805918	805719644	0.0536512
1615805918	815687197	0.0536306
1615805918	825528066	0.0536049
1615805918	835685026	0.0535933
1615805918	845660178	0.0535725
1615805918	855551936	0.0535377
1615805918	865660474	0.0535244
1615805918	877522662	0.0535089
1615805918	885734454	0.0534887
1615805918	895652603	0.0534713
1615805918	907510384	0.0534534
1615805918	915786341	0.0534393
1615805918	925821460	0.0534381
1615805918	935594333	0.05343
1615805918	945931798	0.053417
1615805918	956133840	0.053388
1615805918	968703469	0.0533821
1615805918	976219519	0.0533629
1615805918	988789569	0.0533504
1615805918	996310711	0.0533076
1615805919	6109508	0.0532842
1615805919	15663859	0.0532735
1615805919	25510213	0.0532407
1615805919	35568389	0.0532145
1615805919	45526010	0.0531905
1615805919	55523121	0.0531423
1615805919	65535939	0.0531058
1615805919	75531018	0.0530947
1615805919	85477629	0.053063
1615805919	95390949	0.0530464
1615805919	105528005	0.0530019
1615805919	115489786	0.0529879
1615805919	126819755	0.0529771
1615805919	135508845	0.0529719
1615805919	145486351	0.0529624
1615805919	156950293	0.0529517
1615805919	165448440	0.052944
1615805919	175476282	0.052941
1615805919	185472253	0.052937
1615805919	196922296	0.0529333
1615805919	205513898	0.0529105
1615805919	215517606	0.0528968
1615805919	225369699	0.0528753
1615805919	235546951	0.0528554
1615805919	247019767	0.0528239
1615805919	257328258	0.0527762
1615805919	265818356	0.0527522
1615805919	275858751	0.052726
1615805919	285910114	0.0527024
1615805919	295978885	0.0526777
1615805919	305864143	0.0526195
1615805919	315955179	0.0525914
1615805919	327980589	0.052555
1615805919	335952742	0.0525314
1615805919	345690112	0.0525063
1615805919	355694693	0.0524598
1615805919	365966782	0.0524265
1615805919	375804209	0.0524061
1615805919	385742911	0.0523845
1615805919	395919559	0.0523571
1615805919	405876189	0.0523483
