time_sec	time_nanosec	joint_velocity_0	joint_velocity_1	joint_velocity_2	joint_velocity_3
1614774614	512650077	0	0	0	0
1614774614	522459294	0	0	0	0
1614774614	532520115	0	0	0	0
1614774614	542520155	0	0	0	0
1614774614	552443468	0	0	0	0
1614774614	562524839	0	0	0	0
1614774614	572443638	0	0	0	0
1614774614	582456595	0	0	0	0
1614774614	592491384	0	0	0	0
1614774614	602401349	0	0	0	0
1614774614	612430379	0	0	0	0
1614774614	622454305	0	0	0	0
1614774614	632477409	0	0	0	0
1614774614	642389309	0	0	0	0
1614774614	652369719	0	0	0	0
1614774614	662486591	0	0	0	0
1614774614	672430293	0	0	0	0
1614774614	682447495	0	0	0	0
1614774614	692461674	0	0	0	0
1614774614	702471334	0	0	0	0
1614774614	712475110	0	0	0	0
1614774614	722403058	0	0	0	0
1614774614	732495312	0	0	0	0
1614774614	742396263	0	0	0	0
1614774614	752448530	0	0	0	0
1614774614	762631191	0	0	0	0
1614774614	772453091	0	0	0	0
1614774614	782523312	0	0	0	0
1614774614	792438170	0	0	0	0
1614774614	802404527	0	0	0	0
1614774614	812476577	0	0	0	0
1614774614	822440410	0	0	0	0
1614774614	832469022	0	0	0	0
1614774614	842427070	0	0	0	0
1614774614	852409524	0	0	0	0
1614774614	862531321	0	0	0	0
1614774614	872544607	0	0	0	0
1614774614	882522282	0	0	0	0
1614774614	892480375	0	0	0	0
1614774614	902502026	0	0	0	0
1614774614	912479956	0	0	0	0
1614774614	922468433	0	0	0	0
1614774614	932510065	0	0	0	0
1614774614	942486041	0	0	0	0
1614774614	952572439	0	0	0	0
1614774614	962617158	0	0	0	0
1614774614	972540148	0	0	0	0
1614774614	982560212	0	0	0	0
1614774614	992488964	0	0	0	0
1614774615	2486027	0	0	0	0
1614774615	12581131	0	0	0	0
1614774615	22513243	0	0	0	0
1614774615	32517667	0	0	0	0
1614774615	42438849	0	0	0	0
1614774615	52557539	0	0	0	0
1614774615	62634691	0	0	0	0
1614774615	72536923	0	0	0	0
1614774615	82588860	0	0	0	0
1614774615	92416181	0	0	0	0
1614774615	102537006	0	0	0	0
1614774615	112612288	0	0	0	0
1614774615	122506102	0	0	0	0
1614774615	132547484	0	0	0	0
1614774615	142552620	0	0	0	0
1614774615	152473308	0	0	0	0
1614774615	162502956	0	0	0	0
1614774615	172493760	0	0	0	0
1614774615	182505970	0	0	0	0
1614774615	192518037	0	0	0	0
1614774615	202489840	0	0	0	0
1614774615	212543424	0	0	0	0
1614774615	222459837	0	0	0	0
1614774615	232470222	0	0	0	0
1614774615	242464055	0	0	0	0
1614774615	252523686	0	0	0	0
1614774615	262464407	0	0	0	0
1614774615	272508422	0	0	0	0
1614774615	282525372	0	0	0	0
1614774615	292441997	0	0	0	0
1614774615	302512202	0	0	0	0
1614774615	312477790	0	0	0	0
1614774615	322413175	-0.002	0	0	0
1614774615	332472297	0	0	0	0
1614774615	342430651	0	0	0	0
1614774615	352406723	0	0	0	0
1614774615	362531451	0	0	0	0
1614774615	372440626	0	0	0	0
1614774615	382493816	0	0	0	0
1614774615	392451578	0	0	0	0
1614774615	402623761	0	0	0	0
1614774615	412520128	0	0	0	0
1614774615	422552016	0	0	0	0
1614774615	432539436	0	0	0	0
1614774615	442497024	0	0	0	0
1614774615	452484516	0	0	0	0
1614774615	462604469	0	0	0	0
1614774615	472482275	0	0	0	0
1614774615	482538823	0	0	0	0
1614774615	492412253	0	0	0	0
1614774615	502505668	0	0	0	0
1614774615	512564216	0	0	0	0
1614774615	522461746	0	0	0	0
1614774615	532428973	0	0	0	0
1614774615	542495254	0	0	0	0
1614774615	552521059	0	0	0	0
1614774615	562494879	0	0	0	0
1614774615	572438822	0	0	0	0
1614774615	582560215	0	0	0	0
1614774615	592491578	0	0	0	0
1614774615	602508995	0	0	0	0
1614774615	612510852	0	0	0	0
1614774615	622494310	0	0	0	0
1614774615	632506959	0	0	0	0
1614774615	642546737	0	0	0	0
1614774615	652453355	0	0	0	0
1614774615	662492405	0	0	0	0
1614774615	672476898	0	0	0	0
1614774615	682601467	0	0	0	0
1614774615	692480597	0	0	0	0
1614774615	702500760	0	0	0	0
1614774615	712514995	0	0	0	0
1614774615	722464458	0	-0.002	0	0
1614774615	732552114	0	0	0	0
1614774615	742491500	0	0	0	0
1614774615	752444519	0	0	0	0
1614774615	762525002	0	0	0	0
1614774615	772487957	0	0	0	0
1614774615	782521869	0	0	0	0
1614774615	792442898	0	0	0	0
1614774615	802457979	0	0	0	0
1614774615	812477075	0	0	0	0
1614774615	822510567	0	0	0	0
1614774615	832579145	0	0	0	0
1614774615	842460598	0	0	0	0
1614774615	852458933	0	0	0	0
1614774615	862598988	0	0	0	0
1614774615	872463549	0	0	0	0
1614774615	882531639	0	0	0	0
1614774615	892454787	0	0	0	0
1614774615	902515396	0	0	0	0
1614774615	912512125	0	0	0	0
1614774615	922449397	0	0	0	0
1614774615	932498507	0	0	0	0
1614774615	942522809	0	0	0	0
1614774615	952509184	0	0	0	0
1614774615	962459726	0	0	0	0
1614774615	972487055	0	0	0	0
1614774615	982642026	0	0	0	0
1614774615	992496917	0	0	0	0
1614774616	2505836	0	0	0	0
1614774616	12559061	0	0	0	0
1614774616	22458610	0	0	0	0
1614774616	32467433	0	0	0	0
1614774616	42531032	0	0	0	0
1614774616	52489669	0	0	0	0
1614774616	62504680	0	0	0	0
1614774616	72448310	0	0	0	0
1614774616	82540550	0	0	0	0
1614774616	92441748	0	0	0	0
1614774616	102422071	0	0	0	0
1614774616	112499805	0	0	0	0
1614774616	122411240	0	0	0	0
1614774616	132454364	0	0	0	0
