time_sec	time_nanosec	x_mocap_0	x_mocap_1	x_mocap_2	x_mocap_3	error	latency
1611836096	83370975	0.0427222	0.647224	0.120451	-0.0305957	0.0223816	1.2167
1611836096	93325914	0.0423434	0.647211	0.121972	-0.0295047	0.0226247	1.1844
1611836096	103281450	0.0423976	0.647206	0.121939	-0.0294001	0.0226308	1.1975
1611836096	113446861	0.042461	0.64725	0.122058	-0.0292719	0.0226394	1.0254
1611836096	123383246	0.0424243	0.647235	0.122005	-0.0293361	0.0226339	1.1637
1611836096	133366697	0.0424043	0.647222	0.121995	-0.0294345	0.0226284	1.1073
1611836096	143291513	0.0426359	0.647168	0.120283	-0.0306489	0.0223798	1.2041
1611836096	153446083	0.0423812	0.647194	0.121939	-0.0293043	0.0226432	1.291
1611836096	163514975	0.0424389	0.647247	0.12204	-0.0292319	0.0226427	1.3556
1611836096	173397920	0.0424144	0.647214	0.121947	-0.0294572	0.022624	1.0512
1611836096	183573742	0.0424072	0.647211	0.121989	-0.0293736	0.0226362	1.1175
1611836096	193448082	0.0424776	0.647222	0.121767	-0.028474	0.0226923	1.0722
1611836096	203291022	0.042395	0.647227	0.122025	-0.029387	0.0226342	0.952
1611836096	213441163	0.042679	0.647169	0.120317	-0.0306436	0.0223818	1.1499
1611836096	223440786	0.0424029	0.647211	0.12195	-0.0293922	0.0226312	1.519
1611836096	233438006	0.0424583	0.647233	0.122036	-0.0292417	0.0226447	1.3459
1611836096	243477335	0.0424253	0.647234	0.122019	-0.029221	0.0226455	1.2327
1611836096	253286986	0.0426961	0.647224	0.120466	-0.0306425	0.0223794	1.3196
1611836096	263614486	0.0424253	0.647228	0.122045	-0.0294318	0.022631	1.4655
1611836096	273364745	0.0424918	0.647268	0.122104	-0.0293705	0.022629	1.3167
1611836096	283390232	0.0426633	0.64719	0.120379	-0.0306645	0.0223802	1.2998
1611836096	293382400	0.0424538	0.647243	0.122052	-0.029438	0.0226262	1.4101
1611836096	303324083	0.0423854	0.647207	0.121899	-0.0293899	0.0226284	1.0236
1611836096	313449062	0.042457	0.647234	0.121755	-0.0284905	0.0226868	1.1454
1611836096	323647925	0.0427146	0.647217	0.120415	-0.0306827	0.0223731	1.1945
1611836096	333400918	0.0423849	0.647217	0.121978	-0.0294061	0.0226313	1.1356
1611836096	343372587	0.0424302	0.647247	0.122031	-0.0294645	0.0226215	1.0005
1611836096	353326948	0.0424096	0.647203	0.121942	-0.0293686	0.0226344	1.1178
1611836096	363431166	0.0424289	0.647238	0.122102	-0.029382	0.0226376	1.2965
1611836096	373371186	0.0427275	0.647222	0.120452	-0.030576	0.0223838	1.0459
1611836096	383379799	0.0423548	0.647207	0.121907	-0.0293748	0.0226311	1.0217
1611836096	393420241	0.0426362	0.647172	0.120291	-0.0307013	0.0223749	1.0317
1611836096	403531949	0.0424837	0.647228	0.121808	-0.0285025	0.0226916	0.9338
1611836096	413428464	0.0424689	0.647235	0.122071	-0.0292983	0.0226421	1.1672
1611836096	423395251	0.042384	0.647216	0.121954	-0.0294453	0.0226258	0.952
1611836096	433446138	0.0426486	0.647193	0.120363	-0.0307815	0.0223681	0.9108
1611836096	443348714	0.0426977	0.6472	0.120371	-0.0307703	0.0223667	0.9454
1611836096	453496540	0.0426943	0.647191	0.120371	-0.0307072	0.0223747	0.9603
1611836096	463367450	0.0424311	0.647245	0.122043	-0.0293942	0.0226293	1.0391
1611836096	473364745	0.042658	0.647197	0.120371	-0.0306995	0.0223747	0.9474
1611836096	483444392	0.0427287	0.647217	0.120412	-0.0306499	0.0223752	1.1331
1611836096	493455671	0.0424253	0.64725	0.122087	-0.0293911	0.0226322	1.0099
1611836096	503381738	0.0424072	0.647206	0.1217	-0.0285483	0.0226855	1.0158
1611836096	513449863	0.0426508	0.647186	0.12035	-0.0307299	0.0223733	1.0008
1611836096	523410513	0.0427785	0.647227	0.120495	-0.03066	0.0223775	1.0117
1611836096	533490705	0.0427139	0.647204	0.120412	-0.0306322	0.0223806	1.288
1611836096	543375171	0.0424315	0.647212	0.121682	-0.0285673	0.0226801	1.3466
1611836096	553375020	0.042615	0.647194	0.120352	-0.030806	0.0223657	1.3927
1611836096	563306089	0.0427453	0.647234	0.120468	-0.030778	0.0223639	1.3627
1611836096	573424860	0.042705	0.647207	0.120419	-0.0305896	0.0223844	1.2695
1611836096	583420483	0.0425973	0.647165	0.120305	-0.0307191	0.0223774	1.32
1611836096	593667413	0.042678	0.647205	0.120382	-0.0307316	0.0223701	1.3085
1611836096	603607181	0.0427257	0.647211	0.120437	-0.0307798	0.0223679	1.4351
1611836096	613499957	0.0428063	0.647241	0.120512	-0.0306631	0.0223742	1.1966
1611836096	623480935	0.0425837	0.64716	0.120285	-0.0308677	0.0223648	1.2206
1611836096	633482307	0.0423457	0.647194	0.121908	-0.0294805	0.0226255	1.7082
1611836096	643486807	0.0427565	0.647219	0.120421	-0.0306422	0.0223753	1.4022
1611836096	653466405	0.0427769	0.647223	0.12045	-0.0306688	0.0223739	1.1418
1611836096	663363319	0.042672	0.647214	0.120417	-0.0303297	0.0224057	1.2766
1611836096	673499517	0.0423261	0.647189	0.121873	-0.0295667	0.0226166	1.1095
1611836096	683605229	0.0427336	0.647212	0.12043	-0.0307673	0.022368	1.2133
1611836096	693339634	0.042793	0.647239	0.12051	-0.0307004	0.0223717	1.3445
1611836096	703450208	0.0427104	0.647219	0.120446	-0.0306766	0.0223757	1.3227
1611836096	713394525	0.0425805	0.647166	0.120296	-0.0307014	0.0223784	1.4253
1611836096	723424356	0.0424492	0.647246	0.12206	-0.0293257	0.0226363	1.2391
1611836096	733674200	0.0428134	0.647238	0.120469	-0.0305998	0.0223765	1.1012
1611836096	743323769	0.0425053	0.647228	0.121826	-0.0284611	0.0226963	1.3495
1611836096	753423375	0.0426411	0.647179	0.120342	-0.0307165	0.0223758	1.3122
1611836096	763433767	0.0424091	0.647204	0.121639	-0.0287091	0.0226662	1.3182
1611836096	773397361	0.0428307	0.647275	0.120579	-0.030679	0.022369	1.3112
1611836096	783436320	0.0425778	0.647277	0.12197	-0.0283911	0.0227003	0.93
1611836096	793356103	0.0424311	0.647212	0.121693	-0.0284948	0.0226876	1.2329
1611836096	803433641	0.042537	0.647148	0.120276	-0.030803	0.0223739	1.3328
1611836096	813484992	0.0426476	0.64717	0.120282	-0.0307526	0.0223699	1.4464
1611836096	823417351	0.0425831	0.647292	0.122022	-0.0280385	0.022733	1.2054
1611836096	833448427	0.0424621	0.64722	0.121748	-0.0284845	0.0226904	1.0845
1611836096	843445352	0.0422701	0.647144	0.121675	-0.0295614	0.0226132	1.0008
1611836096	853492233	0.0425916	0.647156	0.120262	-0.0307858	0.0223705	1.1679
1611836096	863537485	0.0427871	0.647254	0.120523	-0.0307338	0.0223659	0.9754
1611836096	873499155	0.0427004	0.647208	0.120403	-0.030654	0.0223773	1.1642
1611836096	883383565	0.0423012	0.647189	0.121839	-0.0295167	0.0226187	1.0854
1611836096	893485983	0.0425907	0.647153	0.120283	-0.0308736	0.0223658	0.993
1611836096	903425152	0.0427576	0.647232	0.12047	-0.0308081	0.0223617	1.039
1611836096	913428864	0.0426686	0.647307	0.122122	-0.0284301	0.0226998	1.0083
1611836096	923298934	0.0423454	0.64721	0.12188	-0.0295403	0.0226134	1.2222
1611836096	933561488	0.042386	0.647215	0.121968	-0.0295841	0.0226149	1.3265
1611836096	943456072	0.0427594	0.64723	0.120476	-0.0307174	0.0223707	1.1734
1611836096	953421397	0.0425849	0.647274	0.122008	-0.0283007	0.0227126	1.4077
1611836096	963401739	0.042501	0.647236	0.121773	-0.0285125	0.0226847	1.2966
1611836096	973300203	0.042588	0.647161	0.120291	-0.0309125	0.022361	1.4022
1611836096	983484055	0.0427438	0.647228	0.120482	-0.0307175	0.022372	1.1915
1611836096	993675299	0.0426062	0.647303	0.122081	-0.0284473	0.0226974	1.0362
1611836097	3469818	0.0427113	0.647197	0.120381	-0.0306287	0.0223802	1.0815
1611836097	13503150	0.0426135	0.647176	0.120331	-0.0307437	0.0223742	1.1411
1611836097	23424198	0.0427416	0.647218	0.120467	-0.0308245	0.0223642	1.2667
1611836097	33508108	0.0426064	0.647274	0.121985	-0.0284102	0.0227	1.3743
1611836097	43427996	0.0424846	0.647231	0.121799	-0.0284538	0.0226941	1.2086
1611836097	53333699	0.0424161	0.647223	0.121702	-0.0287009	0.0226671	1.2558
