time_sec	time_nanosec	q_grav_0	q_grav_1	q_grav_2	q_grav_3
1611836096	133971065	11.1608	13.1428	-30.0051	149.542
1611836096	143818606	11.1608	13.1428	-30.0051	149.542
1611836096	154029674	11.1608	13.1428	-30.0051	149.542
1611836096	163906532	11.1608	13.1428	-30.0051	149.542
1611836096	173940650	11.1608	13.1428	-30.0051	149.542
1611836096	183959768	11.1608	13.1428	-30.0051	149.542
1611836096	193980179	11.1608	13.1428	-30.0051	149.542
1611836096	203890862	11.1608	13.1428	-30.0051	149.542
1611836096	213972638	11.1608	13.1428	-30.0051	149.542
1611836096	223993501	11.1608	13.1428	-30.0051	149.542
1611836096	234015549	11.1608	13.1428	-30.0051	149.542
1611836096	243995442	11.1608	13.1428	-30.0051	149.542
1611836096	253918829	11.1608	13.1428	-30.0051	149.542
1611836096	263994258	11.1608	13.1428	-30.0051	149.542
1611836096	274060671	11.1608	13.1428	-30.0051	149.542
1611836096	283975048	11.1608	13.1428	-30.0051	149.542
1611836096	293925649	11.1608	13.1428	-30.0051	149.542
1611836096	303912548	11.1608	13.1428	-30.0051	149.542
1611836096	314007298	11.1608	13.1428	-30.0051	149.542
1611836096	324031321	11.1608	13.1428	-30.0051	149.542
1611836096	333991988	11.1608	13.1428	-30.0051	149.542
1611836096	344010992	11.1608	13.1428	-30.0051	149.542
1611836096	353936412	11.1608	13.1428	-30.0051	149.542
1611836096	364093673	11.1608	13.1428	-30.0051	149.542
1611836096	373886150	11.1608	13.1428	-30.0051	149.542
1611836096	383990928	11.1608	13.1428	-30.0051	149.542
1611836096	394079815	11.1608	13.1428	-30.0051	149.542
1611836096	404177304	11.1608	13.1428	-30.0051	149.542
1611836096	414090732	11.1608	13.1428	-30.0051	149.542
1611836096	423892963	11.1608	13.1428	-30.0051	149.542
1611836096	433990324	11.1608	13.1428	-30.0051	149.542
1611836096	443914087	11.1608	13.1428	-30.0051	149.542
1611836096	454106797	11.1608	13.1428	-30.0051	149.542
1611836096	464021553	11.1608	13.1428	-30.0051	149.542
1611836096	473985100	11.1608	13.1428	-30.0051	149.542
1611836096	483983948	11.1608	13.1428	-30.0051	149.542
1611836096	494039045	11.1608	13.1428	-30.0051	149.542
1611836096	503949682	11.1608	13.1428	-30.0051	149.542
1611836096	514039448	11.1608	13.1428	-30.0051	149.542
1611836096	523930228	11.1608	13.1428	-30.0051	149.542
1611836096	534071903	11.1608	13.1428	-30.0051	149.542
1611836096	543963453	11.1608	13.1428	-30.0051	149.542
