time_sec	time_nanosec	control_action_0	control_action_1	control_action_2	control_action_3
1617789940	109508068	2977.19	3842.22	6201.14
1617789940	119579032	2999.05	3870.43	6246.67
1617789940	129450934	3020.97	3898.72	6292.33
1617789940	139676699	3042.95	3927.08	6338.11
1617789940	149438483	3064.99	3955.53	6384.01
1617789940	159496627	3087.09	3984.04	6430.04
1617789940	169556777	3109.24	4012.64	6476.19
1617789940	179874308	3131.46	4041.3	6522.46
1617789940	189854998	3153.73	4070.05	6568.85
1617789940	199676756	3176.06	4098.87	6615.36
1617789940	209914879	3198.45	4127.76	6661.99
1617789940	219899162	3220.89	4156.73	6708.74
1617789940	229821429	3243.39	4185.77	6755.61
1617789940	239855767	3265.95	4214.88	6802.6
1617789940	249875150	3288.57	4244.07	6849.71
1617789940	259860973	3311.24	4273.33	6896.93
1617789940	270074453	3333.97	4302.66	6944.27
1617789940	279819873	3356.76	4332.07	6991.73
1617789940	289953100	3379.6	4361.55	7039.31
1617789940	299885956	3402.5	4391.09	7087
1617789940	309859632	3425.45	4420.72	7134.8
1617789940	319781093	3448.45	4450.41	7182.72
1617789940	329819128	3471.52	4480.17	7230.76
1617789940	339796862	3494.63	4510	7278.91
1617789940	349796234	3517.8	4539.9	7327.17
1617789940	359879309	3541.03	4569.88	7375.54
1617789940	369903218	3564.31	4599.92	7424.03
1617789940	379865708	3587.64	4630.03	7472.63
1617789940	389746419	3611.02	4660.21	7521.34
1617789940	399809119	3634.46	4690.46	7570.16
1617789940	409851404	3657.96	4720.78	7619.09
1617789940	419864797	3681.5	4751.16	7668.13
1617789940	429913004	3705.1	4781.62	7717.28
1617789940	439859564	3728.75	4812.14	7766.54
1617789940	449812021	3752.45	4842.73	7815.91
1617789940	459829600	3776.2	4873.38	7865.38
1617789940	469881492	3800.01	4904.1	7914.97
1617789940	479752348	3823.86	4934.89	7964.66
1617789940	489985190	3847.77	4965.74	8014.45
1617789940	499950481	3871.73	4996.66	8064.35
1617789940	509775156	3895.74	5027.65	8114.36
1617789940	519901625	3919.8	5058.7	8164.47
1617789940	529786709	3943.9	5089.81	8214.69
1617789940	539860064	3968.06	5120.99	8265.01
1617789940	549896867	3992.27	5152.23	8315.44
1617789940	559879938	4016.53	5183.54	8365.96
