time_sec	time_nanosec	control_action_0	control_action_1	control_action_2	control_action_3
1611146345	963675739	-0.075	0.025	0.325	-0.00871875
1611146345	973734481	-0.075	0.025	0.325	-0.00871875
1611146345	983730685	-0.075	0.025	0.325	-0.00871875
1611146345	993742111	-0.075	0.025	0.325	-0.00871875
1611146346	3694968	-0.075	0.025	0.325	-0.00871875
1611146346	13651086	-0.075	0.025	0.325	-0.00871875
1611146346	23688023	-0.075	0.025	0.325	-0.00871875
1611146346	33828546	-0.075	0.025	0.325	-0.00871875
1611146346	43910411	-0.075	0.025	0.325	-0.00871875
1611146346	54252106	-0.075	0.025	0.325	-0.00871875
1611146346	64219712	-0.075	0.025	0.325	-0.00871875
1611146346	74301317	-0.075	0.025	0.325	-0.00871875
1611146346	84274690	-0.075	0.025	0.325	-0.00871875
1611146346	94220795	-0.075	0.025	0.325	-0.00871875
1611146346	104225026	-0.075	0.025	0.325	-0.00871875
1611146346	114229663	-0.075	0.025	0.325	-0.00871875
1611146346	124278562	-0.075	0.025	0.325	-0.00871875
1611146346	134235774	-0.075	0.025	0.325	-0.00871875
1611146346	144317006	-0.075	0.025	0.325	-0.00871875
1611146346	154168393	-0.075	0.025	0.325	-0.00871875
1611146346	164239454	-0.075	0.025	0.325	-0.00871875
1611146346	174404696	-0.075	0.025	0.325	-0.00871875
1611146346	184345733	-0.075	0.025	0.325	-0.00871875
1611146346	194231346	-0.075	0.025	0.325	-0.00871875
1611146346	204251142	-0.075	0.025	0.325	-0.00871875
1611146346	214272882	-0.075	0.025	0.325	-0.00871875
1611146346	224400824	-0.075	0.025	0.325	-0.00871875
1611146346	234246714	-0.075	0.025	0.325	-0.00871875
1611146346	244115093	-0.075	0.025	0.325	-0.00871875
1611146346	254120363	-0.075	0.025	0.325	-0.00871875
1611146346	264105762	-0.075	0.025	0.325	-0.00871875
1611146346	274331853	-0.075	0.025	0.325	-0.00871875
1611146346	284341866	-0.075	0.025	0.325	-0.00871875
1611146346	294429228	-0.075	0.025	0.325	-0.00871875
1611146346	304415990	-0.075	0.025	0.325	-0.00871875
1611146346	314276042	-0.075	0.025	0.325	-0.00871875
1611146346	324290945	-0.075	0.025	0.325	-0.00871875
1611146346	334101518	-0.075	0.025	0.325	-0.00871875
1611146346	344267372	-0.075	0.025	0.325	-0.00871875
1611146346	354277882	-0.075	0.025	0.325	-0.00871875
1611146346	364166003	-0.075	0.025	0.325	-0.00871875
