time_sec	time_nanosec	joint_velocity_0	joint_velocity_1	joint_velocity_2	joint_velocity_3
1611146346	3600910	0	0	0	0
1611146346	13537777	0	0	0	0
1611146346	23538982	0	0	0	0
1611146346	33651677	0	0	0	0
1611146346	43685553	0	0	0	0
1611146346	53829874	0	0	0	0
1611146346	63779491	0	0	0	0
1611146346	73994213	0	0	0	0
1611146346	83804599	0	0	0	0
1611146346	93828042	0	0	0	0
1611146346	103835339	0	0	0	0
1611146346	113856694	0	0	0	0
1611146346	123814977	0	0	0	0
1611146346	133784252	0	0	0	0
1611146346	143945887	0	0	0	0
1611146346	153758081	0	0	0	0
1611146346	163807526	0	0	0	0
1611146346	174074457	0	0	0	0
1611146346	183911219	0	0	0	0
1611146346	193799860	0	0	0	0
1611146346	203959842	0	0	0	0
1611146346	213892250	0	0	0	0
1611146346	223958588	0	0	0	0
1611146346	233806287	0	0	0	0
1611146346	243744894	0	0	0	0
1611146346	253738396	0	0	0	0
1611146346	263775544	0	0	0	0
1611146346	273917563	0	0	0	0
1611146346	283916929	0	0	0	0
1611146346	294027758	0	0	0	0
1611146346	303912376	0	0	0	0
1611146346	313853241	0	0	0	0
1611146346	323887767	0	0	0	0
1611146346	333701250	0	0	0	0
1611146346	343840974	0	0	0	0
1611146346	353986723	0	0	0	0
1611146346	363759757	0	0	0	0
1611146346	373936948	0	0	0	0
1611146346	383843039	0	0	0	0
1611146346	393872619	0	0	0	0
1611146346	403806883	0	0	0	0
1611146346	413837634	0	0	0	0
1611146346	423890757	0	0	0	0
1611146346	433750174	0	0	0	0
1611146346	443799769	0	0	0	0
1611146346	453920168	0	0	0	0
1611146346	463886172	0	0	0	0
1611146346	473995002	0	0	0	0
1611146346	483808005	0	0	0	0
1611146346	500371627	0	0	0	0
1611146346	503863495	0	0	0	0
1611146346	513751446	0	0	0	0
1611146346	523600212	0	0	0	0
1611146346	533783010	0	0	0	0
1611146346	543730117	0	0	0	0
1611146346	553855929	0	0	0	0
1611146346	563727901	0	0	0	0
1611146346	573833344	0	0	0	0
1611146346	583919877	0	0	0	0
1611146346	593727406	0	0	0	0
1611146346	603852842	0	0	0	0
1611146346	613770426	0	0	0	0
1611146346	623844687	0	0	0	0
1611146346	633906489	0	0	0	0
1611146346	643881490	0	0	0	0
1611146346	653820377	0	0	0	0
1611146346	663816998	0	0	0	0
1611146346	673850414	0	0	0	0
1611146346	683800211	0	0	0	0
1611146346	693806801	0	0	0	0
1611146346	703783582	0	0	0	0
1611146346	713919448	0	0	0	0
1611146346	723746676	0	0	0	0
1611146346	733862166	0	0	0	0
1611146346	743941636	0	0	0	0
1611146346	753961598	0	0	0	0
1611146346	763967965	0	0	0	0
1611146346	773755595	0	0	0	0
1611146346	783963459	0	0	0	0
1611146346	793784115	0	0	0	0
1611146346	804006564	0	0	0	0
1611146346	813952400	0	0	0	0
1611146346	823994039	0	0	0	0
1611146346	833964905	0	0	0	0
1611146346	843893774	0	0	0	0
1611146346	853725483	0	0	0	0
1611146346	863963877	0	0	0	0
1611146346	874042819	0	0	0	0
1611146346	883815491	0	0	0	0
1611146346	893902982	0	0	0	0
1611146346	903773130	0	0	0	0
1611146346	913819197	0	0	0	0
1611146346	923826541	0	0	0	0
1611146346	933855563	0	0	0	0
1611146346	943956450	0	0	0	0
1611146346	953715493	0	0	0	0
1611146346	963839201	0	0	0	0
1611146346	974031856	0	0	0	0
1611146346	984036573	0	0	0	0
1611146346	993975029	0	0	0	0
1611146347	3818475	0	0	0	0
1611146347	13752846	0	0	0	0
1611146347	23750959	0	0	0	0
1611146347	33797745	0	0	0	0
1611146347	43972907	0	0	0	0
1611146347	53986911	0	0	0	0
1611146347	63927221	0	0	0	0
1611146347	73845175	0	0	0	0
1611146347	83952330	0	0	0	0
1611146347	93880578	0	0	0	0
