time_sec	time_nanosec	control_action_0	control_action_1	control_action_2	control_action_3
1608202689	206264891	0	0	0	0
1608202689	215578274	0	0	0	0
1608202689	225433917	0	0	0	0
1608202689	235531629	0	0	0	0
1608202689	245538723	0	0	0	0
1608202689	255586119	0	0	0	0
1608202689	265521071	0	0	0	0
1608202689	275564405	0	0	0	0
1608202689	285626842	0	0	0	0
1608202689	295552097	0	0	0	0
1608202689	305578218	0	0	0	0
1608202689	315566026	0	0	0	0
1608202689	325569536	0	0	0	0
1608202689	335536897	0	0	0	0
1608202689	345553489	0	0	0	0
1608202689	355453045	0	0	0	0
1608202689	365446830	0	0	0	0
1608202689	375455186	0	0	0	0
1608202689	385428403	0	0	0	0
1608202689	395554159	0	0	0	0
1608202689	405529265	0	0	0	0
1608202689	415438950	0	0	0	0
1608202689	425452798	0	0	0	0
1608202689	435481863	0	0	0	0
1608202689	445448075	0	0	0	0
1608202689	455370421	0	0	0	0
1608202689	465386414	0	0	0	0
1608202689	475465140	0	0	0	0
1608202689	485323366	0	0	0	0
1608202689	495476417	0	0	0	0
1608202689	505543530	0	0	0	0
1608202689	515512612	0	0	0	0
1608202689	525446646	0	0	0	0
1608202689	535521640	0	0	0	0
1608202689	545518700	0	0	0	0
1608202689	555536192	0	0	0	0
1608202689	565466388	0	0	0	0
1608202689	575477381	0	0	0	0
1608202689	585539092	0	0	0	0
1608202689	595470992	0	0	0	0
1608202689	605593330	0	0	0	0
1608202689	615593164	0	0	0	0
1608202689	625573279	0	0	0	0
1608202689	635396585	0	0	0	0
1608202689	645651971	0	0	0	0
1608202689	655595759	0	0	0	0
1608202689	665333996	0	0	0	0
1608202689	675572874	0	0	0	0
1608202689	685568033	0	0	0	0
1608202689	695612330	0	0	0	0
1608202689	705647441	0	0	0	0
1608202689	715638389	0	0	0	0
1608202689	725648778	0	0	0	0
1608202689	735578610	0	0	0	0
1608202689	745593918	0	0	0	0
1608202689	755524083	0	0	0	0
1608202689	765413842	0	0	0	0
1608202689	775499974	0	0	0	0
1608202689	785605532	0	0	0	0
1608202689	795633932	0	0	0	0
1608202689	805588110	0	0	0	0
1608202689	815518256	0	0	0	0
1608202689	825557834	0	0	0	0
1608202689	835537671	0	0	0	0
1608202689	845348711	0	0	0	0
1608202689	855560487	0	0	0	0
1608202689	865261192	0	0	0	0
1608202689	875497950	0	0	0	0
1608202689	885675553	0	0	0	0
1608202689	895589767	0	0	0	0
1608202689	905606253	0	0	0	0
1608202689	915559622	0	0	0	0
1608202689	925523460	0	0	0	0
1608202689	935572158	0	0	0	0
1608202689	945345878	0	0	0	0
1608202689	955483467	0	0	0	0
1608202689	965445587	0	0	0	0
1608202689	975490227	0	0	0	0
1608202689	985614804	0	0	0	0
1608202689	995472836	0	0	0	0
1608202690	5566477	0	0	0	0
1608202690	15574417	0	0	0	0
1608202690	25499138	0	0	0	0
1608202690	35507898	0	0	0	0
1608202690	45543340	0	0	0	0
1608202690	55515733	0	0	0	0
1608202690	65307222	0	0	0	0
1608202690	75574350	0	0	0	0
1608202690	85433807	0	0	0	0
1608202690	95558528	0	0	0	0
1608202690	105487473	0	0	0	0
1608202690	115419731	0	0	0	0
1608202690	125429437	0	0	0	0
1608202690	135455830	0	0	0	0
1608202690	145428200	0	0	0	0
1608202690	155543732	0	0	0	0
1608202690	165421381	0	0	0	0
1608202690	175483012	0	0	0	0
1608202690	185674332	0	0	0	0
1608202690	195533078	0	0	0	0
1608202690	205573538	0	0	0	0
1608202690	215437195	0	0	0	0
1608202690	225547022	0	0	0	0
1608202690	235457000	0	0	0	0
1608202690	245545273	0	0	0	0
1608202690	255453819	0	0	0	0
1608202690	265452558	0	0	0	0
1608202690	275444559	0	0	0	0
1608202690	285434645	0	0	0	0
1608202690	295509893	0	0	0	0
1608202690	305566573	0	0	0	0
1608202690	315547126	0	0	0	0
1608202690	325486624	0	0	0	0
1608202690	335547283	0	0	0	0
1608202690	345425977	0	0	0	0
1608202690	355415427	0	0	0	0
1608202690	365462745	0	0	0	0
1608202690	375487829	0	0	0	0
1608202690	385434841	0	0	0	0
1608202690	395444659	0	0	0	0
1608202690	405506120	0	0	0	0
1608202690	415497656	0	0	0	0
1608202690	425425191	0	0	0	0
1608202690	435439198	0	0	0	0
1608202690	445415907	0	0	0	0
1608202690	455417660	0	0	0	0
1608202690	465393703	0	0	0	0
1608202690	475451121	0	0	0	0
1608202690	485461533	0	0	0	0
1608202690	495511014	0	0	0	0
1608202690	505587630	0	0	0	0
1608202690	515491992	0	0	0	0
1608202690	525516251	0	0	0	0
1608202690	535502019	0	0	0	0
1608202690	545496378	0	0	0	0
1608202690	555518159	0	0	0	0
1608202690	565306147	0	0	0	0
1608202690	575504476	0	0	0	0
1608202690	585479050	0	0	0	0
1608202690	595581952	0	0	0	0
1608202690	605568020	0	0	0	0
1608202690	615564591	0	0	0	0
1608202690	625587779	0	0	0	0
1608202690	635336692	0	0	0	0
1608202690	645482632	0	0	0	0
1608202690	655485558	0	0	0	0
1608202690	665495687	0	0	0	0
1608202690	675643738	0	0	0	0
1608202690	685540991	0	0	0	0
1608202690	695621903	0	0	0	0
1608202690	705572051	0	0	0	0
1608202690	715352596	0	0	0	0
1608202690	725514108	0	0	0	0
1608202690	735514161	0	0	0	0
1608202690	745348282	0	0	0	0
1608202690	755532343	0	0	0	0
1608202690	765443440	0	0	0	0
1608202690	775566664	0	0	0	0
1608202690	785541900	0	0	0	0
1608202690	795529168	0	0	0	0
1608202690	805539652	0	0	0	0
1608202690	815475297	0	0	0	0
1608202690	825429382	0	0	0	0
1608202690	835471083	0	0	0	0
1608202690	845465708	0	0	0	0
1608202690	855472932	0	0	0	0
1608202690	865412121	0	0	0	0
1608202690	875355708	0	0	0	0
1608202690	885501634	0	0	0	0
1608202690	895555757	0	0	0	0
1608202690	905494246	0	0	0	0
1608202690	915480200	0	0	0	0
1608202690	925387837	0	0	0	0
1608202690	935326124	0	0	0	0
1608202690	945421050	0	0	0	0
1608202690	955415724	0	0	0	0
1608202690	965419549	0	0	0	0
1608202690	975423426	0	0	0	0
1608202690	985551340	0	0	0	0
1608202690	995511361	0	0	0	0
1608202691	5428338	0	0	0	0
1608202691	15412670	0	0	0	0
1608202691	25405945	0	0	0	0
