time_sec	time_nanosec	control_action_0	control_action_1	control_action_2	control_action_3
1614784198	593958659	0.0375	-0.0125	-0.0375	0.00145313
1614784198	603125854	0.0375	-0.0125	-0.0375	0.00145313
1614784198	612610757	0.0375	-0.0125	-0.0375	0.00145313
1614784198	623171751	0.0375	-0.0125	-0.0375	0.00145313
1614784198	632546290	0.0375	-0.0125	-0.0375	0.00145313
1614784198	644069123	0.0375	-0.0125	-0.0375	0.00145313
1614784198	654204507	0.0375	-0.0125	-0.0375	0.00145313
1614784198	663124963	0.0375	-0.0125	-0.0375	0.00145313
1614784198	673097914	0.0375	0.0375	-0.0375	0.00145313
1614784198	683415452	0.0375	0.0375	-0.0375	0.00145313
1614784198	693271625	0.0375	0	-0.0375	0.00145313
1614784198	702941127	0.0375	0	-0.0375	0.00145313
1614784198	712972912	0.0375	0	-0.0875	0.00145313
1614784198	722895879	0.0375	0	-0.0875	0.00145313
1614784198	732975617	0.0375	0	-0.05	0.00145313
1614784198	742443085	0.0375	0	-0.05	0.00145313
1614784198	752803443	0.0375	0	-0.05	0.00145313
1614784198	762986601	0.0375	0	-0.05	0.00145313
1614784198	772978390	0.0375	0	-0.05	0.00145313
1614784198	782933375	0.0375	0	-0.05	0.00145313
1614784198	793085501	0.0375	0	-0.05	0.00145313
1614784198	802889577	0.0375	0	-0.05	0.00145313
1614784198	812931117	0.0375	0	-0.05	0.00145313
1614784198	823130652	0.0375	0	-0.05	0.00145313
1614784198	832965930	0.0875	0	-0.05	0.00145313
1614784198	842858495	0.0875	0	-0.05	0.00145313
1614784198	853013583	0.05	0	-0.05	0.00145313
1614784198	862924776	0.05	0	-0.05	0.00145313
1614784198	872945599	0.05	0	-0.05	0.00145313
1614784198	883013610	0.05	0	-0.05	0.00145313
1614784198	892967106	0.05	0	-0.05	0.00145313
1614784198	902904032	0.05	0	-0.05	0.00145313
1614784198	913039905	0.05	0	-0.05	0.00145313
1614784198	922799171	0.05	0	-0.05	0.00145313
1614784198	932966285	0.05	0	-0.05	0.00145313
1614784198	943033861	0.05	0	-0.05	0.00145313
1614784198	952880550	0.05	0	-0.05	0.00145313
1614784198	962986421	0.05	0	-0.05	0.00145313
1614784198	973200474	0.05	0	-0.05	0.00145313
1614784198	983007426	0.05	0	-0.05	0.00145313
1614784198	992473239	0.05	0	-0.05	0.00145313
1614784199	2887780	0.05	0	-0.05	0.00145313
1614784199	13553810	0.05	0	-0.05	0.00145313
1614784199	23343533	0.05	0	-0.05	0.00145313
1614784199	33301646	0.05	0	-0.05	0.00145313
1614784199	43072944	0.05	0	-0.05	0.00145313
1614784199	52884992	0.05	0	-0.05	0.00145313
1614784199	62916228	0.05	0	-0.05	0.00145313
1614784199	73037257	0.05	0	-0.05	0.00145313
1614784199	82870436	0.05	0	-0.05	0.00145313
1614784199	92927459	0.05	0	-0.05	0.00145313
1614784199	103051153	0.05	0	-0.05	0.00145313
1614784199	112926767	0.05	0	-0.05	0.00145313
1614784199	122889307	0.05	0	-0.05	0.00145313
1614784199	132912932	0.05	0	-0.05	0.00145313
1614784199	143397736	0.05	0	-0.05	0.00145313
1614784199	153160493	0.05	0	-0.05	0.00145313
1614784199	163345596	0.05	0	-0.05	0.00145313
1614784199	172888654	0.05	0	-0.05	0.00145313
1614784199	183014342	0.05	0	-0.05	0.00145313
1614784199	193078069	0.05	0	-0.05	0.00145313
1614784199	202912390	0.05	0	-0.05	0.00145313
1614784199	212976920	0.05	0	-0.05	0.00145313
1614784199	223116488	0.05	0	-0.05	0.00145313
1614784199	232921553	0.05	0	-0.05	0.00145313
1614784199	242880676	0.05	0	-0.05	0.00145313
1614784199	253011533	0.05	0	-0.05	0.00145313
1614784199	262985533	0.05	0	-0.05	0.00145313
1614784199	272997453	0.05	0	-0.05	0.00145313
1614784199	283047007	0.05	0	-0.05	0.00145313
1614784199	292991376	0.05	0	-0.05	0.00145313
1614784199	302887500	0.05	0	-0.05	0.00145313
1614784199	313025955	0.05	0	-0.05	0.00145313
1614784199	322941640	0.05	0	-0.05	0.00145313
1614784199	332956084	0.05	0	-0.05	0.00145313
1614784199	343009526	0.05	0	-0.05	0.00145313
1614784199	352855081	0.05	0	-0.05	0.00145313
1614784199	362999314	0.05	0	-0.05	0.00145313
1614784199	373107089	0.05	0	-0.05	0.00145313
1614784199	382944045	0.05	0	-0.05	0.00145313
1614784199	393090136	0.05	0	-0.05	0.00145313
1614784199	402872314	0.05	0	-0.05	0.00145313
1614784199	413577444	0.05	0	-0.05	0.00145313
1614784199	423373507	0.05	0	-0.05	0.00145313
1614784199	433266838	0.05	0	-0.05	0.00145313
1614784199	443503760	0.05	0	-0.05	0.00145313
1614784199	453185145	0.05	0	-0.05	0.00145313
1614784199	463249466	0.05	0	-0.05	0.00145313
1614784199	473584821	0.05	0	-0.05	0.00145313
1614784199	483476290	0.05	0	-0.05	0.00145313
1614784199	492650940	0.05	0	-0.05	0.00145313
1614784199	503579307	0.05	0	-0.05	0.00145313
1614784199	513422331	0.05	0	-0.05	0.00145313
1614784199	523266061	0.05	0	-0.05	0.00145313
1614784199	533366361	0.05	0	-0.05	0.00145313
1614784199	543344636	0.05	0	-0.05	0.00145313
1614784199	553247530	0.05	0	-0.05	0.00145313
1614784199	563577880	0.05	0	-0.05	0.00145313
1614784199	573660923	0.05	0	-0.05	0.00145313
1614784199	583428327	0.05	0	-0.05	0.00145313
1614784199	593526005	0.05	0	-0.05	0.00145313
1614784199	603276995	0.05	0	-0.05	0.00145313
1614784199	613331286	0.05	0	-0.05	0.00145313
1614784199	623663221	0.05	0	-0.05	0.00145313
1614784199	633511755	0.05	0	-0.05	0.00145313
1614784199	643237732	0.05	0	-0.05	0.00145313
1614784199	653474119	0.05	0	-0.05	0.00145313
1614784199	663015933	0.05	0	-0.05	0.00145313
1614784199	673050057	0.05	0	-0.1	0.00145313
1614784199	683064706	0.05	0	-0.1	0.00145313
1614784199	693093273	0.05	0	-0.0625	0.00145313
1614784199	702882702	0.05	0	-0.0625	0.00145313
1614784199	712991636	0.05	0	-0.0625	0.00145313
1614784199	722910511	0.05	0	-0.0625	0.00145313
1614784199	732972609	0.05	0	-0.0625	0.00145313
1614784199	743024763	0.05	0	-0.0625	0.00145313
1614784199	752985185	0.05	0	-0.0625	0.00145313
1614784199	763020571	0.05	0	-0.0625	0.00145313
1614784199	773082951	0.05	0	-0.0625	0.00145313
1614784199	782962132	0.05	0	-0.0625	0.00145313
1614784199	793019697	0.05	0	-0.0625	0.00145313
1614784199	803054618	0.05	0	-0.0625	0.00145313
1614784199	813072707	0.05	0	-0.0625	0.00145313
1614784199	823457087	0.05	0	-0.0625	0.00145313
1614784199	833390620	0.05	0	-0.0625	0.00145313
1614784199	843089749	0.05	0	-0.0625	0.00145313
1614784199	852922517	0.05	0	-0.0625	0.00145313
1614784199	863653825	0.05	0	-0.0625	0.00145313
1614784199	873000421	0.05	0	-0.0625	0.00145313
1614784199	882998028	0.05	0	-0.0625	0.00145313
1614784199	893516020	0.05	0	-0.0625	0.00145313
1614784199	903431026	0.05	0	-0.0625	0.00145313
1614784199	913475550	0.05	0	-0.0625	0.00145313
1614784199	923312079	0.05	0	-0.0625	0.00145313
1614784199	933350307	0.05	0	-0.0625	0.00145313
1614784199	943591895	0.1	0	-0.0625	0.00145313
1614784199	953427838	0.1	0	-0.0625	0.00145313
