time_sec	time_nanosec	q_grav_0	q_grav_1	q_grav_2	q_grav_3
1612522801	623650229	15.1161	20.6553	-36.4983	148.08
1612522801	633644557	14.8237	20.8247	-37.0963	149.029
1612522801	643704576	14.3357	20.6998	-37.5355	150.522
1612522801	653630518	13.8633	20.2572	-37.4002	151.751
1612522801	663644734	13.9856	19.5916	-35.8593	150.725
1612522801	673684331	14.2151	19.4364	-35.5779	150.169
1612522801	683620518	14.8215	19.0364	-35.6218	149.321
1612522801	693677585	14.9771	19.1088	-36.0539	149.255
1612522801	703697729	14.7051	19.3004	-37.8594	151.003
1612522801	713590638	14.4417	19.3278	-38.2566	151.813
1612522801	723750751	13.6482	19.6056	-37.6856	152.551
1612522801	733637919	13.134	19.6073	-35.7541	151.748
1612522801	744328750	13.166	19.3499	-35.1931	151.349
1612522801	753642540	13.6673	18.7067	-33.5569	149.222
1612522801	763984642	13.9339	18.571	-33.1743	148.401
1612522801	773934632	13.6255	18.0593	-34.2186	150.255
1612522801	783718318	13.0765	17.535	-35.0569	152.509
1612522801	793709419	12.5017	16.6348	-35.7058	154.946
1612522801	803784736	12.6979	16.2386	-35.1122	154.305
1612522801	813686057	13.1229	16.1023	-34.6464	153.151
1612522801	823927744	13.519	16.3431	-35.0176	152.447
1612522801	833960235	13.3857	16.6973	-36.0594	153.337
1612522801	843959596	13.0218	16.9195	-36.9114	154.688
1612522801	853649044	12.6601	17.3036	-36.4683	154.77
1612522801	863924631	13.1071	17.9906	-35.1825	152.266
1612522801	873628712	13.734	18.5272	-34.5451	150.116
1612522801	883708656	14.2374	18.9096	-35.2684	149.448
1612522801	893930041	14.1066	19.2071	-36.8027	150.792
1612522801	903685207	13.7354	19.5046	-37.9101	152.288
1612522801	913832246	13.3328	19.9788	-37.2223	152.112
1612522801	923689270	13.781	20.6415	-35.8042	149.487
1612522801	933905537	14.4071	21.1844	-35.0991	147.26
1612522801	943925966	14.9107	21.6185	-35.6203	146.358
1612522801	953773752	14.5548	21.466	-37.3951	148.647
1612522801	963765338	14.0418	21.3942	-38.4856	150.653
1612522801	973683563	13.5435	21.4199	-37.3791	150.596
1612522801	983948375	13.8626	21.3916	-35.9739	148.753
1612522801	993741635	14.347	21.3695	-35.2559	147.21
1612522802	3697090	14.5368	21.3543	-35.4381	146.977
1612522802	13935868	14.228	20.7243	-37.2675	149.577
1612522802	23916038	13.6023	20.1148	-38.244	152.13
1612522802	33908890	13.008	19.8188	-37.0487	152.444
1612522802	43645521	13.2461	19.5228	-35.5485	150.889
1612522802	53723241	13.649	19.2022	-34.7791	149.688
