time_sec	time_nanosec	joint_velocity_0	joint_velocity_1	joint_velocity_2	joint_velocity_3
1616591780	713048770	0	0	0	0
1616591780	723017559	0	0	0	0
1616591780	733062063	0	0	0	0
1616591780	743046072	0	0	0	0
1616591780	753055630	0	0	0	0
1616591780	763115363	0	0	0	0
1616591780	773212887	0	0	0	0
1616591780	783072235	0	0	0	0
1616591780	793132101	0	0	0	0
1616591780	803334788	0	0	0	0
1616591780	813243466	0	0	0	0
1616591780	823093634	0	0	0	0
1616591780	833058071	0	0	0	0
1616591780	843052358	0	0	0	0
1616591780	853129677	0	0	0	0
1616591780	863074478	0	0	0	0
1616591780	873031194	0	0	0	0
1616591780	883094534	0	0	0	0
1616591780	893096375	0	0	0	0
1616591780	903089847	0	0	0	0
1616591780	913052811	0	0	0	0
1616591780	923116110	0	0	0	0
1616591780	933145549	0	0	0	0
1616591780	943221952	0	0	0	0
1616591780	953219698	0	0	0	0
1616591780	963181447	0	0	0	0
1616591780	973187327	0	0	0	0
1616591780	983227219	0	0	0	0
1616591780	993204283	0	0	0	0
1616591781	3208428	0	0	0	0
1616591781	13144580	0	0	0	0
1616591781	23244627	0	0	0	0
1616591781	33438808	0	0	0	0
1616591781	43214923	0	0	0	0
1616591781	53170248	0	0	0	0
1616591781	63231079	0	0	0	0
1616591781	73340526	0	0	0	0
1616591781	83177118	0	0	0	0
1616591781	93197783	0	0	0	0
1616591781	103270629	0	0	0	0
1616591781	113160660	0	0	0	0
1616591781	123220235	0	0	0	0
1616591781	133232626	0	0	0	0
1616591781	143211095	0	0	0	0
1616591781	153212999	0	0	0	0
1616591781	163232257	0	0	0	0
1616591781	173280961	0	0	0	0
1616591781	183225431	0	0	0	0
1616591781	193342641	0	0	0	0
1616591781	203292910	0	0	0	0
1616591781	213252572	0	0	0	0
1616591781	223200400	0	0	0	0
1616591781	233265439	0	0	0	0
1616591781	243248553	0	0	0	0
1616591781	253204290	0	0	0	0
1616591781	263200280	0	0	0	0
1616591781	273263425	0	0	0	0
1616591781	283305309	0	0	0	0
1616591781	293238321	0	0	0	0
1616591781	303252946	0	0	0	0
1616591781	313171375	0	0	0	0
1616591781	323211115	0	0	0	0
1616591781	333253541	0	0	0	0
1616591781	343257157	0	0	0	0
1616591781	353345281	0	0	0	0
1616591781	363133535	0	0	0	0
1616591781	373303980	0	0	0	0
1616591781	383221726	0	0	0	0
1616591781	393292532	0	0	0	0
1616591781	403214201	0	0	0	0
1616591781	413147259	0	0	0	0
1616591781	423259537	0	0	0	0
1616591781	433229746	0	0	0	0
1616591781	443193684	0	0	0	0
1616591781	453324504	0	0	0	0
1616591781	463216307	0	0	0	0
1616591781	473290660	0	0	0	0
1616591781	483273390	0	0	0	0
1616591781	493242896	0	0	0	0
1616591781	503312453	0	0	0	0
1616591781	513209796	0	0	0	0
1616591781	523310592	0	0	0	0
1616591781	533296888	0	0	0	0
1616591781	543270252	0	0	0	0
1616591781	553270002	0	0	0	0
1616591781	563323709	0	0	0	0
1616591781	573283641	0	0	0	0
1616591781	583314509	0	0	0	0
1616591781	593186438	0	0	0	0
1616591781	603163324	0	0	0	0
1616591781	613136707	0	0	0	0
1616591781	623328779	0	0	0	0
1616591781	633263087	0	0	0	0
1616591781	643210209	0	0	0	0
1616591781	653209770	0	0	0	0
1616591781	663187032	0	0	0	0
1616591781	673366820	0	0	0	0
1616591781	683300445	0	0	0	0
1616591781	693303396	0	0	0	0
1616591781	703188826	0	0	0	0
1616591781	713204536	0	0	0	0
1616591781	723202370	0	0	0	0
1616591781	733232819	0	0	0	0
1616591781	743228850	0	0	0	0
1616591781	753285568	0	0	0	0
1616591781	763316828	0	0	0	0
1616591781	773282058	0	0	0	0
1616591781	783283523	0	0	0	0
1616591781	793281392	0	0	0	0
1616591781	803233896	0	0	0	0
1616591781	813225129	0	0	0	0
1616591781	823253613	0	0	0	0
1616591781	833311156	0	0	0	0
1616591781	843339259	0	0	0	0
1616591781	853352185	0	0	0	0
1616591781	863483458	0	0	0	0
1616591781	873220293	0	0	0	0
1616591781	883234912	0	0	0	0
1616591781	893312556	0	0	0	0
1616591781	903455912	0	0	0	0
1616591781	913214505	0	0	0	0
1616591781	923310876	0	0	0	0
1616591781	933236990	0	0	0	0
1616591781	943257497	0	0	0	0
1616591781	953226970	0	0	0	0
1616591781	963357409	0	0	0	0
1616591781	973264833	0	0	0	0
1616591781	983205224	0	0	0	0
1616591781	993231802	0	0	0	0
1616591782	3245117	0	0	0	0
1616591782	13234395	0	0	0	0
1616591782	23233861	0	0	0	0
1616591782	33460701	0	0	0	0
1616591782	43303024	0	0	0	0
1616591782	53191622	0	0	0	0
1616591782	63160822	0	0	0	0
1616591782	73237469	0	0	0	0
1616591782	83492283	0	0	0	0
1616591782	93302497	0	0	0	0
1616591782	103303508	0	0	0	0
1616591782	113254342	0	0	0	0
1616591782	123280868	0	0	0	0
1616591782	133247750	0	0	0	0
1616591782	143271062	0	0	0	0
1616591782	153441665	0	0	0	0
1616591782	163328088	0	0	0	0
1616591782	173249789	0	0	0	0
1616591782	183343147	0	0	0	0
1616591782	193324093	0	0	0	0
1616591782	203265438	0	0	0	0
1616591782	213159885	0	0	0	0
1616591782	223203394	0	0	0	0
1616591782	233190419	0	0	0	0
1616591782	243235534	0	0	0	0
1616591782	253350669	0	0	0	0
1616591782	263291056	0	0	0	0
1616591782	273273393	0	0	0	0
1616591782	283269941	0	0	0	0
1616591782	293782013	0	0	0	0
1616591782	303205350	0	0	0	0
1616591782	313188614	0	0	0	0
1616591782	323311696	0	0	0	0
1616591782	333283732	0	0	0	0
1616591782	343291832	0	0	0	0
1616591782	353264937	0	0	0	0
1616591782	363302243	0	0	0	0
1616591782	373274247	0	0	0	0
1616591782	383248499	0	0	0	0
1616591782	393311191	0	0	0	0
1616591782	403225767	0	0	0	0
1616591782	413284642	0	0	0	0
1616591782	423228071	0	0	0	0
1616591782	433287351	0	0	0	0
1616591782	443260601	0	0	0	0
1616591782	453193213	0	0	0	0
1616591782	463290048	0	0	0	0
1616591782	473492457	0	0	0	0
1616591782	483280688	0	0	0	0
1616591782	493372043	0	0	0	0
1616591782	503328971	0	0	0	0
1616591782	513177839	0	0	0	0
1616591782	523219962	0	0	0	0
1616591782	533233106	0	0	0	0
1616591782	543277248	0	0	0	0
1616591782	553249954	0	0	0	0
1616591782	563254299	0	0	0	0
1616591782	573260953	0	0	0	0
1616591782	583308895	0	0	0	0
1616591782	593291756	0	0	0	0
1616591782	603308932	0	0	0	0
1616591782	613211372	0	0	0	0
1616591782	623243394	0	0	0	0
1616591782	633239590	0	0	0	0
1616591782	643262590	0	0	0	0
1616591782	653312813	0	0	0	0
1616591782	663160191	0	0	0	0
1616591782	673195862	0	0	0	0
1616591782	683280990	0	0	0	0
1616591782	693291010	0	0	0	0
1616591782	703302935	0	0	0	0
1616591782	713177275	0	0	0	0
1616591782	723285121	0	0	0	0
1616591782	733344705	0	0	0	0
1616591782	743348522	0	0	0	0
1616591782	753364305	0	0	0	0
1616591782	763179327	0	0	0	0
1616591782	773236442	0	0	0	0
1616591782	783245290	0	0	0	0
1616591782	793331525	0	0	0	0
1616591782	803305496	0	0	0	0
1616591782	813132366	0	0	0	0
1616591782	823291071	0	0	0	0
1616591782	833310862	0	0	0	0
1616591782	843293065	0	0	0	0
1616591782	853239985	0	0	0	0
1616591782	863252248	0	0	0	0
1616591782	873235304	0	0	0	0
1616591782	883313392	0	0	0	0
1616591782	893219185	0	0	0	0
1616591782	903325441	0	0	0	0
1616591782	913245143	0	0	0	0
1616591782	923312737	0	0	0	0
1616591782	933295224	0	0	0	0
1616591782	943333197	0	0	0	0
1616591782	953199829	0	0	0	0
1616591782	963175846	0	0	0	0
1616591782	973235113	0	0	0	0
1616591782	983305013	0	0	0	0
1616591782	993258150	0	0	0	0
1616591783	3314050	0	0	0	0
1616591783	13277862	0	0	0	0
1616591783	23231812	0	0	0	0
1616591783	33253267	0	0	0	0
1616591783	43243295	0	0	0	0
1616591783	53311930	0	0	0	0
1616591783	63224615	0	0	0	0
1616591783	73248950	0	0	0	0
1616591783	83275966	0	0	0	0
1616591783	93245643	0	0	0	0
1616591783	103269195	0	0	0	0
1616591783	113272269	0	0	0	0
1616591783	123300987	0	0	0	0
1616591783	133268985	0	0	0	0
1616591783	143313963	0	0	0	0
1616591783	153325755	0	0	0	0
1616591783	163255797	0	0	0	0
1616591783	173287047	0	0	0	0
