time_sec	time_nanosec	ang_ots_0	ang_ots_1	ang_ots_2	ang_ots_3	ang_ots_4	ang_ots_5
1616591780	884318267	72.5207	46.8486	44.0951	60.6306	63.3841	2.75351
1616591780	894272535	72.4674	46.8953	44.1366	60.6374	63.396	2.75868
1616591780	903974418	72.464	46.8983	44.1396	60.6377	63.3965	2.75878
1616591780	914206170	72.4662	46.8915	44.1332	60.6423	63.4005	2.75826
1616591780	925014444	72.525	46.8531	44.0987	60.6219	63.3763	2.75439
1616591780	935657543	72.4639	46.9024	44.1428	60.6336	63.3933	2.75963
1616591780	945244212	72.4648	46.896	44.1374	60.6393	63.3979	2.75862
1616591780	955281895	72.477	46.8961	44.137	60.6269	63.386	2.75908
1616591780	965195827	72.4757	46.9048	44.1447	60.6195	63.3796	2.76005
1616591780	975338038	72.458	46.9112	44.1504	60.6308	63.3916	2.76079
1616591780	985193195	72.4557	46.8984	44.1398	60.6458	63.4045	2.75861
1616591780	995316421	72.4751	46.9054	44.1453	60.6195	63.3796	2.76011
1616591781	5389676	72.4629	46.896	44.1375	60.6412	63.3996	2.75846
1616591781	15050875	72.4474	46.9178	44.1566	60.6348	63.396	2.76122
1616591781	25146882	72.461	46.9017	44.1425	60.6374	63.3965	2.75916
1616591781	35304109	72.4611	46.9273	44.1646	60.6116	63.3743	2.76271
1616591781	45121226	72.4671	46.9081	44.1476	60.6249	63.3854	2.76047
1616591781	55178634	72.4633	46.9017	44.1423	60.635	63.3944	2.7594
1616591781	65086561	72.4666	46.9039	44.1442	60.6295	63.3892	2.75971
1616591781	75863510	72.5223	46.8463	44.0929	60.6314	63.3848	2.75333
1616591781	85683562	72.4501	46.9105	44.1501	60.6393	63.3998	2.76048
1616591781	95097097	72.4661	46.8937	44.1353	60.6402	63.3987	2.75848
1616591781	105312518	72.4684	46.8966	44.1378	60.6349	63.3938	2.75882
1616591781	114890079	72.4536	46.8998	44.141	60.6466	63.4054	2.75884
1616591781	125131979	72.4612	46.8944	44.1362	60.6444	63.4025	2.75814
1616591781	135377981	72.4516	46.9122	44.1514	60.6362	63.397	2.76079
1616591781	145127262	72.4609	46.8882	44.1306	60.6509	63.4086	2.75768
1616591781	155606909	72.4571	46.9196	44.1578	60.6234	63.3851	2.76174
1616591781	165592761	72.4675	46.8995	44.1402	60.633	63.3923	2.7593
1616591781	175646889	72.4628	46.8945	44.1361	60.6428	63.4011	2.75837
1616591781	185995979	72.464	46.8951	44.1364	60.6409	63.3996	2.75866
1616591781	195853871	72.4813	46.9019	44.1421	60.6168	63.3766	2.75983
1616591781	205864307	72.4724	46.898	44.1389	60.6297	63.3887	2.75904
1616591781	215557210	72.4585	46.9033	44.1438	60.6382	63.3977	2.75951
1616591781	225603080	72.4676	46.8978	44.139	60.6346	63.3934	2.75886
1616591781	235496071	72.4657	46.897	44.138	60.6373	63.3963	2.75897
1616591781	245581626	72.464	46.89	44.132	60.6461	63.404	2.75794
1616591781	255851317	72.4647	46.9043	44.1447	60.6309	63.3906	2.75962
1616591781	265749848	72.4493	46.9154	44.154	60.6354	63.3967	2.7613
1616591781	275595225	72.4562	46.9234	44.1613	60.6203	63.3825	2.76219
1616591781	285832232	72.4689	46.8994	44.1402	60.6317	63.3909	2.75919
1616591781	295576342	72.4691	46.8969	44.1381	60.634	63.3928	2.75878
1616591781	305582550	72.4696	46.8988	44.1396	60.6316	63.3908	2.75921
1616591781	315811731	72.4552	46.915	44.154	60.6298	63.3908	2.76106
1616591781	325740036	72.4648	46.8958	44.1372	60.6395	63.3981	2.75859
1616591781	335551252	72.4647	46.889	44.1313	60.6462	63.404	2.75771
1616591781	346127966	72.5844	46.8884	44.1275	60.5273	63.2882	2.76091
1616591781	356281771	72.4747	46.898	44.139	60.6273	63.3863	2.75903
1616591781	365885296	72.5718	46.9014	44.1392	60.5268	63.289	2.76221
1616591781	375818043	72.5818	46.8922	44.1307	60.526	63.2875	2.76149
1616591781	386248417	72.4578	46.8962	44.1377	60.646	63.4044	2.75846
1616591781	399560596	72.5168	46.8463	44.0932	60.6369	63.3901	2.75313
1616591781	406374213	72.4695	46.8959	44.137	60.6346	63.3935	2.75893
1616591781	416238709	72.5736	46.8833	44.123	60.5431	63.3034	2.76032
1616591781	426480323	72.5154	46.8438	44.0908	60.6408	63.3938	2.753
1616591781	435464762	72.5141	46.8467	44.0937	60.6392	63.3922	2.75303
1616591781	446401446	72.4632	46.8952	44.1368	60.6417	63.4001	2.7584
1616591781	456449189	72.513	46.8552	44.1009	60.6318	63.3862	2.75439
1616591781	465948479	72.6403	46.8922	44.1303	60.4674	63.2293	2.76194
1616591781	475934420	72.5253	46.8506	44.0964	60.6241	63.3782	2.75416
1616591781	485827279	72.5263	46.849	44.095	60.6247	63.3786	2.75397
1616591781	495671904	72.5147	46.8454	44.0923	60.6399	63.393	2.75309
1616591781	505906156	72.5199	46.8475	44.0938	60.6326	63.3863	2.75367
1616591781	516203395	72.4562	46.9034	44.1428	60.6404	63.4009	2.76054
1616591781	526467188	72.5195	46.8475	44.094	60.633	63.3865	2.75352
1616591781	535770710	72.5148	46.8476	44.0945	60.6376	63.3907	2.7531
1616591781	545769821	72.5197	46.8409	44.0882	60.6393	63.392	2.75271
1616591781	556635746	72.5802	46.8442	44.0907	60.5756	63.3291	2.75344
1616591781	566639125	72.5197	46.85	44.0964	60.6302	63.3839	2.75369
1616591781	576272724	72.5851	46.8484	44.0942	60.5666	63.3207	2.75411
1616591781	586783157	72.5166	46.8454	44.0923	60.638	63.3911	2.75309
1616591781	595744957	72.5057	46.8592	44.1042	60.6351	63.3901	2.75505
1616591781	605607840	72.5139	46.8418	44.0892	60.6444	63.3969	2.75256
1616591781	615583139	72.5192	46.8512	44.0973	60.6297	63.3836	2.75389
1616591781	627204122	72.5824	46.8438	44.0902	60.5737	63.3274	2.75369
1616591781	636445255	72.5189	46.8432	44.0903	60.6379	63.3908	2.75288
1616591781	645634679	72.5176	46.8526	44.0984	60.6299	63.384	2.75411
1616591781	656354531	72.4649	46.8903	44.1321	60.6449	63.403	2.75812
1616591781	666935544	72.5156	46.8512	44.0974	60.6332	63.387	2.75381
1616591781	675583710	72.516	46.8481	44.0945	60.6359	63.3895	2.75364
1616591781	685915303	72.5177	46.8476	44.094	60.6348	63.3883	2.75353
1616591781	697156092	72.458	46.8958	44.1375	60.6461	63.4045	2.75838
1616591781	705781855	72.4551	46.893	44.1349	60.6519	63.41	2.75804
1616591781	716548806	72.5134	46.8529	44.0991	60.6337	63.3875	2.75382
1616591781	726381506	72.464	46.8941	44.1356	60.642	63.4005	2.75851
1616591781	735532070	72.4651	46.8935	44.1351	60.6413	63.3997	2.75841
1616591781	745704409	72.4765	46.9019	44.1421	60.6216	63.3814	2.75981
1616591781	756105968	72.4626	46.8917	44.1335	60.6458	63.404	2.75821
1616591781	766376512	72.4586	46.8984	44.1397	60.643	63.4017	2.7587
1616591781	775419548	72.4615	46.896	44.1372	60.6425	63.4013	2.75874
1616591781	785846972	72.4604	46.9048	44.145	60.6348	63.3946	2.75981
1616591781	796351073	72.5223	46.8455	44.0921	60.6322	63.3856	2.75337
1616591781	806093603	72.4589	46.8942	44.1357	60.647	63.4054	2.75844
1616591781	815581253	72.4635	46.9051	44.1453	60.6314	63.3912	2.75981
1616591781	825574611	72.4689	46.9073	44.147	60.6238	63.3841	2.7603
1616591781	835842219	72.4547	46.8983	44.1396	60.647	63.4057	2.75866
1616591781	845583684	72.4519	46.8953	44.1367	60.6528	63.4114	2.75864
1616591781	855694192	72.4611	46.9014	44.1419	60.6375	63.397	2.75952
1616591781	865740903	72.4594	46.8946	44.1362	60.646	63.4044	2.75844
1616591781	875753961	72.4611	46.8967	44.1379	60.6421	63.401	2.75884
1616591781	885716433	72.4599	46.8984	44.1395	60.6418	63.4006	2.75885
1616591781	895588827	72.4639	46.8993	44.1401	60.6368	63.3961	2.75925
1616591781	905904229	72.4575	46.9001	44.1412	60.6423	63.4013	2.75896
1616591781	916150219	72.5109	46.8498	44.0964	60.6393	63.3927	2.75345
1616591781	925626242	72.5178	46.8437	44.0907	60.6385	63.3915	2.75303
1616591781	936547397	72.4637	46.9014	44.1419	60.6349	63.3944	2.7595
1616591781	945504979	72.4622	46.8962	44.1376	60.6416	63.4002	2.75864
1616591781	956387935	72.5146	46.8553	44.101	60.6301	63.3843	2.75425
1616591781	966300609	72.4589	46.899	44.1401	60.6421	63.401	2.75889
1616591781	976375317	72.5093	46.8438	44.0912	60.6469	63.3995	2.75264
1616591781	985599134	72.5216	46.8461	44.0928	60.6323	63.3856	2.75328
1616591781	995617653	72.529	46.8452	44.0917	60.6258	63.3793	2.75351
1616591782	5739755	72.5178	46.8459	44.0927	60.6363	63.3895	2.75317
1616591782	15671039	72.5125	46.8419	44.0894	60.6456	63.3981	2.75255
1616591782	25985480	72.5252	46.8486	44.0949	60.6262	63.3799	2.75373
1616591782	35677250	72.5157	46.8486	44.0952	60.6357	63.3892	2.75343
1616591782	45575819	72.5209	46.8481	44.0944	60.6309	63.3846	2.7537
1616591782	56446337	72.4555	46.8923	44.1343	60.6521	63.4102	2.75802
1616591782	66343958	72.5178	46.8491	44.0955	60.6331	63.3866	2.75352
1616591782	75607477	72.5106	46.8471	44.0938	60.6423	63.3956	2.75334
1616591782	85720784	72.5199	46.8532	44.0989	60.6269	63.3812	2.75431
1616591782	96045203	72.514	46.8526	44.0983	60.6334	63.3876	2.75427
1616591782	105541771	72.5054	46.8537	44.1	60.6408	63.3946	2.75375
1616591782	115707405	72.603	46.8408	44.0867	60.5562	63.3103	2.75408
1616591782	125819813	72.6002	46.8457	44.0911	60.554	63.3087	2.75464
1616591782	136169221	72.5349	46.8512	44.0966	60.6139	63.3685	2.75461
1616591782	145717656	72.5319	46.8478	44.0937	60.6203	63.3745	2.75415
1616591782	155756691	72.5339	46.8414	44.088	60.6247	63.378	2.75339
1616591782	166465225	72.5933	46.8475	44.0931	60.5591	63.3136	2.75446
1616591782	175560889	72.5914	46.8367	44.0835	60.5718	63.3251	2.75326
1616591782	186618138	72.5406	46.8411	44.0872	60.6183	63.3722	2.75393
1616591782	196721083	72.5849	46.88	44.1201	60.5352	63.295	2.75983
1616591782	206460780	72.5128	46.8546	44.1004	60.6326	63.3868	2.7542
1616591782	216336042	72.4668	46.9016	44.1422	60.6316	63.391	2.75942
1616591782	226361237	72.5149	46.8519	44.0981	60.6332	63.3871	2.75386
1616591782	235720411	72.5139	46.847	44.0938	60.6392	63.3924	2.7532
1616591782	246458535	72.4616	46.8992	44.1404	60.6393	63.398	2.75879
1616591782	255847836	72.4526	46.9034	44.1446	60.644	63.4029	2.75886
1616591782	265763040	72.4616	46.9043	44.145	60.6341	63.3934	2.75922
1616591782	276148112	72.5106	46.8397	44.0878	60.6497	63.4016	2.7519
1616591782	286321023	72.4668	46.8944	44.1357	60.6388	63.3975	2.75873
1616591782	296142301	72.4613	46.8963	44.1379	60.6424	63.4008	2.75839
1616591782	305675623	72.4647	46.8956	44.137	60.6398	63.3984	2.75857
1616591782	316244242	72.5821	46.8408	44.0878	60.5771	63.3301	2.75303
1616591782	326438282	72.4775	46.8872	44.1293	60.6353	63.3932	2.75793
1616591782	337025783	72.5225	46.8511	44.0975	60.6265	63.3801	2.75358
1616591782	346217364	72.4581	46.896	44.1377	60.6458	63.4041	2.75829
1616591782	355654701	72.4566	46.8839	44.1272	60.6596	63.4163	2.7567
1616591782	366635004	72.517	46.8435	44.0908	60.6395	63.3921	2.75264
1616591782	376322625	72.4574	46.895	44.1369	60.6476	63.4057	2.75811
1616591782	386297965	72.5236	46.8399	44.0874	60.6365	63.389	2.75248
1616591782	396284211	72.5122	46.8417	44.0896	60.6462	63.3983	2.75207
1616591782	406402421	72.5817	46.8345	44.0822	60.5838	63.3361	2.75231
1616591782	416244201	72.463	46.8944	44.1364	60.6426	63.4006	2.75801
1616591782	425496021	72.4554	46.906	44.1465	60.6386	63.3981	2.75949
1616591782	435690915	72.4582	46.9047	44.1453	60.6371	63.3965	2.75935
1616591782	445693857	72.6522	46.8766	44.1163	60.4713	63.2316	2.76031
1616591782	455686370	72.4647	46.8884	44.131	60.6469	63.4043	2.75738
1616591782	466415304	72.5361	46.8499	44.0959	60.614	63.368	2.75403
1616591782	475611314	72.5151	46.8626	44.1071	60.6223	63.3778	2.75549
1616591782	485543730	72.5325	46.8492	44.0953	60.6184	63.3723	2.75388
