time_sec	time_nanosec	jac_det
1616591780	853606993	0.0232139
1616591780	864275577	0.0232103
1616591780	874019719	0.0232081
1616591780	883404969	0.0231794
1616591780	893366483	0.0232087
1616591780	903332732	0.0232128
1616591780	913420771	0.0232057
1616591780	923514119	0.0231821
1616591780	933624091	0.0232143
1616591780	943806306	0.0232098
1616591780	953885027	0.0232096
1616591780	963794675	0.0232165
1616591780	973886004	0.0232215
1616591780	983772800	0.0232126
1616591780	993822679	0.0232166
1616591781	3811027	0.02321
1616591781	13634777	0.0232278
1616591781	23723756	0.0232149
1616591781	33762625	0.0232351
1616591781	43736342	0.0232186
1616591781	53777248	0.0232142
1616591781	63699549	0.0232159
1616591781	73829812	0.0231767
1616591781	85836117	0.0232212
1616591781	93688914	0.0232072
1616591781	103907228	0.0232102
1616591781	115062234	0.0232134
1616591781	123747728	0.0232095
1616591781	133866395	0.0232223
1616591781	145305261	0.0232025
1616591781	153741705	0.0232294
1616591781	163888311	0.0232117
1616591781	173958804	0.023208
1616591781	183914288	0.0232073
1616591781	196091119	0.0232141
1616591781	204134829	0.0232113
1616591781	213878571	0.023215
1616591781	225789741	0.0232104
1616591781	233809507	0.0232079
1616591781	243884629	0.0232031
1616591781	254099960	0.0232163
1616591781	263975029	0.023224
1616591781	273899706	0.023232
1616591781	286160191	0.0232123
1616591781	293852844	0.02321
1616591781	303873786	0.0232124
1616591781	314018341	0.023225
1616591781	323981862	0.0232093
1616591781	335770100	0.0232037
1616591781	346339326	0.0231975
1616591781	354110784	0.0232112
1616591781	363863231	0.0232094
1616591781	374032557	0.0232004
1616591781	386524339	0.0232102
1616591781	395754473	0.0231772
1616591781	403826968	0.0232082
1616591781	413820438	0.0231923
1616591781	424015829	0.0231752
1616591781	433805737	0.0231784
1616591781	443939479	0.0232093
1616591781	453977239	0.0231851
1616591781	463777561	0.0232096
1616591781	473899180	0.0231795
1616591781	483907187	0.0231773
1616591781	493978005	0.0231759
1616591781	504134640	0.0231767
1616591781	513767343	0.0232212
1616591781	524039225	0.0231767
1616591781	536002441	0.0231789
1616591781	543984094	0.0231725
1616591781	554021677	0.0231848
1616591781	564012691	0.0231794
1616591781	576529547	0.0231885
1616591781	584106932	0.0231754
1616591781	593951912	0.0231864
1616591781	605865137	0.0231734
1616591781	613887482	0.0231818
1616591781	624096616	0.0231841
1616591781	633992678	0.0231746
1616591781	643939401	0.023182
1616591781	653868633	0.023204
1616591781	663950629	0.0231811
1616591781	675821671	0.0231783
1616591781	684033890	0.0231773
1616591781	694005635	0.0232097
1616591781	704010024	0.0232072
1616591781	714004796	0.0231838
1616591781	723957185	0.0232076
1616591781	733852014	0.0232072
1616591781	743950836	0.0232137
1616591781	754014383	0.0232051
1616591781	764064335	0.0232116
1616591781	775690411	0.0232093
1616591781	784022374	0.023217
1616591781	793861259	0.0231756
1616591781	806332949	0.0232077
1616591781	813874103	0.0232177
1616591781	823833292	0.0232187
1616591781	833943417	0.023212
1616591781	845803875	0.0232081
1616591781	853982011	0.0232127
1616591781	863901044	0.0232084
1616591781	874026097	0.0232096
1616591781	883921228	0.0232111
1616591781	893948074	0.0232113
