time_sec	time_nanosec	x_mocap_0	x_mocap_1	x_mocap_2	x_mocap_3
1615906909	228737125	0.0510165	0.651459	0.0835877	-0.123542
1615906909	238674419	0.0510427	0.651456	0.0835676	-0.123518
1615906909	248691650	0.0510427	0.651456	0.0835676	-0.123518
1615906909	258693169	0.0510228	0.651446	0.0835103	-0.123518
1615906909	268840640	0.0510459	0.65147	0.0835904	-0.123488
1615906909	278718142	0.0509984	0.651446	0.0835248	-0.123439
1615906909	288707464	0.0510582	0.651471	0.0835798	-0.123486
1615906909	298793369	0.0510053	0.651456	0.0835731	-0.123478
1615906909	308754611	0.050996	0.651447	0.0835544	-0.123494
1615906909	318690506	0.0509784	0.651423	0.0834841	-0.123516
1615906909	328747799	0.0509878	0.651445	0.0835553	-0.123437
1615906909	338858939	0.0510262	0.651467	0.0836006	-0.123575
1615906909	348928806	0.0509829	0.651443	0.0835408	-0.123614
1615906909	359124269	0.0510014	0.651455	0.0835772	-0.123532
1615906909	369332121	0.0509952	0.651451	0.0835858	-0.123549
1615906909	379114369	0.0509928	0.651453	0.0835699	-0.123605
1615906909	389116545	0.0509996	0.65145	0.0835484	-0.123564
1615906909	399249788	0.0510018	0.651452	0.0836052	-0.123582
1615906909	409134713	0.050995	0.651449	0.0835611	-0.123503
1615906909	419092299	0.0509933	0.65145	0.0835531	-0.123379
1615906909	429052950	0.0509789	0.651431	0.0835098	-0.123491
1615906909	439204716	0.0510254	0.65146	0.0835452	-0.123516
1615906909	449141657	0.051015	0.651447	0.0835414	-0.123528
1615906909	459140836	0.0510593	0.651473	0.0836046	-0.123485
1615906909	469235389	0.0510227	0.651454	0.0835305	-0.123475
1615906909	479081918	0.0510338	0.651461	0.0835374	-0.123562
1615906909	489265671	0.0510223	0.651449	0.0835214	-0.123502
1615906909	499110415	0.0510081	0.651456	0.0835415	-0.12356
1615906909	509203092	0.051011	0.651451	0.0835521	-0.123502
1615906909	519192455	0.0509903	0.651445	0.0835394	-0.123438
1615906909	529206779	0.0510135	0.651465	0.0835833	-0.12352
1615906909	539110048	0.0510062	0.651464	0.083607	-0.123566
1615906909	549105573	0.0509602	0.651443	0.0835507	-0.123418
1615906909	559146420	0.0509856	0.651458	0.0835701	-0.123569
1615906909	569156942	0.0509892	0.651453	0.0835695	-0.12356
1615906909	579200191	0.0509649	0.651435	0.0835273	-0.123532
1615906909	589191307	0.050977	0.651457	0.0835707	-0.123392
1615906909	599122124	0.0510043	0.651461	0.083587	-0.123541
1615906909	609136408	0.0510013	0.651455	0.0835657	-0.123534
1615906909	619284922	0.0510193	0.651458	0.0835593	-0.123474
