time_sec	time_nanosec	x_mocap_0	x_mocap_1	x_mocap_2	x_mocap_3
1615481838	169755027	0.0269125	0.611414	0.127046	-0.220875
1615481838	179774061	0.0269044	0.611437	0.127096	-0.220839
1615481838	190549971	0.0269002	0.611423	0.127044	-0.220819
1615481838	199759142	0.0269251	0.611442	0.127106	-0.220737
1615481838	209638744	0.0269518	0.611419	0.127021	-0.220806
1615481838	219689430	0.0269188	0.611427	0.127055	-0.220751
1615481838	229858875	0.026902	0.611421	0.127059	-0.220808
1615481838	239912971	0.0268319	0.611416	0.12705	-0.220849
1615481838	250238310	0.0269224	0.611448	0.127164	-0.220823
1615481838	260558420	0.0268411	0.611413	0.127055	-0.220868
1615481838	270527773	0.0268808	0.611429	0.127106	-0.220892
1615481838	280398758	0.0268914	0.611427	0.127111	-0.220854
1615481838	290540533	0.0268789	0.611396	0.127052	-0.220893
1615481838	300578765	0.026891	0.611424	0.127161	-0.220873
1615481838	310485461	0.0268677	0.611434	0.127167	-0.220881
1615481838	320584341	0.026871	0.611438	0.127161	-0.220886
1615481838	330702354	0.026832	0.611401	0.12706	-0.220898
1615481838	340499840	0.0269058	0.611407	0.127054	-0.220921
1615481838	350506165	0.0269475	0.611429	0.12708	-0.220821
1615481838	360500430	0.0269078	0.611395	0.126997	-0.220841
1615481838	370598862	0.0269276	0.611399	0.126976	-0.220773
1615481838	380518884	0.0269365	0.611453	0.12714	-0.220769
1615481838	390498297	0.026937	0.6114	0.126999	-0.220756
1615481838	400555449	0.0268817	0.61143	0.127066	-0.220839
1615481838	410749248	0.0268969	0.61143	0.127093	-0.220884
1615481838	420744531	0.0268803	0.611417	0.127056	-0.220761
1615481838	430570055	0.0268786	0.611395	0.127018	-0.22084
1615481838	441013190	0.0268735	0.611435	0.12714	-0.220901
1615481838	450677239	0.0268428	0.611418	0.127118	-0.220837
1615481838	460490535	0.026864	0.611413	0.127121	-0.220871
1615481838	470659223	0.0268706	0.611435	0.12717	-0.22086
1615481838	480721421	0.0268569	0.611424	0.127144	-0.220861
1615481838	490696410	0.0268426	0.611416	0.127079	-0.22089
1615481838	500596190	0.0268404	0.611411	0.127091	-0.220793
1615481838	510586000	0.0269256	0.611415	0.127049	-0.220865
1615481838	520645292	0.0268828	0.611433	0.127139	-0.220918
1615481838	530569822	0.0269231	0.611396	0.126981	-0.22081
1615481838	540621169	0.0268688	0.611418	0.127053	-0.220807
1615481838	550495032	0.0269066	0.611426	0.12705	-0.22068
1615481838	560629613	0.0268852	0.611421	0.127056	-0.220843
1615481838	570696727	0.0268985	0.611395	0.126995	-0.220869
1615481838	580724063	0.0269375	0.611429	0.12706	-0.220814
1615481838	590453148	0.026853	0.61141	0.127044	-0.220851
1615481838	600534672	0.0268604	0.611388	0.12704	-0.220907
1615481838	610431018	0.0268743	0.611428	0.127172	-0.220789
1615481838	620612674	0.0268562	0.61139	0.12703	-0.220811
1615481838	630735129	0.0268852	0.611402	0.127063	-0.22085
1615481838	640587727	0.026905	0.611429	0.127171	-0.220837
1615481838	650529268	0.026859	0.611423	0.127134	-0.220888
1615481838	660560058	0.0268613	0.611375	0.126982	-0.220858
1615481838	670694998	0.0268754	0.61142	0.127085	-0.220842
1615481838	680627421	0.026863	0.611414	0.127041	-0.220959
1615481838	690731897	0.0269123	0.6114	0.127028	-0.220795
1615481838	702258608	0.0268697	0.611398	0.127009	-0.220853
1615481838	711053932	0.0268962	0.611426	0.127083	-0.220807
1615481838	720698461	0.0269098	0.611432	0.127091	-0.220809
1615481838	730828650	0.0269207	0.611412	0.126992	-0.220789
1615481838	740570345	0.0268753	0.611413	0.127081	-0.220825
1615481838	750561622	0.0268662	0.611418	0.127095	-0.220816
1615481838	760597796	0.026876	0.611424	0.127069	-0.220801
1615481838	770611922	0.0268898	0.611392	0.12697	-0.220887
1615481838	780593601	0.0268377	0.611399	0.127068	-0.220882
1615481838	790440889	0.0268428	0.611412	0.127062	-0.220873
1615481838	800525110	0.0269004	0.611442	0.127179	-0.220842
1615481838	810654369	0.0268529	0.611427	0.12712	-0.220924
1615481838	820622536	0.0268776	0.611432	0.127116	-0.220886
1615481838	830601816	0.0268936	0.611406	0.127037	-0.220869
1615481838	840524818	0.026869	0.611418	0.127075	-0.220754
1615481838	850538648	0.0269121	0.611449	0.127119	-0.220857
1615481838	861022144	0.0269112	0.611437	0.127072	-0.220822
1615481838	870122060	0.0269218	0.611389	0.126938	-0.220786
1615481838	880693711	0.0268832	0.611408	0.126991	-0.220786
1615481838	890561025	0.0268855	0.611422	0.127048	-0.220869
1615481838	900573734	0.0269122	0.611444	0.127116	-0.220756
1615481838	910770431	0.0269008	0.61142	0.12708	-0.220767
1615481838	920601333	0.0268641	0.611421	0.127114	-0.22083
1615481838	930530462	0.0268856	0.611396	0.127	-0.220818
1615481838	940619535	0.0268542	0.611415	0.127089	-0.220894
1615481838	950620349	0.0268462	0.611412	0.127092	-0.220851
1615481838	960550744	0.0268258	0.611398	0.127039	-0.220838
1615481838	970565574	0.0268483	0.611407	0.12705	-0.220824
1615481838	980724017	0.0268714	0.611401	0.12704	-0.220867
1615481838	990715379	0.0268793	0.611386	0.126984	-0.22084
1615481839	565166	0.0268726	0.611426	0.127099	-0.220879
1615481839	10510213	0.0268997	0.611434	0.127109	-0.220808
1615481839	20623027	0.0269146	0.611451	0.127146	-0.220795
1615481839	31212295	0.0269184	0.611451	0.127144	-0.220794
1615481839	40509010	0.0269279	0.611407	0.127005	-0.220819
1615481839	52816588	0.0269614	0.611433	0.127085	-0.220838
1615481839	60746854	0.0268776	0.611412	0.127058	-0.220781
1615481839	70607578	0.0269129	0.611434	0.127094	-0.220805
1615481839	80754554	0.0269013	0.611446	0.127111	-0.220786
1615481839	90566310	0.0268517	0.611413	0.127083	-0.220834
1615481839	100692775	0.0268651	0.611431	0.127124	-0.220891
1615481839	110584091	0.0269088	0.61141	0.12704	-0.220795
1615481839	120835018	0.0268782	0.611425	0.127095	-0.220858
1615481839	130592706	0.026842	0.611416	0.127129	-0.220917
1615481839	140498114	0.0268886	0.611441	0.127152	-0.220856
1615481839	150562373	0.0268884	0.611433	0.127168	-0.22081
1615481839	160620911	0.0268851	0.611428	0.127111	-0.220796
1615481839	170697451	0.0268379	0.611408	0.127046	-0.220948
1615481839	180897073	0.0268473	0.61141	0.127053	-0.22087
1615481839	190516543	0.0268625	0.611417	0.127055	-0.220801
1615481839	200667580	0.0269404	0.611453	0.127153	-0.220804
1615481839	210403268	0.0269065	0.611425	0.127058	-0.220787
1615481839	220676306	0.0269221	0.611436	0.127079	-0.220826
1615481839	230653883	0.0268788	0.611411	0.127039	-0.220787
1615481839	240515407	0.0268933	0.611424	0.127087	-0.220812
1615481839	250508102	0.0268758	0.611391	0.127019	-0.22087
1615481839	260545299	0.026888	0.611429	0.127096	-0.220767
1615481839	270615277	0.0269302	0.611417	0.127039	-0.220803
1615481839	280717375	0.0269142	0.611418	0.127068	-0.220951
1615481839	290491015	0.0268682	0.611436	0.127134	-0.220884
1615481839	300597232	0.0269078	0.611413	0.127067	-0.220901
1615481839	310603360	0.0269099	0.611438	0.127151	-0.220798
1615481839	320511558	0.0269693	0.611437	0.127141	-0.220803
1615481839	330502364	0.0268576	0.611414	0.127065	-0.220821
1615481839	340686067	0.0269017	0.611441	0.127135	-0.220837
1615481839	350582061	0.0268646	0.611417	0.127066	-0.220827
1615481839	360474970	0.0269341	0.611441	0.127154	-0.220824
1615481839	370753793	0.0268954	0.611431	0.12709	-0.2208
1615481839	380780319	0.0268831	0.61143	0.127074	-0.220814
1615481839	390561151	0.026922	0.611448	0.127107	-0.220778
1615481839	400839788	0.0269117	0.611391	0.126976	-0.220772
1615481839	411113315	0.0269555	0.611425	0.127084	-0.220778
1615481839	420757713	0.0269352	0.611446	0.127128	-0.220805
1615481839	430653436	0.0269193	0.611453	0.12717	-0.220754
1615481839	440493995	0.0268943	0.611426	0.127119	-0.220817
1615481839	450592329	0.0268727	0.611427	0.127129	-0.220839
1615481839	460564400	0.026864	0.611433	0.127142	-0.220827
1615481839	471028924	0.0268662	0.611408	0.127073	-0.220879
1615481839	480694474	0.0268871	0.611399	0.127064	-0.220819
1615481839	490626579	0.0269303	0.611412	0.127027	-0.220851
1615481839	500595367	0.026849	0.61141	0.12707	-0.220801
1615481839	510618425	0.0268935	0.611418	0.127094	-0.220797
1615481839	520653901	0.0268331	0.611397	0.127031	-0.220806
1615481839	530681029	0.0268861	0.611427	0.127098	-0.220826
1615481839	540659757	0.0268711	0.611411	0.127	-0.220822
1615481839	550620640	0.0268825	0.611421	0.127097	-0.220865
1615481839	560654823	0.0268924	0.611417	0.127044	-0.220759
1615481839	570588932	0.0269153	0.611399	0.126994	-0.220853
1615481839	580687538	0.0268427	0.611411	0.127062	-0.220896
1615481839	590411957	0.0268972	0.611394	0.12704	-0.22087
1615481839	600691361	0.0269252	0.611442	0.127179	-0.22084
1615481839	610562261	0.0268626	0.611421	0.12708	-0.22093
1615481839	620605222	0.0268746	0.611433	0.127097	-0.220874
1615481839	630641341	0.0268711	0.611431	0.127148	-0.220899
1615481839	640329900	0.026877	0.611436	0.127134	-0.220861
1615481839	650603930	0.0268756	0.611425	0.127112	-0.220862
1615481839	660664585	0.0268942	0.611401	0.127033	-0.220949
1615481839	670684009	0.0268839	0.611421	0.127065	-0.220796
1615481839	680759336	0.0268787	0.611428	0.127051	-0.220836
1615481839	690581814	0.0269546	0.611416	0.12701	-0.220816
1615481839	700954846	0.0269172	0.611401	0.126996	-0.220847
1615481839	711209180	0.0268949	0.611448	0.127139	-0.220836
1615481839	720477572	0.0269467	0.611427	0.12705	-0.220838
1615481839	730842885	0.0268785	0.611428	0.127063	-0.220849
1615481839	740767877	0.0269174	0.611408	0.126987	-0.220859
1615481839	750568955	0.0269374	0.611445	0.12716	-0.220787
1615481839	760502714	0.0268717	0.611413	0.127067	-0.220845
1615481839	771156160	0.0269001	0.611432	0.127144	-0.220889
1615481839	780693692	0.0268366	0.61141	0.127073	-0.22085
1615481839	790469628	0.0268811	0.611441	0.127155	-0.22079
