time_sec	time_nanosec	x_mocap_0	x_mocap_1	x_mocap_2	x_mocap_3	error	latency
1612175700	100809846	-0.0418704	0.770513	0.124108	-0.0381759	0.00017584	1.4824
1612175700	110791921	-0.0419558	0.77042	0.124083	-0.0381639	0.000176757	1.1877
1612175700	121466686	-0.0418775	0.770461	0.124165	-0.038118	0.00017537	1.9792
1612175700	130864270	-0.041895	0.770472	0.124174	-0.0381758	0.00017663	1.2045
1612175700	140750060	-0.041867	0.770521	0.12411	-0.03819	0.00017601	0.9094
1612175700	150893661	-0.041867	0.770521	0.12411	-0.03819	0.00017601	0.9094
1612175700	160759036	-0.041828	0.770505	0.124238	-0.0381656	0.000175785	1.3722
1612175700	170942878	-0.0418876	0.77047	0.124183	-0.0379006	0.00017299	1.4814
1612175700	180771333	-0.0418845	0.770462	0.12417	-0.038136	0.000175797	1.2241
1612175700	190793223	-0.0418749	0.77047	0.124171	-0.0381773	0.00017619	1.2539
1612175700	201117228	-0.0419456	0.770434	0.124085	-0.0381698	0.000176709	1.3509
1612175700	210803097	-0.0418234	0.770487	0.124224	-0.0381668	0.000175498	1.8097
1612175700	220917997	-0.0418694	0.770476	0.124205	-0.0381437	0.000175939	1.3728
1612175700	230949255	-0.0418919	0.770461	0.124157	-0.0381471	0.000175997	1.4727
1612175700	240808370	-0.0419634	0.770413	0.124068	-0.0382284	0.000177613	1.4493
1612175700	250891421	-0.0418945	0.770462	0.124169	-0.0381272	0.000175887	1.2997
1612175700	260700198	-0.0419563	0.77042	0.12409	-0.0381952	0.000177237	1.3484
1612175700	270792733	-0.041909	0.77045	0.124134	-0.0381567	0.000176238	1.3333
1612175700	280783222	-0.0418575	0.770544	0.124174	-0.0381897	0.000176444	1.3007
1612175700	290924059	-0.0419261	0.770437	0.124117	-0.0381091	0.000175768	1.378
1612175700	301039167	-0.0418462	0.770491	0.124236	-0.0381562	0.000175948	1.3021
1612175700	310726597	-0.0418674	0.770477	0.124189	-0.0381432	0.00017577	1.2614
1612175700	320816312	-0.041957	0.770432	0.124088	-0.0382	0.000177361	1.5176
1612175700	330954631	-0.0418187	0.770529	0.124156	-0.0381234	0.000174535	1.2048
1612175700	340910317	-0.0417958	0.770522	0.124294	-0.0381134	0.000174985	1.3603
1612175700	351050978	-0.0419243	0.77043	0.124102	-0.037895	0.000172837	1.0157
1612175700	360806843	-0.0419078	0.770456	0.124156	-0.0382192	0.000177247	3.9535
1612175700	370902040	-0.0418149	0.770536	0.124156	-0.0381333	0.000174623	1.287
1612175700	380871616	-0.0418474	0.770494	0.124203	-0.0381533	0.000175692	1.2582
1612175700	390950447	-0.0418881	0.770471	0.124174	-0.038183	0.000176576	1.2328
1612175700	401058972	-0.0418824	0.770465	0.124182	-0.0381529	0.000176087	1.3708
1612175700	410825928	-0.0418551	0.770509	0.124109	-0.03814	0.000175029	0.9731
1612175700	420832549	-0.0419616	0.770408	0.124065	-0.0381499	0.000176495	1.275
1612175700	430719577	-0.0418262	0.770501	0.124255	-0.0381855	0.000176127	1.0092
1612175700	440796828	-0.0419321	0.770435	0.124098	-0.0379229	0.000173346	1.2642
1612175700	451060494	-0.0418755	0.770521	0.124114	-0.0379564	0.000173192	1.1613
1612175700	460739516	-0.0418626	0.77051	0.124094	-0.038176	0.000175553	0.9831
1612175700	470808670	-0.0419322	0.770437	0.124102	-0.0381627	0.000176479	0.9488
