time_sec	time_nanosec	ref_pose_mod_0	ref_pose_mod_1	ref_pose_mod_2	ref_pose_mod_3
1614772900	172755271	0.66678	0.675395	0.696183	0.622636
1614772900	182765372	0.66678	0.675395	0.696183	0.622636
1614772900	192814090	0.66678	0.675395	0.696183	0.622636
1614772900	202837105	0.66678	0.675395	0.696183	0.622636
1614772900	212912603	0.66678	0.675395	0.696183	0.622636
1614772900	222991604	0.66678	0.675395	0.696183	0.622636
1614772900	232947501	0.66678	0.675395	0.696183	0.622636
1614772900	242833300	0.66678	0.675395	0.696183	0.622636
1614772900	252952333	0.66678	0.675395	0.696183	0.622636
1614772900	262782633	0.66678	0.675395	0.696183	0.622636
1614772900	272904140	0.66678	0.675395	0.696183	0.622636
1614772900	282879472	0.66678	0.675395	0.696183	0.622636
1614772900	292712919	0.66678	0.675395	0.696183	0.622636
1614772900	302893154	0.66678	0.675395	0.696183	0.622636
1614772900	312908864	0.66678	0.675395	0.696183	0.622636
1614772900	322820423	0.66678	0.675395	0.696183	0.622636
1614772900	332828785	0.66678	0.675395	0.696183	0.622636
1614772900	342851115	0.66678	0.675395	0.696183	0.622636
1614772900	352840892	0.66678	0.675395	0.696183	0.622636
1614772900	362886039	0.66678	0.675395	0.696183	0.622636
1614772900	372982521	0.66678	0.675395	0.696183	0.622636
1614772900	382803738	0.66678	0.675395	0.696183	0.622636
1614772900	392726726	0.66678	0.675395	0.696183	0.622636
1614772900	402794697	0.66678	0.675395	0.696183	0.622636
1614772900	412724753	0.66678	0.675395	0.696183	0.622636
1614772900	422797110	0.66678	0.675395	0.696183	0.622636
1614772900	432772070	0.66678	0.675395	0.696183	0.622636
1614772900	442789505	0.66678	0.675395	0.696183	0.622636
1614772900	452866865	0.66678	0.675395	0.696183	0.622636
1614772900	462722340	0.66678	0.675395	0.696183	0.622636
1614772900	472763615	0.66678	0.675395	0.696183	0.622636
1614772900	482912156	0.66678	0.675395	0.696183	0.622636
1614772900	492717781	0.66678	0.675395	0.696183	0.622636
1614772900	502839456	0.66678	0.675395	0.696183	0.622636
1614772900	512753561	0.66678	0.675395	0.696183	0.622636
1614772900	522665971	0.66678	0.675395	0.696183	0.622636
1614772900	532898221	0.66678	0.675395	0.696183	0.622636
1614772900	542696140	0.66678	0.675395	0.696183	0.622636
1614772900	552770044	0.66678	0.675395	0.696183	0.622636
1614772900	562828709	0.66678	0.675395	0.696183	0.622636
1614772900	572815691	0.66678	0.675395	0.696183	0.622636
1614772900	582740277	0.66678	0.675395	0.696183	0.622636
1614772900	592818518	0.66678	0.675395	0.696183	0.622636
1614772900	602878898	0.66678	0.675395	0.696183	0.622636
1614772900	612753439	0.66678	0.675395	0.696183	0.622636
1614772900	622795028	0.66678	0.675395	0.696183	0.622636
1614772900	632793961	0.66678	0.675395	0.696183	0.622636
1614772900	642714845	0.66678	0.675395	0.696183	0.622636
1614772900	652786650	0.66678	0.675395	0.696183	0.622636
1614772900	662743248	0.66678	0.675395	0.696183	0.622636
1614772900	672758132	0.66678	0.675395	0.696183	0.622636
1614772900	682848321	0.66678	0.675395	0.696183	0.622636
1614772900	692754992	0.66678	0.675395	0.696183	0.622636
1614772900	702896663	0.66678	0.675395	0.696183	0.622636
1614772900	712998239	0.66678	0.675395	0.696183	0.622636
1614772900	722778742	0.66678	0.675395	0.696183	0.622636
1614772900	732784306	0.66678	0.675395	0.696183	0.622636
1614772900	742881493	0.66678	0.675395	0.696183	0.622636
1614772900	752852719	0.66678	0.675395	0.696183	0.622636
1614772900	762790172	0.66678	0.675395	0.696183	0.622636
1614772900	772797120	0.66678	0.675395	0.696183	0.622636
1614772900	782911562	0.66678	0.675395	0.696183	0.622636
1614772900	792956008	0.66678	0.675395	0.696183	0.622636
1614772900	803078340	0.66678	0.675395	0.696183	0.622636
1614772900	812946744	0.66678	0.675395	0.696183	0.622636
1614772900	822772601	0.66678	0.675395	0.696183	0.622636
1614772900	832832677	0.66678	0.675395	0.696183	0.622636
1614772900	842845169	0.66678	0.675395	0.696183	0.622636
1614772900	852889899	0.66678	0.675395	0.696183	0.622636
1614772900	862838765	0.66678	0.675395	0.696183	0.622636
1614772900	872764191	0.66678	0.675395	0.696183	0.622636
1614772900	882884321	0.66678	0.675395	0.696183	0.622636
1614772900	892773728	0.66678	0.675395	0.696183	0.622636
1614772900	902902139	0.66678	0.675395	0.696183	0.622636
