time_sec	time_nanosec	joint_position_0	joint_position_1	joint_position_2	joint_position_3
1615809550	305036173	0.66676	0.675395	0.696343	0.622631
1615809550	315058426	0.66676	0.675395	0.696343	0.622631
1615809550	325026051	0.66676	0.675395	0.696343	0.622631
1615809550	335061323	0.66676	0.675395	0.696343	0.622631
1615809550	345013061	0.66676	0.675395	0.696343	0.622631
1615809550	355018717	0.66676	0.675395	0.696343	0.622631
1615809550	365014731	0.66676	0.675395	0.696343	0.622631
1615809550	375049109	0.66676	0.675395	0.696343	0.622631
1615809550	385045788	0.66676	0.675395	0.696343	0.622631
1615809550	395043243	0.66676	0.675395	0.696343	0.622631
1615809550	405030799	0.66676	0.675395	0.696343	0.622631
1615809550	415063552	0.66676	0.675395	0.696343	0.622631
1615809550	425010519	0.66676	0.675395	0.696343	0.622631
1615809550	435010929	0.66676	0.675395	0.696343	0.622631
1615809550	445015346	0.66676	0.675395	0.696343	0.622631
1615809550	455038620	0.66676	0.675395	0.696343	0.622631
1615809550	465054043	0.66676	0.675395	0.696343	0.622631
1615809550	475072737	0.66676	0.675395	0.696343	0.622631
1615809550	485046389	0.66676	0.675395	0.696343	0.622631
1615809550	495023898	0.66676	0.675395	0.696343	0.622631
1615809550	505048049	0.66676	0.675395	0.696343	0.622631
1615809550	515031867	0.66676	0.675395	0.696343	0.622631
1615809550	524997269	0.66676	0.675395	0.696343	0.622631
1615809550	535009030	0.66676	0.675395	0.696343	0.622631
1615809550	545068073	0.66676	0.675395	0.696343	0.622631
1615809550	555042276	0.66676	0.675395	0.696343	0.622631
1615809550	565023073	0.66676	0.675395	0.696343	0.622631
1615809550	575029548	0.66676	0.675395	0.696343	0.622631
1615809550	585016970	0.66676	0.675395	0.696343	0.622631
1615809550	595017722	0.66676	0.675395	0.696343	0.622631
1615809550	605008290	0.66676	0.675395	0.696343	0.622631
1615809550	615054663	0.66676	0.675395	0.696343	0.622631
1615809550	625010351	0.66676	0.675395	0.696343	0.622631
1615809550	635049146	0.66676	0.675395	0.696343	0.622631
1615809550	645026638	0.66676	0.675395	0.696343	0.622631
1615809550	655030097	0.66676	0.675395	0.696343	0.622631
1615809550	665013569	0.66676	0.675395	0.696343	0.622631
1615809550	674973677	0.66676	0.675395	0.696343	0.622631
1615809550	685048598	0.66676	0.675395	0.696343	0.622631
1615809550	695027861	0.66676	0.675395	0.696343	0.622631
1615809550	705013040	0.66676	0.675395	0.696343	0.622631
1615809550	715034762	0.66676	0.675395	0.696343	0.622631
1615809550	725061295	0.66676	0.675395	0.696343	0.622631
1615809550	735013843	0.66676	0.675395	0.696343	0.622631
1615809550	745011025	0.66676	0.675395	0.696343	0.622631
1615809550	755039740	0.66676	0.675395	0.696343	0.622631
1615809550	765010328	0.66676	0.675395	0.696343	0.622631
1615809550	775008111	0.66676	0.675395	0.696343	0.622631
1615809550	785058396	0.66676	0.675395	0.696343	0.622631
1615809550	795095185	0.66676	0.675395	0.696343	0.622631
1615809550	804986407	0.66676	0.675395	0.696343	0.622631
1615809550	815053710	0.66676	0.675395	0.696343	0.622631
1615809550	825022322	0.66676	0.675395	0.696343	0.622631
1615809550	835010807	0.66676	0.675395	0.696343	0.622631
1615809550	845049946	0.66676	0.675395	0.696343	0.622631
1615809550	855029779	0.66676	0.675395	0.696343	0.622631
1615809550	865029125	0.66676	0.675395	0.696343	0.622631
1615809550	875043434	0.66676	0.675395	0.696343	0.622631
1615809550	885023200	0.66676	0.675395	0.696343	0.622631
1615809550	895010548	0.66676	0.675395	0.696343	0.622631
1615809550	905025141	0.66676	0.675395	0.696343	0.622631
1615809550	915064246	0.66676	0.675395	0.696343	0.622631
1615809550	925046776	0.66676	0.675395	0.696343	0.622631
1615809550	935026102	0.66676	0.675395	0.696343	0.622631
1615809550	945030699	0.66676	0.675395	0.696343	0.622631
1615809550	955048622	0.66676	0.675395	0.696343	0.622631
1615809550	965063729	0.66676	0.675395	0.696343	0.622631
1615809550	975021983	0.66676	0.675395	0.696343	0.622631
1615809550	985020209	0.66676	0.675395	0.696343	0.622631
1615809550	995034491	0.66676	0.675395	0.696343	0.622631
1615809551	5037803	0.66676	0.675395	0.696343	0.622631
1615809551	15060317	0.66676	0.675395	0.696343	0.622631
1615809551	25029776	0.66676	0.675395	0.696343	0.622631
1615809551	35038896	0.66676	0.675395	0.696343	0.622631
1615809551	45004063	0.66676	0.675395	0.696343	0.622631
1615809551	55034351	0.66676	0.675395	0.696343	0.622631
1615809551	65057656	0.66676	0.675395	0.696343	0.622631
