time_sec	time_nanosec	control_action_0	control_action_1	control_action_2	control_action_3
1608130714	619883558	94.63	85.21	91.06	97.22
1608130714	629832422	96.57	86.95	92.92	99.21
1608130714	639891545	98.5	88.69	94.79	101.19
1608130714	649820331	100.43	90.43	96.65	103.18
1608130714	659833249	102.36	92.18	98.51	105.16
1608130714	670062935	104.3	93.92	100.37	107.15
1608130714	680003443	106.23	95.66	102.23	109.13
1608130714	690171928	108.16	97.4	104.09	111.12
1608130714	700150691	110.09	99.15	105.95	113.1
1608130714	710145891	112.03	100.89	107.81	115.08
1608130714	720084747	113.96	102.63	109.67	117.07
1608130714	729980929	115.89	104.38	111.53	119.05
1608130714	740075180	117.82	106.12	113.39	121.04
1608130714	750078770	119.76	107.87	115.26	123.02
1608130714	760086442	121.69	109.61	117.12	125.01
1608130714	770098593	123.62	111.35	118.98	126.99
1608130714	780025769	125.56	113.1	120.84	128.98
1608130714	790050789	127.49	114.84	122.7	130.96
1608130714	800150781	129.42	116.59	124.56	132.94
1608130714	810099480	131.36	118.33	126.43	134.93
1608130714	820166202	133.29	120.08	128.29	136.91
1608130714	830167613	135.22	121.82	130.15	138.9
1608130714	840333389	137.15	123.57	132.01	140.88
1608130714	850347088	139.09	125.31	133.87	142.87
1608130714	860127044	141.02	127.06	135.74	144.85
1608130714	870131704	142.95	128.8	137.6	146.84
1608130714	880108229	144.89	130.55	139.46	148.82
1608130714	890057209	146.82	132.29	141.32	150.8
1608130714	900161833	148.75	134.04	143.19	152.79
1608130714	910158817	150.69	135.79	145.05	154.77
1608130714	920090168	152.62	137.53	146.91	156.76
1608130714	930126162	154.55	139.28	148.77	158.74
1608130714	940307582	156.49	141.03	150.64	160.73
1608130714	950137915	158.42	142.77	152.5	162.71
1608130714	960356067	160.36	144.52	154.36	164.7
1608130714	970013377	162.29	146.27	156.22	166.68
1608130714	980146966	164.22	148.01	158.09	168.67
1608130714	990221273	166.16	149.76	159.95	170.65
1608130715	158941	168.09	151.51	161.81	172.64
1608130715	10205488	170.02	153.25	163.68	174.62
1608130715	20082654	171.96	155	165.54	176.61
1608130715	30158018	173.89	156.75	167.4	178.59
1608130715	40083173	175.83	158.5	169.27	180.57
1608130715	50052493	177.76	160.25	171.13	182.56
1608130715	60070328	179.69	161.99	173	184.54
1608130715	70044102	181.63	163.74	174.86	186.53
1608130715	80105079	183.56	165.49	176.72	188.51
1608130715	90192577	185.5	167.24	178.59	190.5
1608130715	100150232	187.43	168.99	180.45	192.48
1608130715	110110556	189.36	170.74	182.31	194.47
1608130715	120171767	191.3	172.48	184.18	196.45
1608130715	130366186	193.23	174.23	186.04	198.44
1608130715	140252083	195.17	175.98	187.91	200.42
1608130715	150283316	197.1	177.73	189.77	202.41
1608130715	160158840	199.04	179.48	191.64	204.39
1608130715	170010304	200.97	181.23	193.5	206.38
1608130715	180130444	202.9	182.98	195.37	208.36
1608130715	190083237	204.84	184.73	197.23	210.35
1608130715	200149547	206.77	186.48	199.09	212.33
1608130715	210303215	208.71	188.23	200.96	214.32
1608130715	220133235	210.64	189.98	202.82	216.3
1608130715	230245945	212.58	191.73	204.69	218.29
1608130715	240107954	214.51	193.48	206.55	220.27
1608130715	250162221	216.45	195.23	208.42	222.26
1608130715	260140433	218.38	196.98	210.28	224.24
1608130715	270059600	220.32	198.73	212.15	226.23
1608130715	280161697	222.25	200.48	214.02	228.21
1608130715	290102832	224.19	202.23	215.88	230.2
1608130715	300133453	226.12	203.98	217.75	232.18
1608130715	310130668	228.05	205.74	219.61	234.17
1608130715	320157643	229.99	207.49	221.48	236.15
1608130715	330142932	231.92	209.24	223.34	238.14
1608130715	340141705	233.86	210.99	225.21	240.12
1608130715	350146633	235.79	212.74	227.07	242.11
1608130715	360098494	237.73	214.49	228.94	244.09
1608130715	370168685	239.66	216.25	230.81	246.08
1608130715	380017635	241.6	218	232.67	248.06
1608130715	390154720	243.54	219.75	234.54	250.05
1608130715	400097998	245.47	221.5	236.4	252.03
1608130715	410298001	247.41	223.26	238.27	254.02
1608130715	420296338	249.34	225.01	240.14	256
1608130715	430338034	251.28	226.76	242	257.99
1608130715	440291148	253.21	228.51	243.87	259.97
1608130715	450127115	255.15	230.27	245.74	261.96
1608130715	460043373	257.08	232.02	247.6	263.94
1608130715	470160268	259.02	233.77	249.47	265.93
1608130715	480152873	260.95	235.53	251.34	267.91
1608130715	490082964	262.89	237.28	253.2	269.9
1608130715	500313678	264.82	239.03	255.07	271.88
1608130715	510065816	266.76	240.79	256.94	273.87
1608130715	520264774	268.7	242.54	258.81	275.85
1608130715	530051335	270.63	244.3	260.67	277.84
1608130715	540096178	272.57	246.05	262.54	279.82
1608130715	550158850	274.5	247.8	264.41	281.81
1608130715	560126003	276.44	249.56	266.27	283.79
1608130715	570181795	278.37	251.31	268.14	285.78
1608130715	580230520	280.31	253.07	270.01	287.76
1608130715	590188326	282.25	254.82	271.88	289.75
1608130715	600106646	284.18	256.58	273.74	291.73
1608130715	609991786	286.12	258.33	275.61	293.72
1608130715	620125013	288.05	260.09	277.48	295.7
1608130715	630262871	289.99	261.84	279.35	297.69
1608130715	640270081	291.93	263.6	281.22	299.68
1608130715	650357629	293.86	265.35	283.08	301.66
1608130715	660195715	295.8	267.11	284.95	303.65
1608130715	670064328	297.74	268.87	286.82	305.63
1608130715	680031211	299.67	270.62	288.69	307.62
1608130715	690400957	301.61	272.38	290.56	309.6
1608130715	700152707	303.54	274.13	292.42	311.59
1608130715	710153772	305.48	275.89	294.29	313.57
1608130715	720104109	307.42	277.65	296.16	315.56
1608130715	730135478	309.35	279.4	298.03	317.54
1608130715	740135289	311.29	281.16	299.9	319.53
1608130715	750056945	313.23	282.92	301.77	321.51
1608130715	760148886	315.16	284.67	303.64	323.5
1608130715	770191259	317.1	286.43	305.51	325.48
1608130715	780153425	319.04	288.19	307.37	327.47
1608130715	790168157	320.97	289.95	309.24	329.46
1608130715	800157641	322.91	291.7	311.11	331.44
1608130715	810172912	324.85	293.46	312.98	333.43
1608130715	820341404	326.78	295.22	314.85	335.41
1608130715	830126298	328.72	296.98	316.72	337.4
1608130715	840238423	330.66	298.73	318.59	339.38
1608130715	850146314	332.59	300.49	320.46	341.37
1608130715	860170866	334.53	302.25	322.33	343.35
1608130715	870172077	336.47	304.01	324.2	345.34
1608130715	880343200	338.4	305.77	326.07	347.32
1608130715	890103502	340.34	307.52	327.94	349.31
1608130715	900188042	342.28	309.28	329.81	351.3
1608130715	910297903	344.21	311.04	331.68	353.28
1608130715	920035768	346.15	312.8	333.55	355.27
1608130715	930245949	348.09	314.56	335.42	357.25
1608130715	940358458	350.03	316.32	337.29	359.24
1608130715	950003959	351.96	318.08	339.16	361.22
1608130715	960158444	353.9	319.84	341.03	363.21
1608130715	970145167	355.84	321.6	342.9	365.19
1608130715	980156155	357.77	323.36	344.77	367.18
1608130715	990169665	359.71	325.12	346.64	369.16
1608130716	163770	361.65	326.88	348.51	371.15
1608130716	10029670	363.59	328.64	350.38	373.14
1608130716	20134350	365.52	330.4	352.25	375.12
1608130716	30157941	367.46	332.16	354.12	377.11
1608130716	40099287	367.46	332.16	354.12	377.11
