time_sec	time_nanosec	jac_det
1616592226	314396954	0.0542429
1616592226	324329815	0.0542483
1616592226	333588273	0.0542523
1616592226	344269349	0.0542535
1616592226	353695355	0.0542524
1616592226	363634806	0.0542524
1616592226	374808947	0.0542518
1616592226	383835502	0.054253
1616592226	393872965	0.054253
1616592226	403994546	0.0542524
1616592226	414294435	0.0542532
1616592226	427013064	0.0542433
1616592226	434505950	0.0542427
1616592226	447193286	0.0542466
1616592226	457091199	0.0542504
1616592226	467303156	0.0542493
1616592226	477338451	0.0542462
1616592226	487251137	0.0542496
1616592226	497282093	0.0542494
1616592226	507148625	0.0542506
1616592226	517167281	0.0542481
1616592226	527084574	0.0542542
1616592226	537670067	0.0542537
1616592226	544593993	0.0542566
1616592226	556912381	0.054255
1616592226	567139998	0.0542462
1616592226	574637956	0.0542561
1616592226	584502095	0.054251
1616592226	594629651	0.0542494
1616592226	604538432	0.0542534
1616592226	616961760	0.0542476
1616592226	624595110	0.0542453
1616592226	637447787	0.0542449
1616592226	644441588	0.0542473
1616592226	654533821	0.0542469
1616592226	667078763	0.0542482
1616592226	674678369	0.0542496
1616592226	684717268	0.0542528
1616592226	694919005	0.0542532
1616592226	704573738	0.054254
1616592226	717088119	0.0542502
1616592226	727174061	0.05425
1616592226	737161064	0.054246
1616592226	746964037	0.0542432
1616592226	754524008	0.0542416
1616592226	764615151	0.0542461
1616592226	774575276	0.054243
1616592226	784721084	0.0542462
1616592226	801287293	0.0542485
1616592226	808207950	0.0542525
1616592226	814634049	0.0542494
1616592226	824172572	0.0542545
1616592226	835926264	0.0542537
1616592226	844245078	0.0542541
1616592226	854187173	0.0542505
1616592226	864211328	0.0542514
1616592226	875971128	0.0542554
1616592226	884292160	0.0542559
1616592226	894025696	0.0542523
1616592226	905966121	0.0542514
1616592226	915897557	0.0542415
1616592226	925929989	0.0542524
1616592226	935881613	0.0542504
1616592226	945858881	0.0542532
1616592226	954230117	0.0542492
1616592226	964161455	0.0542538
1616592226	974061227	0.0542498
1616592226	985842232	0.0542486
1616592226	996197415	0.0542514
1616592227	4136373	0.0542553
1616592227	14151141	0.0542516
1616592227	24050189	0.0542519
1616592227	36108799	0.0541938
1616592227	46177019	0.0542533
1616592227	55812221	0.0542559
1616592227	66248460	0.0542495
1616592227	74134393	0.0541944
1616592227	86058781	0.0542484
1616592227	94214287	0.0542454
1616592227	104307939	0.0542469
1616592227	114032634	0.0542482
1616592227	126033189	0.054189
1616592227	134236606	0.0542535
1616592227	144160538	0.0542016
1616592227	156322349	0.0542483
1616592227	164313863	0.0542538
1616592227	175879400	0.0542495
1616592227	184136146	0.0542527
1616592227	194093462	0.0542527
1616592227	206152747	0.0541964
1616592227	214141906	0.054247
1616592227	224114119	0.0542492
1616592227	234342314	0.0542499
1616592227	246000361	0.0542501
1616592227	254160407	0.0542493
1616592227	264189056	0.0541951
1616592227	274128464	0.0542482
1616592227	284167512	0.0542495
1616592227	294185895	0.0542506
1616592227	304200870	0.0542563
1616592227	314175473	0.0542523
1616592227	326145927	0.054199
1616592227	334119727	0.0542541
1616592227	344180123	0.0541998
1616592227	354227608	0.0542513
1616592227	365905600	0.054254
1616592227	374075237	0.0542522
1616592227	384202358	0.0542473
1616592227	396015291	0.0542486
1616592227	404254504	0.0542552
1616592227	415951850	0.0542527
1616592227	425881905	0.0542517
1616592227	435852068	0.0542497
1616592227	446129565	0.0541941
1616592227	454234604	0.0542527
1616592227	464216801	0.0542535
1616592227	475974567	0.0542575
1616592227	486374456	0.054202
1616592227	494312985	0.0542515
1616592227	504283199	0.0542552
1616592227	514166738	0.0542577
1616592227	524209651	0.0542537
1616592227	534203757	0.0542539
1616592227	546138549	0.0542006
1616592227	556039718	0.0542014
1616592227	566366402	0.0542557
1616592227	574169661	0.0542597
1616592227	586162084	0.0541963
1616592227	594267411	0.0541945
1616592227	606218591	0.0542511
1616592227	614161446	0.0542549
1616592227	625900411	0.0542544
1616592227	634221468	0.0542528
1616592227	644101308	0.0542543
1616592227	656162024	0.0542571
1616592227	664122633	0.0542516
1616592227	674169772	0.0542502
1616592227	684098476	0.0542524
1616592227	694166959	0.0542541
1616592227	704310137	0.0542524
1616592227	716078908	0.0542559
1616592227	724022781	0.0542514
1616592227	734152402	0.0542486
1616592227	744156992	0.0542511
1616592227	754102358	0.0542508
1616592227	765937231	0.0542532
1616592227	774290845	0.0542491
1616592227	784250886	0.0542533
1616592227	794259398	0.0542499
1616592227	805831581	0.0542592
1616592227	814141086	0.0542561
1616592227	825938234	0.0542554
1616592227	835923796	0.0542508
1616592227	844154395	0.054248
1616592227	855963812	0.0542501
1616592227	864288452	0.054247
1616592227	874091074	0.0542515
1616592227	884177696	0.0542568
1616592227	896143177	0.0542564
1616592227	905782662	0.0542489
1616592227	916162575	0.0541953
1616592227	924356875	0.0541921
1616592227	934190352	0.054252
1616592227	944170645	0.0542542
1616592227	956157233	0.0542542
1616592227	964198118	0.0542573
1616592227	974033961	0.054257
1616592227	984172280	0.0542564
1616592227	994301603	0.0542552
1616592228	4327117	0.0542513
1616592228	15928839	0.0542582
1616592228	26066995	0.0542545
1616592228	36033004	0.0542512
1616592228	44105535	0.054256
1616592228	54183741	0.0541962
1616592228	64171913	0.0542484
1616592228	75888410	0.0542517
1616592228	84157306	0.0542551
1616592228	96318922	0.0542021
1616592228	104154731	0.0542552
1616592228	114131628	0.0542551
1616592228	124192661	0.0542002
1616592228	135936565	0.0542026
1616592228	144232410	0.0542563
1616592228	154303944	0.0542569
1616592228	164075411	0.0541983
1616592228	174111202	0.0541996
1616592228	186054928	0.0542023
1616592228	194331289	0.0541978
1616592228	204244735	0.0542519
1616592228	214158911	0.0541954
1616592228	226227139	0.0542546
1616592228	234156510	0.0542539
1616592228	245974731	0.054251
1616592228	254154450	0.0542527
1616592228	263994477	0.0542537
1616592228	274175818	0.0542518
1616592228	286146554	0.0541968
1616592228	294314940	0.054258
1616592228	304317055	0.054259
1616592228	315979298	0.0542554
1616592228	324170047	0.0542602
1616592228	334266155	0.0542527
1616592228	344207840	0.0542501
1616592228	354212770	0.0542558
1616592228	365887400	0.0542507
1616592228	375852378	0.0542579
1616592228	385885959	0.054252
1616592228	394315225	0.0542533
1616592228	404168602	0.0541994
1616592228	416144723	0.054251
1616592228	424234000	0.054253
1616592228	436098608	0.0542523
1616592228	444158046	0.0541965
1616592228	456185776	0.0542586
1616592228	464259016	0.0542553
1616592228	475961678	0.0542587
1616592228	486428684	0.054197
1616592228	496309145	0.0542525
1616592228	504166546	0.0542537
1616592228	516773910	0.0542011
1616592228	526190416	0.0542536
1616592228	536090873	0.0541994
1616592228	546810814	0.0541976
1616592228	556133021	0.054199
1616592228	564185515	0.054249
1616592228	575918511	0.0542542
1616592228	586452080	0.054251
1616592228	596169572	0.0541977
1616592228	606879908	0.0542556
