time_sec	time_nanosec	ref_pose_mod_0	ref_pose_mod_1	ref_pose_mod_2	ref_pose_mod_3
1616592226	249470657	0.66678	0.675395	0.696183	0.622636
1616592226	256444142	0.66678	0.675395	0.696183	0.622636
1616592226	266014552	0.66678	0.675395	0.696183	0.622636
1616592226	274958166	0.66678	0.675395	0.696183	0.622636
1616592226	283946717	0.66678	0.675395	0.696183	0.622636
1616592226	294671947	0.66678	0.675395	0.696183	0.622636
1616592226	304672161	0.66678	0.675395	0.696183	0.622636
1616592226	314554144	0.66678	0.675395	0.696183	0.622636
1616592226	324492588	0.66678	0.675395	0.696183	0.622636
1616592226	334514961	0.66678	0.675395	0.696183	0.622636
1616592226	344445895	0.66678	0.675395	0.696183	0.622636
1616592226	354609266	0.66678	0.675395	0.696183	0.622636
1616592226	364691462	0.66678	0.675395	0.696183	0.622636
1616592226	375003965	0.66678	0.675395	0.696183	0.622636
1616592226	385149890	0.66678	0.675395	0.696183	0.622636
1616592226	395315147	0.66678	0.675395	0.696183	0.622636
1616592226	405963647	0.66678	0.675395	0.696183	0.622636
1616592226	416581042	0.66678	0.675395	0.696183	0.622636
1616592226	427436508	0.66678	0.675395	0.696183	0.622636
1616592226	437607543	0.66678	0.675395	0.696183	0.622636
1616592226	447766404	0.66678	0.675395	0.696183	0.622636
1616592226	457636511	0.66678	0.675395	0.696183	0.622636
1616592226	467729576	0.66678	0.675395	0.696183	0.622636
1616592226	477814005	0.66678	0.675395	0.696183	0.622636
1616592226	487783889	0.66678	0.675395	0.696183	0.622636
1616592226	497833286	0.66678	0.675395	0.696183	0.622636
1616592226	507635236	0.66678	0.675395	0.696183	0.622636
1616592226	517677674	0.66678	0.675395	0.696183	0.622636
1616592226	527565424	0.66678	0.675395	0.696183	0.622636
1616592226	538243650	0.66678	0.675395	0.696183	0.622636
1616592226	548540106	0.66678	0.675395	0.696183	0.622636
1616592226	557358812	0.66678	0.675395	0.696183	0.622636
1616592226	567651314	0.66678	0.675395	0.696183	0.622636
1616592226	577680172	0.66678	0.675395	0.696183	0.622636
1616592226	587438168	0.66678	0.675395	0.696183	0.622636
1616592226	598619856	0.66678	0.675395	0.696183	0.622636
1616592226	607471041	0.66678	0.675395	0.696183	0.622636
1616592226	617448983	0.66678	0.675395	0.696183	0.622636
1616592226	627687798	0.66678	0.675395	0.696183	0.622636
1616592226	637891008	0.66678	0.675395	0.696183	0.622636
1616592226	647561717	0.66678	0.675395	0.696183	0.622636
1616592226	657761271	0.66678	0.675395	0.696183	0.622636
1616592226	667655231	0.66678	0.675395	0.696183	0.622636
1616592226	677769471	0.66678	0.675395	0.696183	0.622636
1616592226	687760121	0.66678	0.675395	0.696183	0.622636
1616592226	698113357	0.66678	0.675395	0.696183	0.622636
1616592226	707473088	0.66678	0.675395	0.696183	0.622636
1616592226	717544100	0.66678	0.675395	0.696183	0.622636
1616592226	727688397	0.66678	0.675395	0.696183	0.622636
