time_sec	time_nanosec	vc_des_0	vc_des_1	vc_des_2	vc_des_3
1616592226	221905785	0	0	0	0
1616592226	228599379	0	0	0	0
1616592226	236811142	0	0	0	0
1616592226	249505476	0	0	0	0
1616592226	256457348	0	0	0	0
1616592226	266027836	0	0	0	0
1616592226	274967787	0	0	0	0
1616592226	283956075	0	0	0	0
1616592226	294681848	0	0	0	0
1616592226	304681912	0	0	0	0
1616592226	314563120	0	0	0	0
1616592226	324500555	0	0	0	0
1616592226	334524037	0	0	0	0
1616592226	344454566	0	0	0	0
1616592226	354620152	0	0	0	0
1616592226	364701882	0	0	0	0
1616592226	375014280	0	0	0	0
1616592226	385162014	0	0	0	0
1616592226	395328285	0	0	0	0
1616592226	405981091	0	0	0	0
1616592226	416605225	0	0	0	0
1616592226	427463592	0	0	0	0
1616592226	437635210	0	0	0	0
1616592226	447794016	0	0	0	0
1616592226	457662256	0	0	0	0
1616592226	467755908	0	0	0	0
1616592226	477844006	0	0	0	0
1616592226	487818268	0	0	0	0
1616592226	497858966	0	0	0	0
1616592226	507660924	0	0	0	0
1616592226	517713295	0	0	0	0
1616592226	527592646	0	0	0	0
1616592226	538271250	0	0	0	0
1616592226	548568599	0	0	0	0
1616592226	557383856	0	0	0	0
1616592226	567676221	0	0	0	0
1616592226	577707984	0	0	0	0
1616592226	587463914	0	0	0	0
1616592226	598646361	0	0	0	0
1616592226	607496416	0	0	0	0
1616592226	617473739	0	0	0	0
1616592226	627719088	0	0	0	0
1616592226	637915882	0	0	0	0
1616592226	647587185	0	0	0	0
1616592226	657788816	0	0	0	0
1616592226	667685784	0	0	0	0
1616592226	677799937	0	0	0	0
1616592226	687786287	0	0	0	0
1616592226	698144570	0	0	0	0
1616592226	707499286	0	0	0	0
1616592226	717571730	0	0	0	0
1616592226	727714639	0	0	0	0
1616592226	737658876	0	0	0	0
1616592226	747514929	0	0	0	0
1616592226	757657569	0	0	0	0
1616592226	767698391	0	0	0	0
1616592226	777926168	0	0	0	0
1616592226	787759717	0	0	0	0
1616592226	801971514	0	0	0	0
1616592226	809342273	0	0	0	0
1616592226	818453425	0	0	0	0
1616592226	826217132	0	0	0	0
1616592226	836289652	0	0	0	0
1616592226	846958041	0	0	0	0
1616592226	856315840	0	0	0	0
1616592226	866366786	0	0	0	0
1616592226	876338573	0	0	0	0
1616592226	886409789	0	0	0	0
1616592226	896224405	0	0	0	0
1616592226	906390961	0	0	0	0
1616592226	916292371	0	0	0	0
1616592226	926303499	0	0	0	0
1616592226	936243043	0	0	0	0
1616592226	946254812	0	0	0	0
1616592226	956385457	0	0	0	0
1616592226	966438557	0	0	0	0
1616592226	976188414	0	0	0	0
1616592226	986240006	0	0	0	0
1616592226	996688529	0	0	0	0
1616592227	6227266	0	0	0	0
1616592227	16292865	0	0	0	0
1616592227	26163836	0	0	0	0
1616592227	36496102	0	0	0	0
1616592227	46518534	0	0	0	0
1616592227	56198053	0	0	0	0
1616592227	66738863	0	0	0	0
1616592227	76495770	0	0	0	0
1616592227	86459147	0	0	0	0
1616592227	96413652	0	0	0	0
1616592227	106403985	0	0	0	0
1616592227	116169388	0	0	0	0
1616592227	126492507	0	0	0	0
1616592227	136643865	0	0	0	0
1616592227	146337882	0	0	0	0
1616592227	156746404	0	0	0	0
1616592227	166763223	0	0	0	0
1616592227	176214896	0	0	0	0
1616592227	186508997	0	0	0	0
1616592227	196300207	0	0	0	0
1616592227	206482233	0	0	0	0
1616592227	216461456	0	0	0	0
1616592227	226318784	0	0	0	0
1616592227	236469568	0	0	0	0
1616592227	246398973	0	0	0	0
1616592227	256218435	0	0	0	0
1616592227	266862074	0	0	0	0
1616592227	276565942	0	0	0	0
1616592227	286363611	0	0	0	0
1616592227	296265156	0	0	0	0
1616592227	306356923	0	0	0	0
1616592227	316275084	0	0	0	0
1616592227	326509308	0	0	0	0
1616592227	336529457	0	0	0	0
1616592227	346519455	0	0	0	0
1616592227	356544484	0	0	0	0
1616592227	366334709	0	0	0	0
1616592227	376213419	0	0	0	0
1616592227	386412299	0	0	0	0
1616592227	396369446	0	0	0	0
1616592227	406381780	0	0	0	0
1616592227	416318558	0	0	0	0
1616592227	426215514	0	0	0	0
1616592227	436214313	0	0	0	0
1616592227	446566334	0	0	0	0
1616592227	456581235	0	0	0	0
1616592227	466376634	0	0	0	0
1616592227	476316475	0	0	0	0
1616592227	486725199	0	0	0	0
1616592227	496684446	0	0	0	0
1616592227	506490983	0	0	0	0
1616592227	516183851	0	0	0	0
1616592227	526398014	0	0	0	0
1616592227	536338061	0	0	0	0
1616592227	546547241	0	0	0	0
1616592227	556465293	0	0	0	0
1616592227	566725100	0	0	0	0
1616592227	576189818	0	0	0	0
1616592227	586589059	0	0	0	0
1616592227	597151054	0	0	0	0
1616592227	606556456	0	0	0	0
1616592227	617142845	0	0	0	0
1616592227	626303840	0	0	0	0
1616592227	636397580	0	0	0	0
1616592227	646396293	0	0	0	0
1616592227	656589593	0	0	0	0
1616592227	666337415	0	0	0	0
1616592227	676406302	0	0	0	0
1616592227	686274167	0	0	0	0
1616592227	696291917	0	0	0	0
1616592227	706450267	0	0	0	0
1616592227	716406279	0	0	0	0
1616592227	726171399	0	0	0	0
1616592227	736183342	0	0	0	0
1616592227	746381631	0	0	0	0
1616592227	756145733	0	0	0	0
1616592227	766310121	0	0	0	0
1616592227	776412427	0	0	0	0
1616592227	786417734	0	0	0	0
1616592227	796503267	0	0	0	0
1616592227	806261442	0	0	0	0
1616592227	816302527	0	0	0	0
1616592227	826294199	0	0	0	0
1616592227	836364112	0	0	0	0
1616592227	846278621	0	0	0	0
1616592227	856358874	0	0	0	0
1616592227	866595058	0	0	0	0
1616592227	876228157	0	0	0	0
1616592227	886267261	0	0	0	0
1616592227	896568537	0	0	0	0
1616592227	906161488	0	0	0	0
1616592227	916554648	0	0	0	0
1616592227	926470278	0	0	0	0
1616592227	936529599	0	0	0	0
1616592227	946273651	0	0	0	0
1616592227	956671919	0	0	0	0
1616592227	966367127	0	0	0	0
1616592227	976124347	0	0	0	0
1616592227	986210024	0	0	0	0
1616592227	996685827	0	0	0	0
1616592228	6465247	0	0	0	0
1616592228	16290828	0	0	0	0
1616592228	26438656	0	0	0	0
1616592228	36489506	0	0	0	0
1616592228	46235835	0	0	0	0
1616592228	56643746	0	0	0	0
1616592228	66423715	0	0	0	0
1616592228	76224414	0	0	0	0
1616592228	86248100	0	0	0	0
1616592228	96874474	0	0	0	0
1616592228	106402667	0	0	0	0
1616592228	116239418	0	0	0	0
1616592228	126457955	0	0	0	0
1616592228	136353994	0	0	0	0
1616592228	146730455	0	0	0	0
1616592228	156494591	0	0	0	0
1616592228	166438439	0	0	0	0
1616592228	176267651	0	0	0	0
1616592228	186506369	0	0	0	0
1616592228	196556211	0	0	0	0
1616592228	206661351	0	0	0	0
1616592228	216508152	0	0	0	0
1616592228	226616668	0	0	0	0
1616592228	236316332	0	0	0	0
1616592228	246525449	0	0	0	0
1616592228	256326827	0	0	0	0
1616592228	266169980	0	0	0	0
1616592228	276264485	0	0	0	0
1616592228	286557725	0	0	0	0
1616592228	296812285	0	0	0	0
1616592228	306434856	0	0	0	0
1616592228	316316266	0	0	0	0
1616592228	326352469	0	0	0	0
1616592228	336391044	0	0	0	0
1616592228	346529689	0	0	0	0
1616592228	356308635	0	0	0	0
1616592228	366322722	0	0	0	0
1616592228	376194515	0	0	0	0
1616592228	386312470	0	0	0	0
1616592228	396814929	0	0	0	0
1616592228	406422570	0	0	0	0
1616592228	416497628	0	0	0	0
1616592228	426371583	0	0	0	0
1616592228	436511869	0	0	0	0
1616592228	446557089	0	0	0	0
1616592228	456648041	0	0	0	0
1616592228	466383774	0	0	0	0
1616592228	476363401	0	0	0	0
1616592228	486881451	0	0	0	0
1616592228	496807994	0	0	0	0
1616592228	506414787	0	0	0	0
1616592228	517122904	0	0	0	0
1616592228	526552549	0	0	0	0
1616592228	536505164	0	0	0	0
1616592228	547296373	0	0	0	0
1616592228	556471219	0	0	0	0
1616592228	566552299	0	0	0	0
1616592228	576298417	0	0	0	0
1616592228	586885476	0	0	0	0
1616592228	596610305	0	0	0	0
1616592228	607370931	0	0	0	0
1616592228	621605092	0	0	0	0
1616592228	626437438	0	0	0	0
1616592228	636221643	0	0	0	0
1616592228	646814602	0	0	0	0
1616592228	656414867	0	0	0	0
1616592228	666487546	0	0	0	0
1616592228	676313842	0	0	0	0
1616592228	686750287	0	0	0	0
1616592228	696461575	0	0	0	0
1616592228	706402446	0	0	0	0
1616592228	716482916	0	0	0	0
1616592228	726374708	0	0	0	0
1616592228	736346542	0	0	0	0
1616592228	747308974	0	0	0	0
1616592228	756488793	0	0	0	0
1616592228	766523548	0	0	0	0
1616592228	776622214	0	0	0	0
1616592228	786424157	0	0	0	0
1616592228	796785964	0	0	0	0
1616592228	806229132	0	0	0	0
1616592228	816152156	0	0	0	0
1616592228	826418559	0	0	0	0
1616592228	836415288	0	0	0	0
1616592228	846352245	0	0	0	0
1616592228	856474867	0	0	0	0
1616592228	866344290	0	0	0	0
1616592228	876408661	0	0	0	0
1616592228	886436765	0	0	0	0
1616592228	896769730	0	0	0	0
1616592228	906554915	0	0	0	0
1616592228	916154681	0	0	0	0
1616592228	926649928	0	0	0	0
1616592228	936349608	0	0	0	0
1616592228	946309437	0	0	0	0
1616592228	956411723	0	0	0	0
1616592228	966414928	0	0	0	0
1616592228	976501128	0	0	0	0
1616592228	986661624	0	0	0	0
1616592228	996851986	0	0	0	0
1616592229	6467677	0	0	0	0
