time_sec	time_nanosec	ang_ots_0	ang_ots_1	ang_ots_2	ang_ots_3	ang_ots_4	ang_ots_5
1615898007	138629656	70.9596	-nan	-nan	-nan	-nan	-nan
1615898007	148529006	70.9605	-nan	-nan	-nan	-nan	-nan
1615898007	158622119	70.9529	-nan	-nan	-nan	-nan	-nan
1615898007	168526213	70.951	-nan	-nan	-nan	-nan	-nan
1615898007	178779440	70.9648	-nan	-nan	-nan	-nan	-nan
1615898007	188847558	70.9507	-nan	-nan	-nan	-nan	-nan
1615898007	198899526	70.9463	-nan	-nan	-nan	-nan	-nan
1615898007	208982944	70.9477	-nan	-nan	-nan	-nan	-nan
1615898007	219200377	70.9442	-nan	-nan	-nan	-nan	-nan
1615898007	229838718	70.9423	-nan	-nan	-nan	-nan	-nan
1615898007	240699388	70.9438	-nan	-nan	-nan	-nan	-nan
1615898007	250749394	70.9427	-nan	-nan	-nan	-nan	-nan
1615898007	260841010	70.9428	-nan	-nan	-nan	-nan	-nan
1615898007	270387209	70.9455	-nan	-nan	-nan	-nan	-nan
1615898007	280642514	70.9497	-nan	-nan	-nan	-nan	-nan
1615898007	291227616	70.9527	-nan	-nan	-nan	-nan	-nan
1615898007	300577964	70.952	-nan	-nan	-nan	-nan	-nan
1615898007	310717743	70.9518	-nan	-nan	-nan	-nan	-nan
1615898007	320665388	70.9552	-nan	-nan	-nan	-nan	-nan
1615898007	330704581	70.9548	-nan	-nan	-nan	-nan	-nan
1615898007	340790324	70.9579	-nan	-nan	-nan	-nan	-nan
1615898007	350737356	70.9572	-nan	-nan	-nan	-nan	-nan
1615898007	360678799	70.9562	-nan	-nan	-nan	-nan	-nan
1615898007	370864863	70.9552	-nan	-nan	-nan	-nan	-nan
1615898007	380801568	70.953	-nan	-nan	-nan	-nan	-nan
1615898007	390674251	70.9534	-nan	-nan	-nan	-nan	-nan
1615898007	400627538	70.9523	-nan	-nan	-nan	-nan	-nan
1615898007	410530801	70.9526	-nan	-nan	-nan	-nan	-nan
1615898007	420617460	70.953	-nan	-nan	-nan	-nan	-nan
1615898007	430728270	70.9434	-nan	-nan	-nan	-nan	-nan
1615898007	440882331	70.944	-nan	-nan	-nan	-nan	-nan
1615898007	450428564	70.9479	-nan	-nan	-nan	-nan	-nan
1615898007	460676483	70.9441	-nan	-nan	-nan	-nan	-nan
1615898007	470621596	70.9428	-nan	-nan	-nan	-nan	-nan
1615898007	480648041	70.9464	-nan	-nan	-nan	-nan	-nan
1615898007	490764537	70.9465	-nan	-nan	-nan	-nan	-nan
1615898007	501100668	70.9491	-nan	-nan	-nan	-nan	-nan
1615898007	510640022	70.9503	-nan	-nan	-nan	-nan	-nan
1615898007	520462151	70.9512	-nan	-nan	-nan	-nan	-nan
1615898007	530721837	70.9534	-nan	-nan	-nan	-nan	-nan
1615898007	541322844	70.9526	-nan	-nan	-nan	-nan	-nan
1615898007	550629600	70.9532	-nan	-nan	-nan	-nan	-nan
1615898007	560673296	70.9488	-nan	-nan	-nan	-nan	-nan
1615898007	570694728	70.9474	-nan	-nan	-nan	-nan	-nan
1615898007	580678117	70.9527	-nan	-nan	-nan	-nan	-nan
1615898007	590797705	70.9528	-nan	-nan	-nan	-nan	-nan
1615898007	600543976	70.951	-nan	-nan	-nan	-nan	-nan
1615898007	610617091	70.9514	-nan	-nan	-nan	-nan	-nan
1615898007	620671944	70.9459	-nan	-nan	-nan	-nan	-nan
1615898007	631012479	70.9497	-nan	-nan	-nan	-nan	-nan
1615898007	640603635	70.9448	-nan	-nan	-nan	-nan	-nan
1615898007	650819939	70.9397	-nan	-nan	-nan	-nan	-nan
1615898007	660641855	70.9468	-nan	-nan	-nan	-nan	-nan
1615898007	670817621	70.9466	-nan	-nan	-nan	-nan	-nan
1615898007	680672524	70.9425	-nan	-nan	-nan	-nan	-nan
1615898007	690769798	70.9442	-nan	-nan	-nan	-nan	-nan
1615898007	700701724	70.9471	-nan	-nan	-nan	-nan	-nan
1615898007	710508848	70.9539	-nan	-nan	-nan	-nan	-nan
1615898007	720652196	70.9533	-nan	-nan	-nan	-nan	-nan
1615898007	730503670	70.9505	-nan	-nan	-nan	-nan	-nan
1615898007	740798018	70.9494	-nan	-nan	-nan	-nan	-nan
1615898007	750530546	70.9567	-nan	-nan	-nan	-nan	-nan
1615898007	760671401	70.9482	-nan	-nan	-nan	-nan	-nan
1615898007	770482480	70.9549	-nan	-nan	-nan	-nan	-nan
1615898007	780489441	70.9527	-nan	-nan	-nan	-nan	-nan
1615898007	790861619	70.9553	-nan	-nan	-nan	-nan	-nan
1615898007	800604914	70.9498	-nan	-nan	-nan	-nan	-nan
1615898007	810701335	70.9468	-nan	-nan	-nan	-nan	-nan
1615898007	820554522	70.9494	-nan	-nan	-nan	-nan	-nan
1615898007	830811454	70.9489	-nan	-nan	-nan	-nan	-nan
1615898007	840740791	70.9495	-nan	-nan	-nan	-nan	-nan
1615898007	850725926	70.9474	-nan	-nan	-nan	-nan	-nan
1615898007	860685471	70.9462	-nan	-nan	-nan	-nan	-nan
1615898007	870734854	70.9412	-nan	-nan	-nan	-nan	-nan
1615898007	880829988	70.9458	-nan	-nan	-nan	-nan	-nan
1615898007	891194197	70.9479	-nan	-nan	-nan	-nan	-nan
1615898007	900557954	70.9478	-nan	-nan	-nan	-nan	-nan
1615898007	910840000	70.9514	-nan	-nan	-nan	-nan	-nan
1615898007	920594271	70.9497	-nan	-nan	-nan	-nan	-nan
1615898007	930601220	70.9441	-nan	-nan	-nan	-nan	-nan
1615898007	940758064	70.9528	-nan	-nan	-nan	-nan	-nan
1615898007	950833295	70.9493	-nan	-nan	-nan	-nan	-nan
1615898007	960672548	70.9523	-nan	-nan	-nan	-nan	-nan
1615898007	970567481	70.9491	-nan	-nan	-nan	-nan	-nan
1615898007	981498260	70.9525	-nan	-nan	-nan	-nan	-nan
1615898007	991170408	70.9496	-nan	-nan	-nan	-nan	-nan
1615898008	738283	70.95	-nan	-nan	-nan	-nan	-nan
1615898008	10762399	70.9507	-nan	-nan	-nan	-nan	-nan
1615898008	20848513	70.9506	-nan	-nan	-nan	-nan	-nan
1615898008	30478517	70.9491	-nan	-nan	-nan	-nan	-nan
1615898008	41124754	70.942	-nan	-nan	-nan	-nan	-nan
1615898008	50428921	70.9494	-nan	-nan	-nan	-nan	-nan
1615898008	60720609	70.9456	-nan	-nan	-nan	-nan	-nan
1615898008	70655027	70.9472	-nan	-nan	-nan	-nan	-nan
1615898008	80836222	70.947	-nan	-nan	-nan	-nan	-nan
1615898008	91016205	70.9456	-nan	-nan	-nan	-nan	-nan
1615898008	100549341	70.9462	-nan	-nan	-nan	-nan	-nan
1615898008	110571311	70.9434	-nan	-nan	-nan	-nan	-nan
1615898008	120534880	70.9466	-nan	-nan	-nan	-nan	-nan
1615898008	130873624	70.9515	-nan	-nan	-nan	-nan	-nan
1615898008	140804113	70.9538	-nan	-nan	-nan	-nan	-nan
1615898008	150852254	70.9556	-nan	-nan	-nan	-nan	-nan
1615898008	160545621	70.9533	-nan	-nan	-nan	-nan	-nan
1615898008	170596734	70.9526	-nan	-nan	-nan	-nan	-nan
1615898008	180945017	70.9506	-nan	-nan	-nan	-nan	-nan
1615898008	190949774	70.9483	-nan	-nan	-nan	-nan	-nan
1615898008	200531511	70.9502	-nan	-nan	-nan	-nan	-nan
1615898008	210657552	70.9527	-nan	-nan	-nan	-nan	-nan
1615898008	220679099	70.948	-nan	-nan	-nan	-nan	-nan
1615898008	230833504	70.9482	-nan	-nan	-nan	-nan	-nan
1615898008	243618550	70.9466	-nan	-nan	-nan	-nan	-nan
1615898008	250890748	70.9497	-nan	-nan	-nan	-nan	-nan
1615898008	262753395	70.9529	-nan	-nan	-nan	-nan	-nan
1615898008	271052388	70.9444	-nan	-nan	-nan	-nan	-nan
1615898008	280619225	70.9407	-nan	-nan	-nan	-nan	-nan
1615898008	290519463	70.9447	-nan	-nan	-nan	-nan	-nan
1615898008	300608018	70.9499	-nan	-nan	-nan	-nan	-nan
1615898008	310667687	70.9485	-nan	-nan	-nan	-nan	-nan
1615898008	320536641	70.9489	-nan	-nan	-nan	-nan	-nan
1615898008	330496551	70.9517	-nan	-nan	-nan	-nan	-nan
1615898008	340863734	70.9519	-nan	-nan	-nan	-nan	-nan
1615898008	350632649	70.9519	-nan	-nan	-nan	-nan	-nan
1615898008	360403960	70.9491	-nan	-nan	-nan	-nan	-nan
1615898008	370589133	70.9507	-nan	-nan	-nan	-nan	-nan
1615898008	380600882	70.9584	-nan	-nan	-nan	-nan	-nan
1615898008	391041700	70.9563	-nan	-nan	-nan	-nan	-nan
1615898008	400707144	70.9475	-nan	-nan	-nan	-nan	-nan
1615898008	410672232	70.9482	-nan	-nan	-nan	-nan	-nan
1615898008	420584263	70.9477	-nan	-nan	-nan	-nan	-nan
1615898008	430753279	70.9476	-nan	-nan	-nan	-nan	-nan
