time_sec	time_nanosec	jac_det
1615898007	138174522	0.0287136
1615898007	148122879	0.0287096
1615898007	158245545	0.0287143
1615898007	168622710	0.0287116
1615898007	178243759	0.0287168
1615898007	188319425	0.0287295
1615898007	198373140	0.0287332
1615898007	208360486	0.0287348
1615898007	219348584	0.0287357
1615898007	228787898	0.0287372
1615898007	239179155	0.028741
1615898007	249303143	0.0287391
1615898007	259271099	0.0287396
1615898007	270647499	0.0287389
1615898007	279200147	0.0287343
1615898007	289535655	0.028735
1615898007	299172260	0.0287314
1615898007	309299014	0.028728
1615898007	319158683	0.0287144
1615898007	329306097	0.0287145
1615898007	339369318	0.0287112
1615898007	349155741	0.0287086
1615898007	359166314	0.0287097
1615898007	369119896	0.0287175
1615898007	379194071	0.0287179
1615898007	389131308	0.0287211
1615898007	399127678	0.0287258
1615898007	409055647	0.028732
1615898007	419094251	0.0287366
1615898007	429288206	0.0287365
1615898007	439228736	0.0287367
1615898007	449021874	0.0287358
1615898007	459254715	0.0287416
1615898007	469231630	0.028736
1615898007	479198454	0.0287398
1615898007	489222698	0.0287395
1615898007	499233353	0.0287326
1615898007	509213127	0.0287307
1615898007	519024083	0.0287324
1615898007	529230246	0.0287189
1615898007	539354160	0.0287236
1615898007	549179745	0.0287136
1615898007	559212408	0.0287056
1615898007	569168089	0.0287107
1615898007	579201459	0.0287192
1615898007	591164617	0.0287254
1615898007	599140714	0.0287325
1615898007	609212611	0.028736
1615898007	619167320	0.0287379
1615898007	629169358	0.0287379
1615898007	639050969	0.0287321
1615898007	649201436	0.0287403
1615898007	659189194	0.0287385
1615898007	669306795	0.028739
1615898007	679142915	0.028732
1615898007	689246422	0.0287357
1615898007	699248710	0.0287349
1615898007	709105484	0.0287326
1615898007	719161814	0.0287313
1615898007	729002580	0.0287226
1615898007	739330431	0.0287235
1615898007	749124293	0.028723
1615898007	759207110	0.0287196
1615898007	769071418	0.028716
1615898007	780725372	0.0287241
1615898007	789391881	0.0287207
1615898007	799153071	0.0287289
1615898007	809211410	0.0287324
1615898007	819159945	0.0287315
1615898007	829259269	0.0287351
1615898007	839122988	0.0287357
1615898007	849268090	0.0287385
1615898007	859260680	0.0287279
1615898007	869333602	0.028732
1615898007	879299422	0.0287369
1615898007	889366007	0.0287341
1615898007	899131237	0.028733
1615898007	909431859	0.0287359
1615898007	919153090	0.0287319
1615898007	929073864	0.0287273
