time_sec	time_nanosec	x_mocap_0	x_mocap_1	x_mocap_2	x_mocap_3	error	latency
1612171817	39067143	-0.0409088	0.768767	0.121398	-0.0325798	9.43043e-05	1.181
1612171817	49298949	-0.0410122	0.768694	0.121253	-0.032511	9.58312e-05	1.2329
1612171817	59174287	-0.0410877	0.768619	0.121116	-0.0323214	9.67837e-05	1.2118
1612171817	69057474	-0.0411476	0.7686	0.121081	-0.0324317	9.79901e-05	1.3273
1612171817	79416210	-0.0411071	0.768598	0.12108	-0.0323918	9.71495e-05	1.3272
1612171817	89290047	-0.041101	0.768609	0.121092	-0.0324273	9.70984e-05	1.26
1612171817	99084704	-0.0411335	0.768599	0.121079	-0.0324811	9.77639e-05	1.2329
1612171817	109161045	-0.0409348	0.768756	0.121379	-0.0325938	9.4768e-05	1.2932
1612171817	119185135	-0.041018	0.76865	0.121177	-0.0324855	9.57251e-05	1.831
1612171817	128990744	-0.0409947	0.768695	0.121231	-0.0326273	9.56214e-05	1.2951
1612171817	139380242	-0.0409136	0.768755	0.12138	-0.032615	9.43895e-05	1.5879
1612171817	149028646	-0.0410899	0.768611	0.121099	-0.0324653	9.69365e-05	1.482
1612171817	159098058	-0.0410456	0.76864	0.121137	-0.032512	9.6226e-05	1.3839
1612171817	169149195	-0.0409013	0.768773	0.121419	-0.0325955	9.42312e-05	1.3883
1612171817	179041341	-0.0409967	0.768709	0.12128	-0.0326113	9.57327e-05	1.3267
1612171817	189142188	-0.0409815	0.768718	0.121311	-0.032597	9.54842e-05	1.3656
1612171817	199165888	-0.0409338	0.768738	0.121349	-0.0325832	9.46462e-05	1.5437
1612171817	209077975	-0.0410083	0.768701	0.121249	-0.0325957	9.58738e-05	1.6498
1612171817	219080227	-0.0409694	0.768726	0.121295	-0.0325515	9.51808e-05	1.7413
1612171817	229155824	-0.0409826	0.768706	0.121283	-0.0325424	9.53627e-05	1.6643
1612171817	239194778	-0.0409568	0.768732	0.121323	-0.0325762	9.50249e-05	1.6806
1612171817	249073730	-0.0409109	0.768742	0.121344	-0.0325598	9.41747e-05	1.452
1612171817	259159847	-0.0409314	0.768748	0.12136	-0.0326	9.46623e-05	1.4535
1612171817	269154417	-0.0409194	0.768753	0.121401	-0.0325372	9.44269e-05	2.003
1612171817	279248033	-0.0409782	0.768718	0.121298	-0.0325405	9.53252e-05	1.5427
1612171817	289039398	-0.0410101	0.768701	0.121249	-0.0325946	9.59073e-05	1.8958
1612171817	299026839	-0.0409642	0.768729	0.121311	-0.0326282	9.52158e-05	1.4756
1612171817	309107565	-0.0409437	0.768743	0.121358	-0.0326237	9.49195e-05	1.4982
1612171817	319095854	-0.040979	0.768718	0.121288	-0.0326433	9.54681e-05	1.8502
1612171817	329120608	-0.0409149	0.768756	0.121359	-0.0326528	9.44381e-05	1.4579
1612171817	339118140	-0.0410001	0.768703	0.121258	-0.0326618	9.58317e-05	1.8368
1612171817	349081393	-0.0409099	0.768747	0.121355	-0.0326264	9.42761e-05	1.3301
1612171817	359178272	-0.0409655	0.768725	0.121311	-0.0326419	9.52541e-05	1.284
1612171817	369176079	-0.0409919	0.768709	0.121287	-0.0326298	9.56791e-05	1.3041
1612171817	379076930	-0.0409267	0.768741	0.121331	-0.0326366	9.45635e-05	0.8979
1612171817	389116444	-0.0409548	0.768734	0.12133	-0.0326162	9.50585e-05	1.3317
1612171817	399039663	-0.0408976	0.768763	0.121395	-0.0325642	9.40538e-05	1.1273
1612171817	409179362	-0.041037	0.768651	0.1212	-0.032399	9.60296e-05	1.2518
1612171817	419166137	-0.0409467	0.768741	0.121325	-0.032598	9.48856e-05	1.3475
1612171817	428949727	-0.0408889	0.768787	0.12146	-0.0326111	9.41184e-05	1.2328
1612171817	439045739	-0.040982	0.768732	0.121315	-0.0326343	9.55826e-05	1.0434
1612171817	449136052	-0.0409171	0.768748	0.121357	-0.0325942	9.43748e-05	1.4433
1612171817	459101329	-0.041025	0.768695	0.121256	-0.0325739	9.61672e-05	1.5053
1612171817	469003295	-0.0410092	0.768661	0.121196	-0.0324543	9.55655e-05	1.4367
1612171817	479160809	-0.0409716	0.768685	0.121273	-0.0324733	9.50088e-05	1.3264
1612171817	489152678	-0.0410561	0.768643	0.12118	-0.032493	9.64658e-05	2.0001
1612171817	499091500	-0.040891	0.768758	0.121402	-0.0326224	9.40101e-05	1.3235
1612171817	509359381	-0.041058	0.768645	0.121148	-0.0324525	9.64181e-05	1.353
1612171817	519135705	-0.0409674	0.768723	0.121316	-0.0326559	9.5317e-05	1.9849
1612171817	529032522	-0.0408893	0.768771	0.121433	-0.0327016	9.41808e-05	1.5323
1612171817	539169375	-0.0409484	0.76874	0.121356	-0.0325909	9.49537e-05	1.9376
1612171817	548950836	-0.0409028	0.768764	0.121392	-0.0326326	9.4247e-05	1.3358
1612171817	559129859	-0.0409785	0.768719	0.121308	-0.0326093	9.54393e-05	1.4988
1612171817	569164103	-0.0409461	0.768742	0.121339	-0.0326176	9.4926e-05	1.6683
1612171817	579057213	-0.0410155	0.768647	0.121187	-0.032471	9.56675e-05	1.4281
1612171817	589112857	-0.0410199	0.768646	0.12117	-0.0324934	9.57541e-05	1.4204
1612171817	599142204	-0.0410432	0.768646	0.121179	-0.0323831	9.60961e-05	1.577
