time_sec	time_nanosec	q_grav_0	q_grav_1	q_grav_2	q_grav_3
1612171820	19804261	21.1067	26.5612	30.7615	74.5904
1612171820	29833504	21.1067	26.5612	30.7615	74.5904
1612171820	39801841	21.1067	26.5612	30.7615	74.5904
1612171820	50043638	21.1067	26.5612	30.7615	74.5904
1612171820	60126938	21.1067	26.5612	30.7615	74.5904
1612171820	70140410	21.1067	26.5612	30.7615	74.5904
1612171820	80027649	21.1067	26.5612	30.7615	74.5904
1612171820	89881340	21.1067	26.5612	30.7615	74.5904
1612171820	100080098	21.1067	26.5612	30.7615	74.5904
1612171820	109715476	21.1067	26.5612	30.7615	74.5904
1612171820	120101284	21.1067	26.5612	30.7615	74.5904
1612171820	129846908	21.1067	26.5612	30.7615	74.5904
1612171820	139810794	21.1067	26.5612	30.7615	74.5904
1612171820	149911184	21.1067	26.5612	30.7615	74.5904
1612171820	159762171	21.1067	26.5612	30.7615	74.5904
1612171820	169821329	21.1067	26.5612	30.7615	74.5904
1612171820	179885695	21.1067	26.5612	30.7615	74.5904
1612171820	190007828	21.1067	26.5612	30.7615	74.5904
1612171820	199888341	21.1067	26.5612	30.7615	74.5904
1612171820	209861138	21.1067	26.5612	30.7615	74.5904
1612171820	219848686	21.1067	26.5612	30.7615	74.5904
1612171820	229989009	21.1067	26.5612	30.7615	74.5904
1612171820	239963796	21.1067	26.5612	30.7615	74.5904
1612171820	250380547	21.1067	26.5612	30.7615	74.5904
1612171820	259994849	21.1067	26.5612	30.7615	74.5904
1612171820	269753680	21.1067	26.5612	30.7615	74.5904
1612171820	279859873	21.1032	26.5594	30.7596	74.5971
1612171820	292275857	21.1143	26.5673	30.7637	74.5746
1612171820	299988510	21.1326	26.5763	30.7744	74.5375
1612171820	309997335	21.1266	26.5776	30.7654	74.55
1612171820	320034247	21.1035	26.5719	30.743	74.5975
1612171820	329647930	21.0816	26.569	30.7184	74.643
1612171820	339895436	21.056	26.5663	30.689	74.6962
1612171820	349956694	21.0152	26.5528	30.6523	74.7801
1612171820	359723944	20.9662	26.5377	30.6089	74.8799
1612171820	370008520	20.9166	26.5172	30.5697	74.9808
1612171820	379756840	20.8615	26.4938	30.5275	75.092
1612171820	389817698	20.817	26.4729	30.4936	75.1818
1612171820	400227076	20.7653	26.4481	30.4557	75.285
1612171820	409709305	20.7112	26.4191	30.4185	75.3923
1612171820	419773510	20.655	26.3887	30.38	75.5032
1612171820	429859270	20.5987	26.358	30.3412	75.6141
1612171820	439878705	20.5414	26.3267	30.3023	75.7263
1612171820	449830574	20.4862	26.2987	30.262	75.8342
1612171820	460128628	20.4554	26.2789	30.2416	75.8927
1612171820	470131104	20.4443	26.2722	30.2311	75.9113
1612171820	479856667	20.4484	26.2712	30.232	75.8996
1612171820	490113699	20.4532	26.2685	30.2359	75.8862
1612171820	500197853	20.4633	26.271	30.2407	75.8625
1612171820	509962377	20.4768	26.2777	30.2453	75.8321
1612171820	520155698	20.4888	26.2836	30.249	75.8047
1612171820	529922692	20.514	26.2942	30.2631	75.7507
1612171820	540188938	20.5569	26.3165	30.2853	75.6613
1612171820	550000766	20.6017	26.3351	30.3135	75.5677
1612171820	559910412	20.6625	26.3619	30.351	75.4424
1612171820	570104462	20.72	26.3844	30.3888	75.3236
1612171820	579999402	20.7772	26.4114	30.4214	75.2058
1612171820	589926971	20.8258	26.4336	30.4485	75.1055
1612171820	599681968	20.8725	26.4596	30.4695	75.0093
1612171820	610719899	20.9095	26.4781	30.487	74.9325
