time_sec	time_nanosec	q_grav_0	q_grav_1	q_grav_2	q_grav_3
1608135071	451287971	7.68533	5.59761	-33.9171	167.769
1608135071	461291451	7.68533	5.59761	-33.9171	167.769
1608135071	471273129	7.68533	5.59761	-33.9171	167.769
1608135071	481307994	7.68533	5.59761	-33.9171	167.769
1608135071	491305002	7.68533	5.59761	-33.9171	167.769
1608135071	501305432	7.68533	5.59761	-33.9171	167.769
1608135071	511304391	7.68533	5.59761	-33.9171	167.769
1608135071	521269868	7.68533	5.59761	-33.9171	167.769
1608135071	531270384	7.68533	5.59761	-33.9171	167.769
1608135071	541291874	7.68533	5.59761	-33.9171	167.769
1608135071	551309409	7.68533	5.59761	-33.9171	167.769
1608135071	561305379	7.68533	5.59761	-33.9171	167.769
1608135071	571337110	7.68533	5.59761	-33.9171	167.769
1608135071	581309508	7.68533	5.59761	-33.9171	167.769
1608135071	591299953	7.68533	5.59761	-33.9171	167.769
1608135071	601269394	7.68533	5.59761	-33.9171	167.769
1608135071	611276048	7.68533	5.59761	-33.9171	167.769
1608135071	621306362	7.68533	5.59761	-33.9171	167.769
1608135071	631308065	7.68533	5.59761	-33.9171	167.769
1608135071	641269042	7.68533	5.59761	-33.9171	167.769
1608135071	651292823	7.68533	5.59761	-33.9171	167.769
1608135071	661304823	7.68533	5.59761	-33.9171	167.769
1608135071	671324037	7.68533	5.59761	-33.9171	167.769
1608135071	681308069	7.68533	5.59761	-33.9171	167.769
1608135071	691319457	7.68533	5.59761	-33.9171	167.769
1608135071	701306348	7.68533	5.59761	-33.9171	167.769
1608135071	711305566	7.68533	5.59761	-33.9171	167.769
1608135071	721306074	7.68533	5.59761	-33.9171	167.769
1608135071	731305196	7.68533	5.59761	-33.9171	167.769
1608135071	741308156	7.68533	5.59761	-33.9171	167.769
1608135071	751316141	7.68533	5.59761	-33.9171	167.769
1608135071	761272026	7.68533	5.59761	-33.9171	167.769
1608135071	771320368	7.68533	5.59761	-33.9171	167.769
1608135071	781312304	7.68533	5.59761	-33.9171	167.769
1608135071	791274433	7.68533	5.59761	-33.9171	167.769
1608135071	801271060	7.68533	5.59761	-33.9171	167.769
1608135071	811311277	7.68533	5.59761	-33.9171	167.769
1608135071	821309702	7.68533	5.59761	-33.9171	167.769
1608135071	831275453	7.68533	5.59761	-33.9171	167.769
1608135071	841312357	7.68533	5.59761	-33.9171	167.769
1608135071	851264653	7.68533	5.59761	-33.9171	167.769
1608135071	861276588	7.68533	5.59761	-33.9171	167.769
1608135071	871280855	7.68533	5.59761	-33.9171	167.769
1608135071	881273408	7.68533	5.59761	-33.9171	167.769
1608135071	891240108	7.68533	5.59761	-33.9171	167.769
1608135071	901258019	7.68533	5.59761	-33.9171	167.769
1608135071	911279651	7.68533	5.59761	-33.9171	167.769
1608135071	921297627	7.68533	5.59761	-33.9171	167.769
1608135071	931274245	7.68533	5.59761	-33.9171	167.769
1608135071	941272860	7.68533	5.59761	-33.9171	167.769
1608135071	951298034	7.68533	5.59761	-33.9171	167.769
1608135071	961272778	7.68533	5.59761	-33.9171	167.769
1608135071	971278138	7.68533	5.59761	-33.9171	167.769
1608135071	981323142	7.68533	5.59761	-33.9171	167.769
1608135071	991315858	7.68533	5.59761	-33.9171	167.769
1608135072	1324795	7.68533	5.59761	-33.9171	167.769
1608135072	11318609	7.68533	5.59761	-33.9171	167.769
1608135072	21278925	7.68533	5.59761	-33.9171	167.769
1608135072	31289850	7.68533	5.59761	-33.9171	167.769
1608135072	41318737	7.68533	5.59761	-33.9171	167.769
1608135072	51316169	7.68533	5.59761	-33.9171	167.769
1608135072	61316476	7.68533	5.59761	-33.9171	167.769
1608135072	71319155	7.68533	5.59761	-33.9171	167.769
1608135072	81315112	7.68533	5.59761	-33.9171	167.769
1608135072	91313838	7.68533	5.59761	-33.9171	167.769
1608135072	101315119	7.68533	5.59761	-33.9171	167.769
1608135072	111311871	7.68533	5.59761	-33.9171	167.769
1608135072	121314535	7.68533	5.59761	-33.9171	167.769
1608135072	131245711	7.68533	5.59761	-33.9171	167.769
1608135072	141242827	7.68533	5.59761	-33.9171	167.769
1608135072	151246876	7.68533	5.59761	-33.9171	167.769
1608135072	161282730	7.68533	5.59761	-33.9171	167.769
1608135072	171268086	7.68533	5.59761	-33.9171	167.769
1608135072	181306479	7.68533	5.59761	-33.9171	167.769
1608135072	191248596	7.68533	5.59761	-33.9171	167.769
1608135072	201301911	7.68533	5.59761	-33.9171	167.769
1608135072	211308353	7.68533	5.59761	-33.9171	167.769
1608135072	221293101	7.68533	5.59761	-33.9171	167.769
1608135072	231272127	7.68533	5.59761	-33.9171	167.769
1608135072	241274158	7.68533	5.59761	-33.9171	167.769
1608135072	251321649	7.68533	5.59761	-33.9171	167.769
1608135072	261320061	7.68533	5.59761	-33.9171	167.769
1608135072	271294275	7.68533	5.59761	-33.9171	167.769
1608135072	281261198	7.68533	5.59761	-33.9171	167.769
1608135072	291244407	7.68533	5.59761	-33.9171	167.769
1608135072	301279457	7.68533	5.59761	-33.9171	167.769
1608135072	311279514	7.68533	5.59761	-33.9171	167.769
1608135072	321304992	7.68533	5.59761	-33.9171	167.769
1608135072	331285970	7.68533	5.59761	-33.9171	167.769
1608135072	341283870	7.68533	5.59761	-33.9171	167.769
1608135072	351287854	7.68533	5.59761	-33.9171	167.769
1608135072	361286770	7.68533	5.59761	-33.9171	167.769
1608135072	371283072	7.68533	5.59761	-33.9171	167.769
1608135072	381276325	7.68533	5.59761	-33.9171	167.769
1608135072	391277975	7.68533	5.59761	-33.9171	167.769
1608135072	401282617	7.68687	5.59933	-33.9079	167.75
1608135072	411282072	7.68787	5.60017	-33.8982	167.732
1608135072	421279143	7.68923	5.60153	-33.8889	167.714
1608135072	431279979	7.69071	5.60289	-33.8795	167.695
1608135072	441287122	7.69172	5.60375	-33.8698	167.677
1608135072	451278424	7.69326	5.6055	-33.8606	167.658
1608135072	461279951	7.69457	5.60651	-33.8512	167.64
1608135072	471280295	7.69593	5.6079	-33.8419	167.622
1608135072	481280273	7.69712	5.60915	-33.8323	167.603
1608135072	491279098	7.69843	5.61018	-33.8229	167.585
1608135072	501284213	7.69979	5.61159	-33.8136	167.567
1608135072	511284215	7.70099	5.61286	-33.8041	167.548
1608135072	521243883	7.70212	5.61372	-33.7943	167.53
1608135072	531282722	7.70349	5.61515	-33.7851	167.512
1608135072	541284207	7.70481	5.6162	-33.7757	167.494
1608135072	551300259	7.70636	5.61802	-33.7665	167.475
1608135072	561304170	7.70737	5.61894	-33.7569	167.457
1608135072	571305630	7.70869	5.62001	-33.7475	167.439
1608135072	581270130	7.71006	5.62147	-33.7382	167.42
1608135072	591261841	7.71138	5.62255	-33.7289	167.402
1608135072	601312256	7.71294	5.6244	-33.7198	167.384
1608135072	611304934	7.71379	5.62517	-33.7098	167.366
