time_sec	time_nanosec	joint_velocity_0	joint_velocity_1	joint_velocity_2	joint_velocity_3
1614787418	744348731	0	0	0	0
1614787418	754425181	0	0	0	0
1614787418	764419724	0	0	0	0
1614787418	774430654	0	0	0	0
1614787418	784423289	0	0	0	0
1614787418	794356940	0	0	0	0
1614787418	804397686	0	0	0	0
1614787418	814389547	0	0	0	0
1614787418	824380638	0	0	0	0
1614787418	834368102	0	0	0	0
1614787418	844408553	0	0	0	0
1614787418	854411846	0	0	0	0
1614787418	864308412	0	0	0	0
1614787418	874357025	0	0	0	0
1614787418	884387756	0	0	0	0
1614787418	894405323	0	0	0	0
1614787418	904390192	0	0	0	0
1614787418	914417570	0	0	0	0
1614787418	924453636	0	0	0	0
1614787418	934462203	0	0	0	0
1614787418	944424880	0	0	0	0
1614787418	954456228	0	0	0	0
1614787418	964351693	0	0	0	0
1614787418	974405027	0	0	0	0
1614787418	984395690	0	0	0	0
1614787418	994399220	0	0	0	0
1614787419	4371633	0	0	0	0
1614787419	14359960	0	0	0	0
1614787419	24337768	0	0	0	0
1614787419	34437491	0	0	0	0
1614787419	44378787	0	0	0	0
1614787419	54392787	0	0	0	0
1614787419	64504295	0	0	0	0
1614787419	74473071	0	0	0	0
1614787419	84363134	0	0	0	0
1614787419	94482763	0	0	0	0
1614787419	104378653	0	0	0	0
1614787419	114363428	0	0	0	0
1614787419	124360912	0	0	0	0
1614787419	134342593	0	0	0	0
1614787419	144412388	0	0	0	0
1614787419	154471203	0	0	0	0
1614787419	164390966	0	0	0	0
1614787419	174442480	0	0	0	0
1614787419	184443498	0	0	0	0
1614787419	194333449	0	0	0	0
1614787419	204360951	0	0	0	0
1614787419	214418969	0	0	0	0
1614787419	224371231	0	0	0	0
1614787419	234350074	0	0	0	0
1614787419	244433642	0	0	0	0
1614787419	254457661	0	0	0	0
1614787419	264417725	0	0	0	0
1614787419	274518407	0	0	0	0
1614787419	284384690	0	0	0	0
1614787419	294460574	0	0	0	0
1614787419	304445688	0	0	0	0
