time_sec	time_nanosec	ref_pose_0	ref_pose_1	ref_pose_2	ref_pose_3
1611746077	437284781	0.821648	0.832073	0.823637	0.788794
1611746077	443715759	0.821648	0.832073	0.823637	0.788794
1611746077	453728375	0.821648	0.832073	0.823637	0.788794
1611746077	463683338	0.821648	0.832073	0.823637	0.788794
1611746077	473787331	0.821648	0.832073	0.823637	0.788794
1611746077	483701604	0.821648	0.832073	0.823637	0.788794
1611746077	493708029	0.821648	0.832073	0.823637	0.788794
1611746077	503716480	0.821648	0.832073	0.823637	0.788794
1611746077	513701734	0.821648	0.832073	0.823637	0.788794
1611746077	523734120	0.821648	0.832073	0.823637	0.788794
1611746077	533762407	0.821648	0.832073	0.823637	0.788794
1611746077	543735001	0.821648	0.832073	0.823637	0.788794
1611746077	553758806	0.821648	0.832073	0.823637	0.788794
1611746077	563780749	0.821648	0.832073	0.823637	0.788794
1611746077	573642925	0.821648	0.832073	0.823637	0.788794
1611746077	583781063	0.821648	0.832073	0.823637	0.788794
1611746077	593648900	0.821648	0.832073	0.823637	0.788794
1611746077	603701036	0.821648	0.832073	0.823637	0.788794
1611746077	613658525	0.821648	0.832073	0.823637	0.788794
1611746077	623680440	0.821648	0.832073	0.823637	0.788794
1611746077	633683118	0.821648	0.832073	0.823637	0.788794
1611746077	643674945	0.821648	0.832073	0.823637	0.788794
1611746077	653701157	0.821648	0.832073	0.823637	0.788794
1611746077	663636136	0.821648	0.832073	0.823637	0.788794
1611746077	673720154	0.821648	0.832073	0.823637	0.788794
1611746077	683646372	0.821648	0.832073	0.823637	0.788794
1611746077	693746255	0.821648	0.832073	0.823637	0.788794
1611746077	703785177	0.821648	0.832073	0.823637	0.788794
1611746077	713694508	0.821648	0.832073	0.823637	0.788794
1611746077	723617859	0.821648	0.832073	0.823637	0.788794
1611746077	733846816	0.821648	0.832073	0.823637	0.788794
1611746077	743703834	0.821648	0.832073	0.823637	0.788794
1611746077	753699431	0.821648	0.832073	0.823637	0.788794
1611746077	763783774	0.821648	0.832073	0.823637	0.788794
1611746077	773727635	0.821648	0.832073	0.823637	0.788794
1611746077	783659843	0.821648	0.832073	0.823637	0.788794
1611746077	793722283	0.821648	0.832073	0.823637	0.788794
1611746077	803742636	0.821648	0.832073	0.823637	0.788794
1611746077	813713675	0.821648	0.832073	0.823637	0.788794
1611746077	823787491	0.821648	0.832073	0.823637	0.788794
1611746077	833696791	0.821648	0.832073	0.823637	0.788794
1611746077	843844981	0.821648	0.832073	0.823637	0.788794
1611746077	853691749	0.821648	0.832073	0.823637	0.788794
1611746077	863705756	0.821648	0.832073	0.823637	0.788794
1611746077	873788918	0.821648	0.832073	0.823637	0.788794
1611746077	883706277	0.821648	0.832073	0.823637	0.788794
1611746077	893698670	0.821648	0.832073	0.823637	0.788794
1611746077	903734277	0.821648	0.832073	0.823637	0.788794
1611746077	913741997	0.821648	0.832073	0.823637	0.788794
1611746077	923742203	0.821648	0.832073	0.823637	0.788794
1611746077	933745565	0.821648	0.832073	0.823637	0.788794
1611746077	943688896	0.821648	0.832073	0.823637	0.788794
1611746077	953704342	0.821648	0.832073	0.823637	0.788794
1611746077	963703394	0.821648	0.832073	0.823637	0.788794
1611746077	973814209	0.821648	0.832073	0.823637	0.788794
1611746077	983645674	0.821648	0.832073	0.823637	0.788794
1611746077	993837533	0.821648	0.832073	0.823637	0.788794
1611746078	3699702	0.821648	0.832073	0.823637	0.788794
1611746078	13893579	0.821648	0.832073	0.823637	0.788794
1611746078	23776888	0.821648	0.832073	0.823637	0.788794
1611746078	33749422	0.821648	0.832073	0.823637	0.788794
1611746078	43754371	0.821648	0.832073	0.823637	0.788794
1611746078	53707950	0.821648	0.832073	0.823637	0.788794
1611746078	63751682	0.821648	0.832073	0.823637	0.788794
1611746078	73652556	0.821648	0.832073	0.823637	0.788794
1611746078	83739196	0.821648	0.832073	0.823637	0.788794
1611746078	93651574	0.821648	0.832073	0.823637	0.788794
1611746078	103957549	0.821648	0.832073	0.823637	0.788794
1611746078	113652278	0.821648	0.832073	0.823637	0.788794
1611746078	123767037	0.821648	0.832073	0.823637	0.788794
1611746078	133700739	0.821648	0.832073	0.823637	0.788794
1611746078	143734460	0.821648	0.832073	0.823637	0.788794
1611746078	153776302	0.821648	0.832073	0.823637	0.788794
1611746078	163797097	0.821648	0.832073	0.823637	0.788794
1611746078	173805357	0.821648	0.832073	0.823637	0.788794
1611746078	183899924	0.821648	0.832073	0.823637	0.788794
1611746078	193655049	0.821648	0.832073	0.823637	0.788794
1611746078	203767511	0.821648	0.832073	0.823637	0.788794
1611746078	213722515	0.821648	0.832073	0.823637	0.788794
1611746078	223757364	0.821648	0.832073	0.823637	0.788794
1611746078	233647615	0.821648	0.832073	0.823637	0.788794
1611746078	243760576	0.821648	0.832073	0.823637	0.788794
1611746078	253680826	0.821648	0.832073	0.823637	0.788794
1611746078	263840882	0.821648	0.832073	0.823637	0.788794
1611746078	273857633	0.821648	0.832073	0.823637	0.788794
1611746078	283662568	0.821648	0.832073	0.823637	0.788794
1611746078	293691408	0.821648	0.832073	0.823637	0.788794
1611746078	303662814	0.821648	0.832073	0.823637	0.788794
1611746078	313665251	0.821648	0.832073	0.823637	0.788794
1611746078	323696087	0.821648	0.832073	0.823637	0.788794
1611746078	333658641	0.821648	0.832073	0.823637	0.788794
1611746078	343757334	0.821648	0.832073	0.823637	0.788794
1611746078	353680505	0.821648	0.832073	0.823637	0.788794
1611746078	363754114	0.821648	0.832073	0.823637	0.788794
1611746078	373703456	0.821648	0.832073	0.823637	0.788794
1611746078	383813556	0.821648	0.832073	0.823637	0.788794
1611746078	393719818	0.821648	0.832073	0.823637	0.788794
1611746078	403722162	0.821648	0.832073	0.823637	0.788794
1611746078	413655265	0.821648	0.832073	0.823637	0.788794
1611746078	423806639	0.821648	0.832073	0.823637	0.788794
1611746078	433712719	0.821648	0.832073	0.823637	0.788794
1611746078	443656179	0.821648	0.832073	0.823637	0.788794
1611746078	453689962	0.821648	0.832073	0.823637	0.788794
1611746078	463638120	0.821648	0.832073	0.823637	0.788794
1611746078	473691891	0.821648	0.832073	0.823637	0.788794
1611746078	483671524	0.821648	0.832073	0.823637	0.788794
1611746078	493803071	0.821648	0.832073	0.823637	0.788794
1611746078	503650339	0.821648	0.832073	0.823637	0.788794
1611746078	513752595	0.821648	0.832073	0.823637	0.788794
1611746078	523830728	0.821648	0.832073	0.823637	0.788794
1611746078	533916036	0.821648	0.832073	0.823637	0.788794
1611746078	543671481	0.821648	0.832073	0.823637	0.788794
1611746078	553802339	0.821648	0.832073	0.823637	0.788794
1611746078	563685803	0.821648	0.832073	0.823637	0.788794
1611746078	573694335	0.821648	0.832073	0.823637	0.788794
1611746078	583692308	0.821648	0.832073	0.823637	0.788794
1611746078	593660520	0.821648	0.832073	0.823637	0.788794
1611746078	603702025	0.821648	0.832073	0.823637	0.788794
1611746078	613745503	0.821648	0.832073	0.823637	0.788794
1611746078	623739073	0.821648	0.832073	0.823637	0.788794
1611746078	633714295	0.821648	0.832073	0.823637	0.788794
1611746078	643825077	0.821648	0.832073	0.823637	0.788794
1611746078	653708294	0.821648	0.832073	0.823637	0.788794
1611746078	663895243	0.821648	0.832073	0.823637	0.788794
1611746078	673672779	0.821648	0.832073	0.823637	0.788794
1611746078	683733089	0.821648	0.832073	0.823637	0.788794
1611746078	693718074	0.821648	0.832073	0.823637	0.788794
1611746078	703783655	0.821648	0.832073	0.823637	0.788794
1611746078	713715452	0.821648	0.832073	0.823637	0.788794
1611746078	723703183	0.821648	0.832073	0.823637	0.788794
1611746078	733697351	0.821648	0.832073	0.823637	0.788794
1611746078	743681084	0.821648	0.832073	0.823637	0.788794
1611746078	753789335	0.821648	0.832073	0.823637	0.788794
1611746078	763644382	0.821648	0.832073	0.823637	0.788794
1611746078	773634323	0.821648	0.832073	0.823637	0.788794
1611746078	783675233	0.821648	0.832073	0.823637	0.788794
1611746078	793684363	0.821648	0.832073	0.823637	0.788794
1611746078	803729151	0.821648	0.832073	0.823637	0.788794
1611746078	813711785	0.821648	0.832073	0.823637	0.788794
1611746078	823737779	0.821648	0.832073	0.823637	0.788794
1611746078	833660631	0.821648	0.832073	0.823637	0.788794
1611746078	843817477	0.821648	0.832073	0.823637	0.788794
1611746078	853856414	0.821648	0.832073	0.823637	0.788794
1611746078	863853750	0.821648	0.832073	0.823637	0.788794
1611746078	873793935	0.821648	0.832073	0.823637	0.788794
1611746078	883849501	0.821648	0.832073	0.823637	0.788794
1611746078	893815367	0.821648	0.832073	0.823637	0.788794
1611746078	903691278	0.821648	0.832073	0.823637	0.788794
1611746078	913674530	0.821648	0.832073	0.823637	0.788794
1611746078	923774573	0.821648	0.832073	0.823637	0.788794
1611746078	933776379	0.821648	0.832073	0.823637	0.788794
1611746078	943683848	0.821648	0.832073	0.823637	0.788794
1611746078	953758136	0.821648	0.832073	0.823637	0.788794
1611746078	963714264	0.821648	0.832073	0.823637	0.788794
1611746078	973658132	0.821648	0.832073	0.823637	0.788794
1611746078	983858072	0.821648	0.832073	0.823637	0.788794
1611746078	993662176	0.821648	0.832073	0.823637	0.788794
1611746079	3681625	0.821648	0.832073	0.823637	0.788794
1611746079	13668371	0.821648	0.832073	0.823637	0.788794
1611746079	23713726	0.821648	0.832073	0.823637	0.788794
1611746079	33660108	0.821648	0.832073	0.823637	0.788794
1611746079	43790322	0.821648	0.832073	0.823637	0.788794
1611746079	53715406	0.821648	0.832073	0.823637	0.788794
1611746079	63682995	0.821648	0.832073	0.823637	0.788794
1611746079	73706075	0.821648	0.832073	0.823637	0.788794
1611746079	83664149	0.821648	0.832073	0.823637	0.788794
1611746079	93671557	0.821648	0.832073	0.823637	0.788794
1611746079	103759382	0.821648	0.832073	0.823637	0.788794
1611746079	113660898	0.821648	0.832073	0.823637	0.788794
1611746079	123720269	0.821648	0.832073	0.823637	0.788794
1611746079	133779041	0.821648	0.832073	0.823637	0.788794
