time_sec	time_nanosec	x_mocap_0	x_mocap_1	x_mocap_2	x_mocap_3
1615897355	428400079	0.0733481	0.653508	0.0972608	0.124119
1615897355	438512631	0.0733859	0.653517	0.0972581	0.124111
1615897355	448479097	0.0733188	0.653477	0.0971643	0.124102
1615897355	458511362	0.0733253	0.653488	0.0971496	0.124031
1615897355	468511593	0.0733114	0.653491	0.0971842	0.124117
1615897355	478591848	0.0733595	0.653489	0.0971841	0.124103
1615897355	488642796	0.0733255	0.653479	0.0971661	0.124187
1615897355	498976713	0.0732943	0.653472	0.097145	0.124085
1615897355	508700029	0.0732836	0.653464	0.0971365	0.124116
1615897355	518743750	0.0733352	0.653497	0.0971934	0.124136
1615897355	528915448	0.0733659	0.653504	0.0972598	0.124089
1615897355	538842885	0.0733432	0.653493	0.0972119	0.124106
1615897355	549021953	0.0732702	0.653472	0.097144	0.124143
1615897355	558892578	0.0733552	0.653499	0.0972046	0.124171
1615897355	568929074	0.073185	0.653481	0.0971786	0.126098
1615897355	578846127	0.0733281	0.653484	0.0971731	0.124106
1615897355	588861802	0.0733147	0.653481	0.0971717	0.12406
1615897355	598968842	0.0733098	0.653479	0.0971604	0.124115
1615897355	608799463	0.0732931	0.653455	0.0971142	0.124166
1615897355	618934945	0.0733343	0.653487	0.097201	0.124118
1615897355	628984382	0.0733439	0.653495	0.0972184	0.124089
1615897355	638822038	0.0733403	0.653492	0.0972058	0.124144
1615897355	648845959	0.0733198	0.653477	0.0971567	0.124142
1615897355	658918169	0.0733283	0.653497	0.0972187	0.123945
1615897355	668851567	0.0733577	0.653499	0.0972071	0.124149
1615897355	678912078	0.0732969	0.653481	0.0971708	0.124154
1615897355	688981664	0.07334	0.653494	0.0971996	0.124152
1615897355	699011874	0.0733	0.653472	0.0971791	0.124095
1615897355	708907130	0.0733307	0.653484	0.0971646	0.124104
1615897355	718982634	0.0733292	0.653497	0.0972242	0.124143
1615897355	728966000	0.0733122	0.65348	0.0971631	0.124114
1615897355	738903752	0.0733232	0.653479	0.097158	0.124084
1615897355	748909894	0.0733775	0.65351	0.0972238	0.12412
1615897355	758887613	0.0733675	0.653504	0.0972157	0.124065
1615897355	769090853	0.0733672	0.653508	0.0972517	0.124095
1615897355	778937310	0.0733575	0.653504	0.0972561	0.124118
1615897355	788928360	0.0733131	0.653488	0.0972031	0.124101
1615897355	798906288	0.0733409	0.653495	0.0972094	0.124114
1615897355	808931373	0.0733072	0.653482	0.0971605	0.124141
1615897355	818841217	0.0733173	0.65348	0.0971631	0.124084
1615897355	828905096	0.0733087	0.653465	0.0971113	0.12412
1615897355	839037689	0.073336	0.653489	0.0971911	0.124169
1615897355	848984010	0.0733525	0.653495	0.0971938	0.124074
1615897355	858857605	0.0733463	0.653504	0.0972065	0.124101
1615897355	869015708	0.0733481	0.653472	0.0971602	0.124131
1615897355	878934968	0.0733328	0.653483	0.0971925	0.124089
1615897355	888867125	0.0733203	0.653489	0.0971767	0.124089
1615897355	898919432	0.0733142	0.653488	0.0971686	0.124049
1615897355	909014548	0.0733573	0.653495	0.0972126	0.124129
1615897355	918824640	0.0733284	0.653491	0.0972036	0.124127
1615897355	929000442	0.073307	0.653477	0.0971873	0.124095
1615897355	938922605	0.0733061	0.65348	0.0971656	0.124136
1615897355	948968496	0.0733355	0.653485	0.0971975	0.124084
1615897355	959276733	0.0733232	0.653486	0.0972129	0.124104
1615897355	968881175	0.0732917	0.65347	0.0971124	0.124067
1615897355	978937471	0.0733366	0.653484	0.0971938	0.124082
1615897355	988959264	0.0733337	0.653479	0.0971874	0.124107
1615897355	999070260	0.073318	0.653489	0.0971835	0.124113
1615897356	8903678	0.0733668	0.653511	0.0972743	0.124104
1615897356	18780653	0.0733698	0.653512	0.0972839	0.124042
1615897356	29037513	0.0733447	0.653495	0.0972141	0.124064
1615897356	38925038	0.0733078	0.653474	0.0971673	0.124107
1615897356	48911445	0.0733173	0.653473	0.0971622	0.123997
1615897356	58985221	0.0733136	0.653482	0.0971757	0.12406
1615897356	68921594	0.0733549	0.653497	0.0972176	0.124132
1615897356	78952069	0.0732638	0.653468	0.0971418	0.124156
1615897356	88893696	0.073318	0.653483	0.097155	0.124121
1615897356	98981200	0.0733231	0.653507	0.0972229	0.124035
1615897356	108899624	0.0732727	0.653452	0.097111	0.124108
1615897356	119017570	0.073337	0.653491	0.0971985	0.124124
1615897356	128975604	0.0733397	0.653494	0.0972166	0.124125
1615897356	138928192	0.0733062	0.653481	0.0971845	0.124194
1615897356	148964669	0.0733308	0.65349	0.0972004	0.1241
1615897356	158909331	0.0733259	0.653483	0.0971946	0.124063
1615897356	168899421	0.0733145	0.653476	0.0971956	0.124125
1615897356	178932523	0.0732957	0.65346	0.0971282	0.124104
1615897356	188887610	0.0733406	0.6535	0.0972472	0.124075
1615897356	198868092	0.0733501	0.653501	0.0972143	0.124115
1615897356	208908669	0.0731904	0.653489	0.097168	0.126019
1615897356	218908421	0.0733107	0.653484	0.0972098	0.124084
1615897356	228850240	0.0733219	0.653489	0.0972006	0.12412
1615897356	238958827	0.0733237	0.653477	0.0971913	0.124128
1615897356	249060000	0.0732919	0.653483	0.0971824	0.124006
1615897356	258810952	0.0733594	0.653497	0.0972454	0.124142
1615897356	268970031	0.0733133	0.653476	0.0971669	0.124112
1615897356	278998253	0.0733531	0.653497	0.0971997	0.124103
1615897356	288794675	0.0733056	0.653475	0.0971895	0.124117
1615897356	298884373	0.0733542	0.653496	0.097206	0.124124
1615897356	308954023	0.0733107	0.653481	0.097166	0.12414
1615897356	318764112	0.0733561	0.65349	0.0972032	0.124116
1615897356	328841379	0.0733235	0.653489	0.0972222	0.12412
1615897356	339114611	0.0733016	0.653476	0.097139	0.124059
1615897356	349077844	0.0733098	0.653492	0.0971908	0.124081
1615897356	358776159	0.073339	0.653484	0.0972123	0.124124
1615897356	369101212	0.0733111	0.65349	0.0971927	0.124033
1615897356	378968442	0.0733135	0.653479	0.0971844	0.124089
1615897356	388843944	0.0733162	0.653481	0.0971825	0.124099
1615897356	398960021	0.0733143	0.653482	0.0971878	0.124099
1615897356	408930252	0.0733389	0.653491	0.0972027	0.124043
1615897356	418916597	0.0733195	0.653471	0.0971318	0.124089
1615897356	429050837	0.0733398	0.653501	0.097237	0.124101
1615897356	438839838	0.0732991	0.653474	0.0971626	0.124034
1615897356	448916146	0.0733358	0.653483	0.0971888	0.124076
1615897356	458930866	0.0733048	0.653472	0.0971371	0.124025
1615897356	468867650	0.0733054	0.653471	0.097136	0.1241
1615897356	478915545	0.07333	0.653495	0.0972185	0.124123
1615897356	488946856	0.0733292	0.653493	0.0971673	0.123963
1615897356	498965005	0.0733122	0.653472	0.0971458	0.124069
1615897356	508982225	0.073369	0.653505	0.0972395	0.124106
1615897356	518909630	0.0732853	0.653465	0.0971396	0.124018
1615897356	529042650	0.0733103	0.653482	0.0971762	0.124089
1615897356	538819040	0.07333	0.653493	0.0972045	0.124024
1615897356	548998955	0.0732949	0.653463	0.0971461	0.124082
1615897356	558956913	0.0732564	0.65346	0.097137	0.124072
1615897356	568945857	0.0733573	0.653508	0.0972797	0.124077
1615897356	578910160	0.073323	0.653482	0.0971672	0.124159
1615897356	588926596	0.073368	0.653499	0.0972153	0.124093
1615897356	599014414	0.0733248	0.653497	0.0972279	0.124068
1615897356	608924349	0.0732809	0.653464	0.0971222	0.124041
1615897356	618867153	0.0732858	0.653467	0.0971294	0.124047
1615897356	628992071	0.0733068	0.653481	0.0971967	0.124055
1615897356	638903573	0.0733241	0.653488	0.0971703	0.124066
1615897356	649036512	0.0733205	0.653482	0.0971684	0.124116
1615897356	658915427	0.0732983	0.653456	0.097114	0.124099
1615897356	668908064	0.0733309	0.653486	0.0971724	0.12407
1615897356	678982513	0.0732943	0.653472	0.0971211	0.124067
1615897356	688839088	0.0733012	0.653482	0.0971827	0.124047
1615897356	698942464	0.0733251	0.653483	0.0971899	0.124118
1615897356	708862677	0.0732798	0.653475	0.0971691	0.124068
1615897356	718848790	0.0733253	0.653482	0.0971697	0.124046
1615897356	728925212	0.0733178	0.653485	0.0971891	0.124111
1615897356	738963443	0.0733102	0.653482	0.0971909	0.124014
1615897356	749072551	0.073289	0.653469	0.0971286	0.124098
1615897356	758906410	0.0733263	0.653472	0.0971513	0.124171
1615897356	769038225	0.0732972	0.653479	0.0971724	0.124084
1615897356	779015074	0.0733535	0.653501	0.0972526	0.124089
1615897356	788914020	0.0732818	0.653472	0.0971278	0.124067
1615897356	798959765	0.0733303	0.653486	0.0971875	0.124042
1615897356	808860954	0.0733145	0.653486	0.0971783	0.124051
1615897356	818927310	0.0732676	0.653453	0.0970734	0.124074
1615897356	829019806	0.0733048	0.653466	0.0971683	0.124103
1615897356	838840600	0.0733302	0.653488	0.097173	0.124012
1615897356	849001791	0.0732945	0.653463	0.0971057	0.124082
