time_sec	time_nanosec	x_mocap_0	x_mocap_1	x_mocap_2	x_mocap_3	error	latency
1611923351	476102474	0.0441105	0.64674	0.117388	-0.0256511	0.0226747	1.6658
1611923351	486012225	0.0440451	0.646709	0.117114	-0.0257535	0.0226527	1.6449
1611923351	496002261	0.0440762	0.646728	0.117231	-0.0257875	0.022653	1.6048
1611923351	506192615	0.0440762	0.646728	0.117231	-0.0257875	0.022653	1.6048
1611923351	516011165	0.0439731	0.646623	0.117108	-0.0261706	0.0226375	1.6518
1611923351	526233534	0.0467389	0.648669	0.119584	-0.0283899	0.0220248	1.5919
1611923351	536028123	0.0440803	0.646749	0.117319	-0.0261714	0.0226175	1.7708
1611923351	546144870	0.0440841	0.646752	0.117339	-0.0257317	0.0226603	1.5939
1611923351	555998623	0.0467864	0.648685	0.119702	-0.0282859	0.0220392	1.5334
1611923351	566094748	0.0439979	0.646705	0.117215	-0.0256606	0.0226721	1.5108
1611923351	576125027	0.0440677	0.646752	0.117314	-0.0258121	0.022651	1.6234
1611923351	586060353	0.0441069	0.646768	0.117415	-0.0256968	0.022665	1.7004
1611923351	596066406	0.0440315	0.646705	0.117177	-0.0256316	0.0226708	1.7507
1611923351	606250973	0.0440479	0.646669	0.117205	-0.0261931	0.0226289	1.6898
1611923351	616126217	0.0440914	0.646666	0.117292	-0.0268241	0.0225761	1.5331
1611923351	626283861	0.0440344	0.646716	0.117211	-0.0257832	0.0226561	1.5857
1611923351	636273979	0.0468311	0.648707	0.11978	-0.0283547	0.0220329	1.7071
1611923351	646095930	0.0468148	0.648728	0.11977	-0.0284715	0.0220159	1.5643
1611923351	656061053	0.0440505	0.646704	0.117182	-0.0261589	0.0226206	1.6612
1611923351	666197650	0.044046	0.646721	0.117294	-0.0257284	0.0226662	1.6888
1611923351	676038870	0.0440737	0.646743	0.117321	-0.02559	0.0226751	1.5743
1611923351	686097551	0.0440644	0.64667	0.117226	-0.0261732	0.0226319	1.6297
1611923351	696130206	0.0440413	0.646736	0.117225	-0.0261921	0.0226125	1.5502
1611923351	706046513	0.0440432	0.646739	0.117318	-0.0257127	0.022665	1.6642
1611923351	716197309	0.0440495	0.646729	0.117279	-0.0256592	0.0226696	1.5695
1611923351	726090018	0.0440448	0.64672	0.117204	-0.0257232	0.0226599	1.5783
1611923351	736146125	0.0440118	0.646686	0.117134	-0.0257931	0.0226576	1.6048
1611923351	746093196	0.0440618	0.646677	0.11731	-0.0261099	0.0226428	1.7141
1611923351	756167634	0.0440524	0.646714	0.117209	-0.0256378	0.0226701	1.7606
1611923351	766099521	0.0440413	0.64671	0.117252	-0.0256784	0.0226708	1.5161
1611923351	776109315	0.0440184	0.6467	0.117185	-0.0257352	0.0226633	1.7844
1611923351	786073852	0.0440301	0.64673	0.117299	-0.025812	0.0226567	1.65
1611923351	796284826	0.0469051	0.648668	0.119795	-0.028733	0.0220091	1.6305
1611923351	805991076	0.0440913	0.646738	0.117318	-0.0256639	0.0226688	1.6505
1611923351	816087080	0.0467867	0.648708	0.11976	-0.0284283	0.022025	1.4174
1611923351	826047117	0.0440208	0.646717	0.117203	-0.026233	0.0226124	1.645
1611923351	836074606	0.044047	0.646731	0.117276	-0.025753	0.0226598	1.699
1611923351	846271872	0.0441175	0.646735	0.117318	-0.0256667	0.0226689	1.5982
1611923351	856084043	0.0440321	0.646714	0.117263	-0.0257316	0.0226657	1.5708
1611923351	866176398	0.0467738	0.648675	0.119617	-0.028429	0.0220218	1.5966
1611923351	876149446	0.0440399	0.646744	0.117238	-0.0257695	0.0226517	1.6489
1611923351	886093293	0.0440676	0.646717	0.117224	-0.02564	0.0226699	1.6143
1611923351	896367130	0.0468063	0.64872	0.119807	-0.0283928	0.0220284	1.5544
1611923351	906438778	0.0439879	0.646704	0.117192	-0.026105	0.0226281	1.5952
1611923351	916160401	0.0468362	0.64873	0.119765	-0.0285445	0.0220081	1.4946
1611923351	926214132	0.046848	0.648662	0.11983	-0.0288389	0.0220052	1.5837
1611923351	935985176	0.044104	0.646744	0.117366	-0.0256531	0.0226718	1.7058
1611923351	946197121	0.046791	0.648702	0.119659	-0.0285038	0.0220111	1.5958
1611923351	955951301	0.0467532	0.648668	0.119638	-0.0283946	0.0220288	1.6909
1611923351	966142653	0.0468243	0.648703	0.119776	-0.0283431	0.0220347	1.6534
1611923351	975975267	0.0469136	0.648754	0.120006	-0.0283855	0.0220354	1.659
1611923351	986273255	0.0440504	0.64674	0.117236	-0.0257391	0.0226554	1.5646
1611923351	996110571	0.0440534	0.646744	0.117264	-0.0257713	0.0226535	1.6713
1611923352	6097027	0.0440922	0.646688	0.117359	-0.0261375	0.0226402	1.5911
1611923352	16084758	0.0440964	0.646749	0.117391	-0.0257028	0.022668	1.5229
1611923352	26076607	0.0468596	0.64874	0.119816	-0.0284239	0.0220202	1.6113
1611923352	36000043	0.0467974	0.648687	0.119659	-0.0288395	0.0219847	1.6464
1611923352	46189961	0.0441818	0.646729	0.117469	-0.0262303	0.0226273	1.4878
1611923352	55968437	0.0440967	0.646749	0.117342	-0.0256669	0.0226673	1.6075
1611923352	66077906	0.0440472	0.646741	0.11726	-0.0257632	0.0226549	1.4852
1611923352	76142983	0.0440009	0.646718	0.11716	-0.0257622	0.0226541	1.6248
1611923352	85954036	0.0440619	0.646655	0.117208	-0.026194	0.0226325	1.5515
1611923352	96021931	0.0440329	0.646708	0.11724	-0.0256603	0.0226725	1.5651
1611923352	106097999	0.0467961	0.648723	0.119722	-0.0284906	0.0220118	1.5673
1611923352	116120919	0.0467832	0.648703	0.119702	-0.0284599	0.0220185	1.6582
1611923352	125949799	0.0468423	0.648722	0.11982	-0.0287904	0.0219927	1.5798
1611923352	136009964	0.0441503	0.646679	0.117322	-0.0261358	0.0226386	1.6757
1611923352	146067120	0.0440552	0.646727	0.11718	-0.0256958	0.0226583	1.6184
1611923352	156083422	0.0441041	0.646733	0.117238	-0.0255818	0.0226713	1.5262
1611923352	166043856	0.0441147	0.646686	0.117249	-0.0262346	0.0226224	1.5845
1611923352	176196181	0.0440924	0.646678	0.117325	-0.0261675	0.0226374	1.6611
1611923352	185954834	0.0469414	0.648716	0.119962	-0.0288325	0.022001	1.5971
1611923352	196243065	0.0440909	0.646734	0.117295	-0.0256654	0.0226678	1.6305
1611923352	206173220	0.0440858	0.646713	0.117259	-0.0255368	0.0226832	1.5252
1611923352	216336814	0.0440742	0.646657	0.117211	-0.0262015	0.0226312	1.6453
1611923352	225994758	0.046815	0.6487	0.119746	-0.0283722	0.0220304	1.602
1611923352	236099189	0.0440525	0.646717	0.117225	-0.0257032	0.0226642	1.6228
1611923352	246147348	0.0441042	0.646684	0.117244	-0.0262013	0.0226259	1.5515
1611923352	256108556	0.0440736	0.646691	0.11732	-0.0261624	0.0226343	1.6483
1611923352	266210464	0.0440904	0.646748	0.117328	-0.0255453	0.0226782	1.6801
1611923352	276096544	0.044028	0.64664	0.117136	-0.0262399	0.0226274	1.7612
1611923352	286047604	0.0440807	0.646747	0.117389	-0.0257353	0.0226654	1.5736
1611923352	296103555	0.0440399	0.646705	0.117213	-0.0256138	0.0226753	1.6354
1611923352	306020371	0.0440282	0.64673	0.117231	-0.02574	0.0226581	1.6464
1611923352	316116600	0.0468216	0.648728	0.119813	-0.0284073	0.0220255	1.4723
1611923352	326039789	0.0440918	0.646665	0.11724	-0.02619	0.022632	1.623
