time_sec	time_nanosec	joint_position_0	joint_position_1	joint_position_2	joint_position_3
1611923351	465669075	0.821648	0.832073	0.823637	0.788794
1611923351	475644797	0.821648	0.832073	0.823637	0.788794
1611923351	485632931	0.821648	0.832073	0.823637	0.788794
1611923351	495684029	0.821648	0.832073	0.823637	0.788794
1611923351	505663479	0.821648	0.832073	0.823637	0.788794
1611923351	515632328	0.821648	0.832073	0.823637	0.788794
1611923351	525658330	0.821648	0.832073	0.823637	0.788794
1611923351	535644989	0.821648	0.832073	0.823637	0.788794
1611923351	545628075	0.821648	0.832073	0.823637	0.788794
1611923351	555628447	0.821648	0.832073	0.823637	0.788794
1611923351	565669708	0.821648	0.832073	0.823637	0.788794
1611923351	575628303	0.821648	0.832073	0.823637	0.788794
1611923351	585633176	0.821648	0.832073	0.823637	0.788794
1611923351	595626996	0.821648	0.832073	0.823637	0.788794
1611923351	605628265	0.821648	0.832073	0.823637	0.788794
1611923351	615641547	0.821648	0.832073	0.823637	0.788794
1611923351	625686277	0.821648	0.832073	0.823637	0.788794
1611923351	635654275	0.821648	0.832073	0.823637	0.788794
1611923351	645668500	0.821648	0.832073	0.823637	0.788794
1611923351	655647671	0.821648	0.832073	0.823637	0.788794
1611923351	665664269	0.821648	0.832073	0.823637	0.788794
1611923351	675629399	0.821648	0.832073	0.823637	0.788794
1611923351	685635766	0.821648	0.832073	0.823637	0.788794
1611923351	695653536	0.821648	0.832073	0.823637	0.788794
1611923351	705659630	0.821648	0.832073	0.823637	0.788794
1611923351	715629991	0.821648	0.832073	0.823637	0.788794
1611923351	725666674	0.821648	0.832073	0.823637	0.788794
1611923351	735630930	0.821648	0.832073	0.823637	0.788794
1611923351	745628533	0.821648	0.832073	0.823637	0.788794
1611923351	755632494	0.821648	0.832073	0.823637	0.788794
1611923351	765664223	0.821648	0.832073	0.823637	0.788794
1611923351	775666735	0.821648	0.832073	0.823637	0.788794
1611923351	785678844	0.821648	0.832073	0.823637	0.788794
1611923351	795682577	0.821648	0.832073	0.823637	0.788794
1611923351	805631382	0.821648	0.832073	0.823637	0.788794
1611923351	815664259	0.821648	0.832073	0.823637	0.788794
1611923351	825631511	0.821648	0.832073	0.823637	0.788794
1611923351	835671872	0.821648	0.832073	0.823637	0.788794
1611923351	845628183	0.821648	0.832073	0.823637	0.788794
1611923351	855656755	0.821648	0.832073	0.823637	0.788794
1611923351	865660188	0.821648	0.832073	0.823637	0.788794
1611923351	875643053	0.821648	0.832073	0.823637	0.788794
1611923351	885638831	0.821648	0.832073	0.823637	0.788794
1611923351	895657154	0.821648	0.832073	0.823637	0.788794
1611923351	905641063	0.821648	0.832073	0.823637	0.788794
1611923351	915643797	0.821648	0.832073	0.823637	0.788794
1611923351	925667851	0.821648	0.832073	0.823637	0.788794
1611923351	935645790	0.821648	0.832073	0.823637	0.788794
1611923351	945630837	0.821648	0.832073	0.823637	0.788794
1611923351	955636330	0.821648	0.832073	0.823637	0.788794
1611923351	965777872	0.821648	0.832073	0.823637	0.788794
1611923351	975687579	0.821648	0.832073	0.823637	0.788794
1611923351	985670653	0.821648	0.832073	0.823637	0.788794
1611923351	995655101	0.821648	0.832073	0.823637	0.788794
1611923352	5635314	0.821648	0.832073	0.823637	0.788794
